	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	7766753836.0	1.0	7766753836.0	0.0	4.845928752424576	4.891389643611335	0.20156298153955626	4.506310377775105	4.614950832424851	0.41862645345913974
EX_glc__D_e_r	6062113063.0	1.0	6062113063.0	0.0	2.7699411756903736	2.7959544407642323	0.11522226844178754	2.661461111034455	2.724597209431995	0.247656117810931
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	10000000000.0	1.0	10000000000.0	0.0	0.13085025804960204	0.13116097620830597	0.008739051378982505	0.07423712081334054	0.07604198439969345	0.0069234094360737354
EX_gln__L_e_r	3660628.0	0.0	3660628.0	1.0	0.6777766710536607	0.679090425179167	0.036699823892158936	1.1704676068143434	1.1987172518941747	0.10861108837672617
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	2491077965.0	0.0	2491077965.0	1.0	0.0897016652649236	0.06461955718218626	0.08422688511009037	0.2574234898729381	0.18650488544537905	0.24043623624855365
EX_co2_e	2582588616.0	0.0	2582588616.0	1.0	29.641622157438245	28.759392211077063	9.101271728014966	35.3869953864616	35.495223652049205	2.3235924393237606
EX_h_e_f	5534650529.0	1.0	5534650529.0	0.0	224.24146937321856	212.62606241837236	130.0441234723561	197.59228367754957	191.0367261780758	107.17672811669014
EX_h2o_e_f	4619562992.0	3.6530656116414517e-191	4619562992.0	1.0	82.97121271531773	81.16619838839219	40.18015239688179	89.93202859845155	89.38093112607785	51.68336473167606
EX_ump_e_r	1560669640.0	0.0	1560669640.0	1.0	7.241342583765416e-06	7.672481602166918e-06	4.011863705390125e-06	1.844810706927656e-05	1.7708412169899082e-05	1.0361162780435423e-05
EX_pi_e_r	3391274.0	0.0	3391274.0	1.0	0.00013557613429032757	0.00013551521668355002	5.427092298447031e-06	0.00038830805721868863	0.0004024946618566	7.336631033872313e-05
EX_nh4_e	9762193013.0	1.0	9762193013.0	0.0	36.22455725552306	35.0574356964453	11.80855434844297	13.482961882476891	13.208344965036492	2.4228463406289067
EX_o2_e_r	0.0	0.0	0.0	1.0	2.280986935800857	2.2047121588715015	0.5334605592572498	19.597218671289554	19.634467386625353	1.40987051802614
EX_arg__L_e_r	3756399717.0	0.0	3756399717.0	1.0	0.1772489810596613	0.18328008308447052	0.03608616447151471	0.19459070761034203	0.20083321991295272	0.04921742698349158
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	7472337.0	0.0	7472337.0	1.0	9.368115089845326e-05	9.385079112874745e-05	5.27467055111627e-06	0.00027116117724535735	0.0002792515991554	5.2830232026300694e-05
EX_ile__L_e_r	2868750.0	0.0	2868750.0	1.0	4.3686085844651606e-05	4.402331790603339e-05	1.1236921654946336e-06	0.0001246601048163683	0.00012937934745125	2.391755029055496e-05
EX_met__L_e_r	0.0	0.0	0.0	1.0	2.3366905157861146e-05	2.3547284970238443e-05	6.010428293602143e-07	0.015455944244295222	0.01518107009871115	0.010021984039528526
EX_gly_e_r	4599569911.0	1.584990443596768e-211	4599569911.0	1.0	0.11459442812695288	0.10583230295930954	0.07574903612883073	0.1223083057036054	0.12005998974582541	0.06415266878833463
EX_phe__L_e_r	7803755.0	0.0	7803755.0	1.0	5.0770858629418755e-05	5.014753962150356e-05	7.03322281319216e-06	0.00015403335145257677	0.00015512296941225001	3.6674162259241614e-05
EX_ser__L_e_r	4034957101.0	0.0	4034957101.0	1.0	0.13454101800892646	0.11883296075018335	0.09586479587746173	0.15574586359869155	0.16348776148399205	0.058367167483151454
EX_ala__L_e_f	3453007634.0	0.0	3453007634.0	1.0	0.16877760183170576	0.12147316779508466	0.16042998942729553	0.3234154345446568	0.22812703915644325	0.3204239553055911
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	8403857316.0	1.0	8403857316.0	0.0	0.0002628348318226053	0.00027844253407315	8.675333143998642e-05	0.00015542810223120168	0.0001591664470484	4.7517090208905666e-05
EX_urea_e	4177795869.0	0.0	4177795869.0	1.0	0.05476970441274247	0.04699434247595255	0.04113656496569291	0.06800697461057627	0.06317416438649881	0.04655356659221038
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
