	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	7905975509.0	1.0	7905975509.0	0.0	4.529224258140101	4.643942615938471	0.4097367011324016	3.7914997384803217	3.85128663882094	0.776438125896646
EX_glc__D_e_r	7198594152.0	1.0	7198594152.0	0.0	2.67227392377106	2.735015222213696	0.24141726134789118	2.3322546071232106	2.367693273738909	0.4763557981992848
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	809309811.0	0.0	809309811.0	1.0	0.07466377476139922	0.0765014417217567	0.006743796801728651	0.13289519250822887	0.13434054542673113	0.04003777092149134
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	1.1758095267253785	1.2052156586125862	0.10651601047859298	0.3481799502584596	0.35287323310175556	0.06978106142815199
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	3258477490.0	0.0	3258477490.0	1.0	0.2997661441174734	0.2203830748873049	0.2698464044498872	0.5911753332262182	0.44621575822257853	0.5142465392881256
EX_co2_e	141537.0	0.0	141537.0	1.0	35.94425028643677	35.92464434283703	2.1026358403705725	64.54434020791565	64.02064543432769	8.153385783025836
EX_h_e_f	2873141313.0	0.0	2873141313.0	1.0	215.35582102165847	222.68585091641734	114.00899183581039	299.5936947943895	308.8589560060226	90.37901033752297
EX_h2o_e_f	2869333107.0	0.0	2869333107.0	1.0	89.99455893059029	88.45046996370098	52.016057198385575	127.84082206199928	129.78349624408008	35.20617591448814
EX_ump_e_r	8245169595.0	1.0	8245169595.0	0.0	2.241039235242488e-05	2.2795127416095843e-05	1.141698710020545e-05	1.0007691802141759e-05	1.01166881660878e-05	4.890468569428171e-06
EX_pi_e_r	9964051415.0	1.0	9964051415.0	0.0	0.0003990706459977493	0.00040809702108505	6.298098692273037e-05	0.00019364293113817047	0.00019825722767135	2.4478074541446124e-05
EX_nh4_e	4730901.0	0.0	4730901.0	1.0	14.016295760894298	13.62301833996928	2.5122609443261013	36.36549844658126	33.93353249472639	10.281753486622408
EX_o2_e_r	28.0	0.0	28.0	1.0	19.8317579167699	19.881939052481506	1.3404442681317754	50.9699872066266	50.92949673040864	6.010404385560543
EX_arg__L_e_r	9469596198.0	1.0	9469596198.0	0.0	0.18448178231921636	0.19675097254011636	0.059665481322980635	0.07682567956361608	0.078160362462926	0.005058191000602617
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	9965978856.0	1.0	9965978856.0	0.0	0.0002808646641283843	0.00028606622053395	4.390670421051536e-05	0.00013816305812721846	0.00014114758965720002	1.7115663115637238e-05
EX_ile__L_e_r	9971904028.0	1.0	9971904028.0	0.0	0.00012909589569289737	0.00013208688395345	1.957180584027834e-05	6.264016924627278e-05	6.428967391716535e-05	7.546178858348609e-06
EX_met__L_e_r	9358024329.0	1.0	9358024329.0	0.0	0.014763946218927342	0.013827222488483601	0.00966789086624786	0.0015356637250462009	0.0015626036403435	0.0008644315361750831
EX_gly_e_r	8868969399.0	1.0	8868969399.0	0.0	0.11434157606222362	0.11079435291992855	0.0603593654668113	0.03370291558945559	0.02950414646664315	0.023917095329048076
EX_phe__L_e_r	9922830385.0	1.0	9922830385.0	0.0	0.00015845359286300437	0.00016205598264545001	3.009014792929451e-05	7.631696646846596e-05	7.637647647984957e-05	1.3976331078753424e-05
EX_ser__L_e_r	8908155899.0	1.0	8908155899.0	0.0	0.12357995214272523	0.1233727281996935	0.0698092028629496	0.029879007661156153	0.02620843886397325	0.02031281936942223
EX_ala__L_e_f	3455017184.0	0.0	3455017184.0	1.0	0.3299238423411573	0.2351437392393638	0.3284543719197529	0.5986326485232096	0.4335326115274232	0.5450245298501613
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	10615522.0	0.0	10615522.0	1.0	0.00016011443147315543	0.00016738778544449998	4.709027136266402e-05	0.0009146721542002142	0.0009562571224024	0.00024697076298037365
EX_urea_e	7031413223.0	1.0	7031413223.0	0.0	0.058985914992078635	0.0464957844499719	0.04982304505430506	0.026275368725245805	0.02440515327861845	0.017559143548108662
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	7762733904.0	1.0	7762733904.0	0.0	0.06569345643974964	0.05240762422405975	0.052560525647619157	0.02207013259863946	0.01902709918896665	0.016290466159465836
EX_hdca_e_f	10000000000.0	1.0	10000000000.0	0.0	1.9898746089737498	1.9871964190684066	0.16106724537951392	0.14375646818424248	0.10658702995201524	0.12980856550776523
