	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	7438773322.0	1.0	7438773322.0	0.0	4.541234818516102	4.634529840555153	0.3719989308619543	3.888452751754473	3.991343538529595	0.8224413900643557
EX_glc__D_e_r	6676999373.0	1.0	6676999373.0	0.0	2.6874685867367383	2.7402545870722275	0.2213261564902725	2.3934292311004097	2.45692852849177	0.5054567974863563
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	658682468.0	0.0	658682468.0	1.0	0.07486133093378389	0.07638762170478405	0.006126334189084196	0.14448520548994928	0.14999790999205465	0.04102252059006913
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	1.1808153926646543	1.2047054457606015	0.09635224520762518	0.35655183215873126	0.3652510526553058	0.07390078359430945
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	3513502870.0	0.0	3513502870.0	1.0	0.3515892856084157	0.26526909255641606	0.31453882809105654	0.5976660254640447	0.4660771837913634	0.5215350255579211
EX_co2_e	192584.0	0.0	192584.0	1.0	35.197603773580646	35.39402800950303	2.3769077426832306	64.52677302324791	63.60256198584977	8.857135699851614
EX_h_e_f	2099061460.0	0.0	2099061460.0	1.0	204.0814691960292	195.04917478085576	119.55979037113168	326.6814653735514	334.1201695275805	77.79812277813369
EX_h2o_e_f	4069575277.0	0.0	4069575277.0	1.0	89.21614081082453	87.55711988459478	46.41187701417132	104.94787377497542	100.93977735727503	46.20432923102921
EX_ump_e_r	8461833545.0	1.0	8461833545.0	0.0	2.2517057369628045e-05	2.266346135033278e-05	1.1251529654295232e-05	8.905915588845555e-06	8.552133462055002e-06	4.8765719328569545e-06
EX_pi_e_r	9872964125.0	1.0	9872964125.0	0.0	0.000394672971422463	0.0004096714229618	6.93060431271504e-05	0.0001884860343343993	0.00019371680046845001	2.9694930642003535e-05
