	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	5.265104212048324	5.377659621139366	0.9667690393138779	0.07203139409195836	0.0740564299821002	0.007882333749040345
EX_glc__D_e_r	10000000000.0	1.0	10000000000.0	0.0	3.107150804159708	3.1732452741702812	0.5709337200725404	0.1026158052678774	0.1045089677141959	0.013727884505790135
EX_gluIN__L_e	9643355087.0	1.0	9643355087.0	0.0	0.02497203598108509	0.02570117337044695	0.010523944487867205	0.00338441961003114	0.0029594603519875	0.0024455140382278378
EX_gluOUT__L_e	9999871788.0	1.0	9999871788.0	0.0	0.04228818442473405	0.04281908146142005	0.007674078874522459	0.01128938781394634	0.01145608761136015	0.0013017946317560615
EX_gln__L_e_r	9994645465.0	1.0	9994645465.0	0.0	0.6837333598038297	0.6976066650931629	0.1251259316312114	0.20545963885028362	0.21125473720062626	0.022764145632970238
EX_asp__L_e	3432028322.0	0.0	3432028322.0	1.0	0.022818548488402042	0.0233481078670806	0.012615765136517179	0.029752191110246913	0.0306232859656015	0.011570602929504594
DM_asp__L_e	6594245667.0	1.0	6594245667.0	0.0	1.9953725080852756	1.619923938157637	1.5755451200856483	1.1724676359902546	0.8841692598102635	1.047354292870514
EX_co2_e	8654152196.0	1.0	8654152196.0	0.0	138.09016546725712	136.74401134972902	17.808827228896558	105.37093036278898	102.37733019227906	23.20440183185692
EX_h_e_f	6967684792.0	1.0	6967684792.0	0.0	367.58051641196846	374.5280693414263	56.50400263937556	310.582864830563	332.21218156054243	86.90691828895146
EX_h2o_e_f	4410963864.0	0.0	4410963864.0	1.0	127.3748852094631	131.53439691643746	32.502855936570334	133.26533620478915	138.53767251256977	33.38710402427094
EX_ump_e_r	9836748680.0	1.0	9836748680.0	0.0	1.1594773376399643e-05	1.1811581089902104e-05	5.6357722548184835e-06	7.759401210143678e-07	7.659216200527282e-07	3.4005191260670575e-07
EX_pi_e_r	9999999580.0	1.0	9999999580.0	0.0	0.0001958962420397277	0.00019908318731995	2.303268368420454e-05	1.2022247513619165e-05	1.204359069914237e-05	3.0524127491951604e-06
EX_nh4_e	6873164005.0	1.0	6873164005.0	0.0	96.48722688955725	92.30422045067348	22.97158581259171	78.91122073386066	74.00377039617103	33.04353334478881
EX_o2_e_r	9990163061.0	1.0	9990163061.0	0.0	102.11075620118723	101.92271325298992	11.49279740733561	60.71896757234781	61.00726991000734	6.653354289357288
EX_arg__L_e_r	7658592250.0	1.0	7658592250.0	0.0	0.09499044376054445	0.09858510321327975	0.02038701422040779	0.07793122235640504	0.081222545921582	0.01280357298975166
EX_pro__L_e	9876213609.0	1.0	9876213609.0	0.0	4.233429542688444e-05	4.187340498883187e-05	1.8893515662404423e-05	4.674226648807056e-06	4.632469454263453e-06	1.4855643248062472e-06
EX_leu__L_e_r	9999999881.0	1.0	9999999881.0	0.0	0.00013664898157482637	0.00013873093138005	1.6478741612037365e-05	7.751461756851537e-06	7.739084269613106e-06	1.9759821766073653e-06
EX_ile__L_e_r	9999999519.0	1.0	9999999519.0	0.0	6.317622899581201e-05	6.432842810575169e-05	7.226944036733705e-06	3.910169351224321e-06	3.907419715108641e-06	1.0048461890601989e-06
EX_met__L_e_r	4727418775.0	2.9575504584922263e-99	4727418775.0	1.0	0.002654223207415797	0.0027405582910363	0.0012497945610918362	0.0028569843064965425	0.00275354424060295	0.001650224730163352
EX_gly_e_r	8704082076.0	1.0	8704082076.0	0.0	0.11130738278521174	0.10799695705616785	0.06439215348643705	0.03226127367985419	0.03343580443248305	0.014781416990397513
EX_phe__L_e_r	9999999754.0	1.0	9999999754.0	0.0	9.399529777408073e-05	9.566107715881398e-05	1.0684425072408768e-05	5.231018760791796e-06	5.123145730526844e-06	1.536630067543443e-06
EX_ser__L_e_r	9895902234.0	1.0	9895902234.0	0.0	0.14047067370454777	0.1430416661815696	0.05871793229662462	0.011226690234843392	0.008522334850607799	0.009735451066982643
EX_ala__L_e_f	6614513896.0	1.0	6614513896.0	0.0	2.21504807607346	1.673783883272887	1.9176786723170334	1.1938483689987298	0.901945051204673	1.0512281870407987
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	9998039897.0	1.0	9998039897.0	0.0	0.03765709372618702	0.03822076604524695	0.005969399304477009	0.010875601374922746	0.0110310284660784	0.0009700745231481094
EX_fol_e_r	24200147.0	0.0	24200147.0	1.0	0.00017344734868958425	0.0001829182217623	5.067650091320676e-05	0.0013971609268228864	0.00145055172939355	0.0004364143076062964
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.030860886104174652	0.028639322274045	0.01922424865155249
EX_pyr_e	9951649363.0	1.0	9951649363.0	0.0	0.28475617256961183	0.29414470023244293	0.12371341890539024	0.007972189214478415	0.00814771030472875	0.0025165661654746193
PYRt2	9951649363.0	1.0	9951649363.0	0.0	0.28475617256961183	0.29414470023244293	0.12371341890539024	0.007972189214478483	0.00814771030472875	0.0025165661654746123
EX_gudac_e	7051456446.0	1.0	7051456446.0	0.0	0.044561551408156645	0.0419066835465019	0.028079553730687073	0.025016701415348147	0.02243276081818195	0.017210533949664136
EX_hdca_e_f	9745222851.0	1.0	9745222851.0	0.0	2.054981892350181	2.030239850054781	0.852773933216207	0.32681637904408645	0.2403455591465338	0.3053793352568442
EX_ptrcIN_e	6861874774.0	1.0	6861874774.0	0.0	0.0003984479479131229	0.00040131366293505	4.8858993572849726e-05	0.00033678988101049534	0.00034666152722729996	9.955630895666557e-05
EX_ptrcOUT_e	7158217425.0	1.0	7158217425.0	0.0	0.04134726731225131	0.037389088803847545	0.027943435037768107	0.021098716088506112	0.01785053477237695	0.015715270939904786
EX_biomassx	9999999519.0	1.0	9999999519.0	0.0	0.0002208356776676284	0.0002248632474561	2.5262145417452693e-05	1.3668193119444234e-05	1.3658581628467196e-05	3.5124902616077347e-06
EX_gthox_e	6213504862.0	1.0	6213504862.0	0.0	0.7343977459087255	0.6819617027247995	0.46073735068256416	0.5515630701175289	0.4593373871677626	0.42288022451200247
EX_2obut_e	14914668.0	0.0	14914668.0	1.0	0.015345176328569602	0.01548644814329415	0.0020139838362802673	0.04963887789009035	0.05133292844077865	0.010776790338328691
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	18.00799050792677	18.331676632940997	2.5439995766212316	1.0167942589413208	1.0507994807454861	0.14419466596261038
EX_val__L_e_r	93179226.0	0.0	93179226.0	1.0	0.019563667211227345	0.020087200924849	0.005877233483702589	0.06693970234625277	0.06732689890308399	0.019007368901817978
EX_spmd_e	493700531.0	0.0	493700531.0	1.0	0.0012317615037125231	0.0010855477129438	0.0008466253883969957	0.014735376853234252	0.01324258071873425	0.010484558782100613
EX_sprm_e	538298586.0	0.0	538298586.0	1.0	0.0017362024510485415	0.0017801283830290002	0.0008911268857439851	0.01517507892056636	0.013580916806625501	0.010090018825635467
EX_5mthf_e	24200143.0	0.0	24200143.0	1.0	0.00017344735083587196	0.0001829182197266	5.067649889683686e-05	0.0013971609294781955	0.0014505517368734	0.00043641430734227504
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	18.007990507926696	18.33167663294075	2.543999576621271	1.016794258941321	1.0507994807454883	0.14419466596261088
EX_thbpt_e_r	9999995729.0	1.0	9999995729.0	0.0	3.669594783233417e-05	3.7322487389428885e-05	4.190245467817142e-06	1.6845873648620051e-06	1.6522153276024052e-06	9.154997351920618e-07
EX_CE2705_e	9999995729.0	1.0	9999995729.0	0.0	3.669594783233417e-05	3.7322487389428885e-05	4.190245467817142e-06	1.6845873648620051e-06	1.6522153276024052e-06	9.154997351920618e-07
EX_crtn_e	8159346920.0	1.0	8159346920.0	0.0	0.050349554930194544	0.04801810317051935	0.026656520814622556	0.022048724402249503	0.01868827202806405	0.015519124853487314
EX_his__L_e_r	4436368288.0	0.0	4436368288.0	1.0	0.09562532709002722	0.10015344295957204	0.0352643886895775	0.10301760993690197	0.1080914404326236	0.030034360764248123
EX_lys__L_e_r	2142031204.0	0.0	2142031204.0	1.0	0.008831876858595416	0.0083737465407401	0.005641495780902212	0.019022174546589093	0.018174590864939902	0.010727388472003777
EX_carn_e_r	9995776329.0	1.0	9995776329.0	0.0	23.221008617937592	23.161649423467416	3.178850651494854	12.583958065773226	12.587756588393791	1.0918865000154137
EX_csn_e_r	3274065609.0	0.0	3274065609.0	1.0	14.020254742581058	11.635046917164933	10.666517198044874	23.35389939255342	20.97011756831916	16.199366805090243
EX_cys__L_e	4899482.0	0.0	4899482.0	1.0	0.04135456988672335	0.042823554935479596	0.007542322996302883	0.08596457830782925	0.08719312870133544	0.007667810214327249
EX_cyan_e_r	7131018973.0	1.0	7131018973.0	0.0	0.09779902361436028	0.09746785416764595	0.03940076770270753	0.06830264728022842	0.0662442877027844	0.03309813994090023
EX_tcyntc	5475414928.0	1.0	5475414928.0	3.622777117572864e-297	0.03880883099864819	0.03253168083282985	0.029896954361204844	0.03290789577530803	0.027963701062924798	0.024240945711233027
EX_tcynt_e	6848817193.0	1.0	6848817193.0	0.0	0.05899019261570788	0.0542064503212287	0.03824042803935581	0.035394751504921454	0.029635130653542	0.027070591526826473
EX_so3_e	975910985.0	0.0	975910985.0	1.0	0.03585901938074093	0.037348999395371854	0.009567410602857202	0.09011847558460286	0.086629339882179	0.04259866299099787
EX_thr__L_e_r	23553694.0	0.0	23553694.0	1.0	0.012810011913359369	0.0129013833995304	0.0015650444005214383	0.04678880609471143	0.0484489802754584	0.010659466568099202
EX_trp__L_e_r	9999821691.0	1.0	9999821691.0	0.0	0.03330488862998441	0.0345825678902832	0.007522567336614687	0.0009201933952281773	0.0008234750506	0.0005381212040299786
EX_anth_e	9999892062.0	1.0	9999892062.0	0.0	0.03296887329409316	0.0342627517358305	0.007534552512109322	0.000652696266726081	0.0005651027596586501	0.00047203537923866227
EX_tyr__L_e_r	800000.0	0.0	800000.0	1.0	0.0	0.0	0.0	1.520381065176304e-06	1.400151373142522e-06	9.590065002114744e-07
EX_cystinex_r	8535161226.0	1.0	8535161226.0	0.0	0.08372810318134821	0.08553772602550375	0.011480188889910904	0.06582776715610973	0.06674618600156745	0.012662259334044256
