	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	7213989762.0	1.0	7213989762.0	0.0	5.14025610237344	5.255397011038198	0.9923025069371857	4.529224258140101	4.643942615938471	0.4097367011324016
EX_glc__D_e_r	7221658328.0	1.0	7221658328.0	0.0	3.03448553960274	3.10224941307761	0.5857629831958997	2.67227392377106	2.735015222213696	0.24141726134789118
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.016420745038678016	0.0149068726245378	0.011311193323035427	0.0	0.0	0.0
EX_gluOUT__L_e	19658024.0	0.0	19658024.0	1.0	0.040130516354939874	0.0413520510991265	0.009021569138564167	0.07466377476139922	0.0765014417217567	0.006743796801728651
EX_gln__L_e_r	24773929.0	0.0	24773929.0	1.0	0.6658538135400409	0.6789158404400457	0.12706055657174817	1.1758095267253785	1.2052156586125862	0.10651601047859298
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.026509692960172675	0.02641756647665285	0.012974250636812784	0.0	0.0	0.0
DM_asp__L_e	8806978762.0	1.0	8806978762.0	0.0	1.7664457369090556	1.4199932733214373	1.4437115807282934	0.2997661441174734	0.2203830748873049	0.2698464044498872
EX_co2_e	9999400000.0	1.0	9999400000.0	0.0	136.01064571861835	133.20694482562163	16.99839653106383	35.94425028643677	35.92464434283703	2.1026358403705725
EX_h_e_f	6734816362.0	1.0	6734816362.0	0.0	287.91542338598447	317.13112875951816	124.80797741251567	215.35582102165847	222.68585091641734	114.00899183581039
EX_h2o_e_f	5307600215.0	1.0	5307600215.0	8.863770554807934e-126	94.50072666895524	93.67916996934886	41.21291697382388	89.99455893059029	88.45046996370098	52.016057198385575
EX_ump_e_r	2105288375.0	0.0	2105288375.0	1.0	1.1317633568403853e-05	1.102433970871943e-05	6.30116350048865e-06	2.241039235242488e-05	2.2795127416095843e-05	1.141698710020545e-05
EX_pi_e_r	57792834.0	0.0	57792834.0	1.0	0.0002093825468731126	0.0002127280985374	1.732947855575985e-05	0.0003990706459977493	0.00040809702108505	6.298098692273037e-05
EX_nh4_e	9999400000.0	1.0	9999400000.0	0.0	92.82675262704028	88.22492016831025	20.595481296902474	14.016295760894298	13.62301833996928	2.5122609443261013
EX_o2_e_r	9999400000.0	1.0	9999400000.0	0.0	103.45691287074061	103.04691252923402	10.843632047032152	19.8317579167699	19.881939052481506	1.3404442681317754
