	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	6792400468.0	1.0	6792400468.0	0.0	5.016170936694356	5.150008031112234	1.1373898947667718	4.488078834349971	4.580891688330041	0.4138599320658929
EX_glc__D_e_r	6821443350.0	1.0	6821443350.0	0.0	2.9610055914313325	3.0400490696929126	0.6716719717178807	2.6419069724056654	2.695769752305828	0.2473941066064401
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.01826823753818846	0.016939825383568752	0.011407629676510279	0.0	0.0	0.0
EX_gluOUT__L_e	16323475.0	0.0	16323475.0	1.0	0.03954351895989985	0.040506888751532605	0.0090889121112332	0.07397281568229735	0.0754603871218536	0.006782784304602289
EX_gln__L_e_r	21528994.0	0.0	21528994.0	1.0	0.646617752382321	0.6653088280338302	0.14709372390186937	1.16457439079767	1.1883552778523718	0.1067379719039272
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02760229914261351	0.0277502249080007	0.013939915194177633	0.0	0.0	0.0
DM_asp__L_e	8967461432.0	1.0	8967461432.0	0.0	2.4759271075754326	1.8269202107906977	2.088325800985572	0.308634546217264	0.22853325215747625	0.2839954231282197
EX_co2_e	9999500000.0	1.0	9999500000.0	0.0	136.31750967247604	134.31806940164802	18.41197868794233	35.413901489958896	35.53847617725103	2.263149348090626
EX_h_e_f	7830366388.0	1.0	7830366388.0	0.0	311.76775429258	331.56697575819805	101.84265537090643	193.97842704733443	185.61004883528176	108.63265522710154
EX_h2o_e_f	6536298244.0	1.0	6536298244.0	0.0	118.00411794090347	130.85160274651827	49.9969562911416	88.15188185730864	83.24337386537113	55.466144291873604
EX_ump_e_r	1779643007.0	0.0	1779643007.0	1.0	9.515204027407963e-06	9.313870340867102e-06	6.113506672592095e-06	2.477964660021183e-05	2.6420680629424465e-05	1.3481734489699669e-05
EX_pi_e_r	49262579.0	0.0	49262579.0	1.0	0.00020994050808301572	0.0002134746381977	1.8772606400175038e-05	0.00039305892804361895	0.00040190370031475	6.193213729957158e-05
EX_nh4_e	9999538556.0	1.0	9999538556.0	0.0	96.06347700568833	91.68027525156515	22.986732296168796	13.641185136531833	13.324196948691968	2.393891245341149
EX_o2_e_r	9999512608.0	1.0	9999512608.0	0.0	102.95150873020299	102.65776847950681	10.700184592249633	19.571462726617572	19.648719263474224	1.3604074544869287
EX_arg__L_e_r	421505377.0	0.0	421505377.0	1.0	0.0912680502531361	0.09674526405992515	0.024189607246629816	0.2018438174049918	0.2109078072193294	0.04827543514257581
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.884056769441078e-05	4.904646291070531e-05	2.155819450220206e-05	0.0	0.0	0.0
EX_leu__L_e_r	57394939.0	0.0	57394939.0	1.0	0.00014736461756016366	0.00014958318262825	1.3685159625533918e-05	0.000278511832553432	0.0002851852143044	4.603798810579353e-05
EX_ile__L_e_r	33412860.0	0.0	33412860.0	1.0	6.683795514345628e-05	6.825538180836551e-05	5.350057464075189e-06	0.00012791159836047892	0.00013149010269289998	2.0247360088948166e-05
EX_met__L_e_r	681761067.0	0.0	681761067.0	1.0	0.0026805567766895085	0.00287581711043755	0.0013729110857888598	0.01647245343698702	0.016287613604082152	0.009305908504238724
EX_gly_e_r	4625605294.0	3.2502242725757264e-185	4625605294.0	1.0	0.10808107430753444	0.10549407926947925	0.06601669319019307	0.1163185694951916	0.1185523292569028	0.06629051639307743
EX_phe__L_e_r	411631918.0	0.0	411631918.0	1.0	9.906402696426428e-05	0.00010109998443755001	7.813278393304162e-06	0.00015475922257458057	0.0001565974295985	3.078414679573491e-05
EX_ser__L_e_r	4345996879.0	0.0	4345996879.0	1.0	0.12358002322533489	0.12387266897930829	0.06645894484776345	0.13829578371079673	0.14695452342747228	0.06603319309079388
EX_ala__L_e_f	8892125622.0	1.0	8892125622.0	0.0	2.427765056162071	1.824423864104534	2.1686600432072987	0.33479823504680273	0.24009891696474034	0.3161675387489038
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02994381477326721	0.0314376784311623	0.00955226682797522	0.0	0.0	0.0
