	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	4.855381716051259	4.903221445536882	0.2007159942234389	0.07168509894314563	0.073375304833535	0.007691531855992375
EX_glc__D_e_r	10000000000.0	1.0	10000000000.0	0.0	2.7753162248652155	2.802730212629867	0.11469669048776085	0.10361524031318577	0.10547396736763355	0.013102234413491889
EX_gluIN__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0031427552884272223	0.0027102906911650997	0.0023043568305592546
EX_gluOUT__L_e	10000000000.0	1.0	10000000000.0	0.0	0.1310568504210111	0.13109128373437512	0.009177616587058924	0.011113390029217806	0.01126464851453005	0.0013102780580113386
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.6800770700795773	0.681919760603072	0.03623740708270966	0.20429898827910387	0.20927201433642617	0.022711418335637786
EX_asp__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.028346101305802163	0.02921408584787965	0.011868681382314417
DM_asp__L_e	661795875.0	0.0	661795875.0	1.0	0.09585728394054892	0.0706242946511054	0.0910656232191206	1.1241632741281413	0.9058813413580555	0.918570821813972
EX_co2_e	80455.0	0.0	80455.0	1.0	31.328887837682245	31.163670875264984	9.283000721283202	103.44621162038155	100.13395546803866	21.550981464758262
EX_h_e_f	5190239478.0	1.0	5190239478.0	1.896975637330719e-49	265.6222768813255	299.5918850199671	131.49986392365398	273.90519371736474	277.31414036538274	74.62896708547757
EX_h2o_e_f	5699143657.0	1.0	5699143657.0	0.0	116.93102815048978	120.02906651296693	47.25136967496482	105.45527701918805	111.79262550023708	44.13353545560563
EX_ump_e_r	9481903043.0	1.0	9481903043.0	0.0	6.804385974872109e-06	6.811115689325791e-06	3.856461116573281e-06	8.472689028941958e-07	8.52713595914487e-07	3.59969020760799e-07
EX_pi_e_r	10000000000.0	1.0	10000000000.0	0.0	0.00013556601746004916	0.0001355976478963	5.3210648189524435e-06	1.3463719233606555e-05	1.3775943499656149e-05	3.0336881751585157e-06
EX_nh4_e	1371843207.0	0.0	1371843207.0	1.0	38.29172553602829	38.15635236168329	12.135400076923698	73.53253861105848	67.89787518116287	31.20982717417075
EX_o2_e_r	0.0	0.0	0.0	1.0	2.246771631456847	2.146962688329693	0.5883943767927102	62.51473307611659	62.584758759124355	6.108414237792183
EX_arg__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.18672191456968376	0.18841380160871513	0.027814088065893763	0.07825273834774013	0.0812085962582681	0.012156564986487237
EX_pro__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.119285394452319e-06	5.170856547010802e-06	1.4679980964929815e-06
EX_leu__L_e_r	10000000000.0	1.0	10000000000.0	0.0	9.547491715490392e-05	9.600385121942273e-05	5.095910772623865e-06	8.650305714655233e-06	8.855915962078189e-06	1.887344785253008e-06
EX_ile__L_e_r	10000000000.0	1.0	10000000000.0	0.0	4.37260918022076e-05	4.405927695207329e-05	1.0923647935548457e-06	4.36159747590702e-06	4.4624633952920395e-06	9.759182645621226e-07
EX_met__L_e_r	18514082.0	0.0	18514082.0	1.0	2.3388303254253415e-05	2.3566518843310906e-05	5.842863293545373e-07	0.0032201622696696815	0.003259591681889	0.001573567759177484
EX_gly_e_r	8366240023.0	1.0	8366240023.0	0.0	0.12113245103264533	0.12032284645653216	0.07366606369031944	0.035529396290399216	0.036821121947176544	0.014142816369899175
EX_phe__L_e_r	10000000000.0	1.0	10000000000.0	0.0	5.2768141962249756e-05	5.3500780357516344e-05	7.1079052773976e-06	5.5627604939352845e-06	5.553548320811255e-06	1.5415282490245176e-06
EX_ser__L_e_r	9499520339.0	1.0	9499520339.0	0.0	0.12333789457538738	0.11043073705840745	0.08243923842186676	0.012241436016468906	0.0097185363050348	0.009967822582085572
EX_ala__L_e_f	1097606076.0	0.0	1097606076.0	1.0	0.17599332938582118	0.12627477240266033	0.16551591309473995	1.1238799841527656	0.8676652193702725	0.9761426583760235
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.010639551824516648	0.01074819046179645	0.0010355684409983552
EX_fol_e_r	44781953.0	0.0	44781953.0	1.0	0.0002647467987714167	0.00027676621337575	8.24552118484668e-05	0.001398257132778442	0.00145038922158935	0.00042197923289861744
EX_urea_e	7434730785.0	1.0	7434730785.0	0.0	0.06433309870261163	0.05761595947474965	0.04555578243295427	0.027879253287098463	0.02577517117275665	0.01826768058347432
EX_pyr_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007916326004456556	0.0080567049232033	0.0024622524179465865
PYRt2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007916326004456607	0.0080567049232034	0.002462252417946588
EX_gudac_e	8715601520.0	1.0	8715601520.0	0.0	0.08565451180842569	0.08596799912594341	0.048134904578605565	0.02441095827428505	0.02124772183604305	0.01742232399432635
EX_hdca_e_f	6397000255.0	1.0	6397000255.0	0.0	0.3511772530874172	0.33397101273694624	0.10675583143723608	0.3053976711503451	0.2372989889650451	0.260410312484437
EX_ptrcIN_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0003031336502474199	0.0003120398454055	0.00010332336346229683
EX_ptrcOUT_e	9361176003.0	1.0	9361176003.0	0.0	0.09756647033110477	0.09426513308346796	0.0524476546955695	0.019065429461186556	0.01600819238654995	0.014358236186116322
EX_biomassx	10000000000.0	1.0	10000000000.0	0.0	0.00015284674739823666	0.00015401141280369998	3.818415933958463e-06	1.52461827750025e-05	1.5598764656115795e-05	3.411371250365798e-06
EX_gthox_e	111282358.0	0.0	111282358.0	1.0	0.020273048754073264	0.0188310833382751	0.011406124689755213	0.6097695845800526	0.5322349347341149	0.4390357361415941
