	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	5.088668894197155	5.27498729744365	1.0794429559854535	0.07194499595740918	0.07431158549906465	0.008523158695708893
EX_glc__D_e_r	9999611514.0	1.0	9999611514.0	0.0	3.003851572192993	3.114099243482975	0.6374556852468853	0.10266818571879112	0.10449486872452775	0.01358419094318164
EX_gluIN__L_e	9581869334.0	1.0	9581869334.0	0.0	0.02127641787040594	0.021145012893216998	0.01069499900632105	0.0028953859653412543	0.0023587504304906	0.0022539491346701313
EX_gluOUT__L_e	9998143196.0	1.0	9998143196.0	0.0	0.040251258700464525	0.0413095566728317	0.008062458671229518	0.011194836632054837	0.0114491761644773	0.0014735127638108127
EX_gln__L_e_r	9996186468.0	1.0	9996186468.0	0.0	0.661870711827713	0.6849816349212647	0.14104811123830516	0.2050645686088219	0.2116389353291411	0.024557867106891573
EX_asp__L_e	3674548733.0	0.0	3674548733.0	1.0	0.022590589329401646	0.022473482220742552	0.013238419788274064	0.028742375965964774	0.02916346488274665	0.012154461260915461
DM_asp__L_e	6782534931.0	1.0	6782534931.0	0.0	2.541259145390829	1.785939836161479	2.366204196370596	1.1877821619531603	0.93067592558196	1.0091114786234354
EX_co2_e	8664891921.0	1.0	8664891921.0	0.0	138.0549310459039	136.0774100803893	18.419906436135868	105.4152203303206	102.13997260355411	22.54959720141592
EX_h_e_f	5796302851.0	1.0	5796302851.0	0.0	290.32390130659707	327.6133950653091	135.04467548191306	283.0261738799668	296.6038064167893	80.95375653332782
EX_h2o_e_f	5776935786.0	1.0	5776935786.0	0.0	128.31211912457817	131.03167844402552	35.47641297342021	117.03470600737448	121.87453854107045	39.12884010464916
EX_ump_e_r	9563254251.0	1.0	9563254251.0	0.0	1.0760786668266578e-05	1.0309004173115144e-05	6.508565225883925e-06	8.934867722542216e-07	8.891366898733385e-07	3.470397273347303e-07
EX_pi_e_r	9998487045.0	1.0	9998487045.0	0.0	0.00020769270972581787	0.00021156209538545002	1.9440488749480913e-05	1.2917265380252782e-05	1.2935075097743676e-05	2.6802580873806533e-06
EX_nh4_e	7239239798.0	1.0	7239239798.0	0.0	97.25160842994727	93.58494295927126	21.270989282415332	76.08205871939343	70.87991139100338	32.295091731679825
EX_o2_e_r	9990673462.0	1.0	9990673462.0	0.0	103.18476935803037	102.56317485115	11.777848754810295	62.64428236188085	62.570536907419154	6.12070073191364
EX_arg__L_e_r	7797352887.0	1.0	7797352887.0	0.0	0.09580909636753893	0.09969274996304539	0.0193114113279853	0.07876204124659039	0.08181842697997554	0.012038597626448612
