	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8251820393.0	1.0	8251820393.0	0.0	4.5391298559766815	4.638763745728364	0.3823788538084822	3.678359368065884	3.6843616416818303	0.7829239248359777
EX_glc__D_e_r	7638924221.0	1.0	7638924221.0	0.0	2.6794147726946673	2.736523831060426	0.22646566505367355	2.264543896983228	2.2677303930514627	0.4807421993662736
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	576313473.0	0.0	576313473.0	1.0	0.07481029989238985	0.0764392360694365	0.0062742863799719	0.15113129068485637	0.1588337045703167	0.042325083380010994
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	1.1806476345010524	1.2062820338958624	0.09913506929091824	0.3366689159314136	0.33610914273166337	0.07182715932236997
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	3226783620.0	0.0	3226783620.0	1.0	0.29510701829050834	0.22059294047959876	0.2777241793148263	0.545961257910515	0.4230367737273541	0.45345874377044537
EX_co2_e	33369.0	0.0	33369.0	1.0	35.14639340380092	35.3194799451473	2.417203909534654	65.04960739488747	64.33269250703214	8.350040641221412
EX_h_e_f	2719310952.0	0.0	2719310952.0	1.0	190.58572190216861	176.54055911426792	122.18808308549036	297.46399964771973	338.48752439190355	128.57813997030433
EX_h2o_e_f	3487612748.0	0.0	3487612748.0	1.0	85.02819963981577	80.399279799287	47.1131635504865	108.70008407901162	115.5756965990672	43.67804676983241
EX_ump_e_r	7164308646.0	1.0	7164308646.0	0.0	1.70622802786799e-05	1.5941464753562212e-05	1.0319691353512927e-05	9.69515593638441e-06	9.685002006622315e-06	5.228986815891834e-06
EX_pi_e_r	9823683047.0	1.0	9823683047.0	0.0	0.00039306332655248896	0.0004070773037625	7.415849600571483e-05	0.00019723053303447635	0.0002031900004838	2.5766015974705493e-05
EX_nh4_e	2511120.0	0.0	2511120.0	1.0	13.147512055445468	12.994421977426786	2.672983567130972	37.31048132412221	34.62465123088374	11.279644247868038
EX_o2_e_r	0.0	0.0	0.0	1.0	19.599185172132504	19.629229750520523	1.3518706103854485	50.976087342639055	51.29129195512549	6.562170746997183
EX_arg__L_e_r	9780530239.0	1.0	9780530239.0	0.0	0.20279736670908438	0.21388958755792098	0.04997798406924128	0.07667248243543913	0.0778662951556585	0.004904504580795883
