	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_lac__L_e	5730005111.0	1.0	5730005111.0	0.0	4.962453720750023	5.071919975224684	1.0642353529139181	4.849040869691317	4.894407199464072	0.20446512656312715
EX_glc__D_e_r	6216110416.0	1.0	6216110416.0	0.0	2.9291118019105515	2.9932792182048966	0.6283646389203602	2.7716085881134513	2.7974778329574557	0.11684238624051443
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.018429743404184445	0.0179990178846201	0.010165635923538332	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.03934191301915234	0.0402240852182717	0.009434847945230872	0.13240445274774854	0.1327271090909769	0.00980225639786709
EX_gln__L_e_r	4317396589.0	0.0	4317396589.0	1.0	0.6435529025778283	0.6570302140832216	0.13763713066089447	0.6812584211813063	0.684083531472373	0.0378890275555196
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.021854988670474827	0.02064377469133375	0.011933490704352569	0.0	0.0	0.0
DM_asp__L_e	9716148604.0	1.0	9716148604.0	0.0	2.319644295752235	1.8563862974672602	1.8466529389427269	0.08799274103214484	0.0604029090310608	0.0884971775255376
EX_co2_e	9999999589.0	1.0	9999999589.0	0.0	136.4250744086765	134.51994823649108	16.55926074018784	28.6936738766798	28.48135608799488	8.6974877163257
EX_h_e_f	8103040815.0	1.0	8103040815.0	0.0	336.5348012719535	365.9750898759693	97.89111826296306	205.70040376203718	202.32509450491887	112.32342365582076
EX_h2o_e_f	4753753975.0	2.0729839775903575e-81	4753753975.0	1.0	88.26602308687102	89.8099911496883	42.914246827455784	92.13449134539742	92.49900554149994	40.58251383831706
EX_ump_e_r	6768560444.0	1.0	6768560444.0	0.0	1.1689646142880812e-05	1.1552420058605567e-05	6.274762349214915e-06	7.969525793220796e-06	8.147721194865551e-06	3.1148161703412016e-06
EX_pi_e_r	9988860302.0	1.0	9988860302.0	0.0	0.00020549590257526012	0.0002091822850798	1.8247896337332156e-05	0.00013446335958002044	0.00013465366890815	4.810766860925424e-06
EX_nh4_e	9994459503.0	1.0	9994459503.0	0.0	94.72867596063504	90.82157605784727	19.863178086249476	35.074234965713906	34.85162563944773	11.280802557924398
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	103.4811094035045	103.46667819690165	11.531417761009532	2.159829837415031	2.084834313734803	0.5109483314884482
EX_arg__L_e_r	93461103.0	0.0	93461103.0	1.0	0.09614605650193393	0.10111361955091086	0.02066692079605363	0.19028622214078827	0.19745691876193944	0.030692539929155906
