	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	6495137912.0	1.0	6495137912.0	0.0	4.999557154080878	5.103101946685164	1.0911389119432726	4.554994056096778	4.639876453587929	0.35936448635925144
EX_glc__D_e_r	6457299091.0	1.0	6457299091.0	0.0	2.9510701167547255	3.012555274635888	0.644047253949202	2.6968728609847696	2.7461325681909425	0.21618876512696786
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.019178577577382453	0.01893085153801105	0.010484396877686555	0.0	0.0	0.0
EX_gluOUT__L_e	4833621.0	0.0	4833621.0	1.0	0.04031223697181093	0.0408147885889002	0.009174978355221916	0.07500042914746123	0.07638215216086791	0.005926812893744073
EX_gln__L_e_r	4304966.0	0.0	4304966.0	1.0	0.6497323133038271	0.6632989771716887	0.14248652439796522	1.1834660918542912	1.2052677411221455	0.09357213280864168
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02305600401426601	0.02223590507343345	0.014047985936163028	0.0	0.0	0.0
DM_asp__L_e	9160621996.0	1.0	9160621996.0	0.0	2.5462532707116132	2.0588927326749484	2.0048308545719626	0.29513196079415016	0.2218217467993295	0.2566427575890814
EX_co2_e	9999976305.0	1.0	9999976305.0	0.0	138.65509754604412	137.43793696541235	18.250709179278015	35.14487147429716	35.25682322612025	2.409678945267788
EX_h_e_f	8027285949.0	1.0	8027285949.0	0.0	331.7224958044773	339.3960776089956	71.89948595912342	198.99535844173707	182.3759736304436	123.02074942388656
EX_h2o_e_f	4193957801.0	0.0	4193957801.0	1.0	89.58796593244175	95.60423885157414	42.42827923141346	103.73492316389829	105.30977432213942	51.69656541295803
EX_ump_e_r	2969460646.0	0.0	2969460646.0	1.0	1.0298607958411823e-05	1.0343490879255552e-05	6.124826001019719e-06	1.817062566468736e-05	1.635421634002216e-05	1.1318245049092008e-05
EX_pi_e_r	64059926.0	0.0	64059926.0	1.0	0.00020682599754769378	0.00021046946528450002	1.9637057405457492e-05	0.0004052857664498891	0.0004163400525162	6.3023710234213e-05
EX_nh4_e	9999998675.0	1.0	9999998675.0	0.0	97.00728366735733	92.11900983369114	22.95415098753485	13.383857337450829	13.086360079299583	2.622653885548027
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	103.71066289339868	104.09306177408182	12.102838616552521	19.520558848987104	19.60102904845522	1.3625395755720142
EX_arg__L_e_r	722181424.0	0.0	722181424.0	1.0	0.08800321163817394	0.09147593056097164	0.024532030918403308	0.17477405321334444	0.17373603932518278	0.05276147001642917
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.025590858530922e-05	4.987219235739492e-05	2.1507210754220715e-05	0.0	0.0	0.0
EX_leu__L_e_r	37351377.0	0.0	37351377.0	1.0	0.00014318623726323782	0.00014518707962785	1.410646360632064e-05	0.000282662587520371	0.00028931919722820004	4.440976277257725e-05
EX_ile__L_e_r	45930260.0	0.0	45930260.0	1.0	6.601715997017433e-05	6.746027067400568e-05	5.852627445557958e-06	0.00012975295218202963	0.00013354557336170002	1.9705238743293105e-05
EX_met__L_e_r	786146117.0	0.0	786146117.0	1.0	0.002816660569394451	0.00289748061814835	0.0011946638181796318	0.016997768171532885	0.01719894931888035	0.00963092757926276
EX_gly_e_r	4711356411.0	5.026430845577604e-111	4711356411.0	1.0	0.10665032238451211	0.09659186445780765	0.0691492730521866	0.1116122895937308	0.10697902395850176	0.06155427582008125
EX_phe__L_e_r	649967637.0	0.0	649967637.0	1.0	9.825749270224859e-05	0.0001003170794378	8.65884253386088e-06	0.00015062869145650727	0.00015126483880370002	3.3291208869840305e-05
EX_ser__L_e_r	3739256592.0	0.0	3739256592.0	1.0	0.1071544387956978	0.10469311988915166	0.05610989960795385	0.13485576848451958	0.13500376028683436	0.06425387306238321
EX_ala__L_e_f	9073475130.0	1.0	9073475130.0	0.0	2.5251991672571052	1.9429248738524338	2.1928247115205215	0.31752913420669776	0.22597818068922446	0.30498183264877216
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03255503640331126	0.0325424196171646	0.006878505827857067	0.0	0.0	0.0
EX_fol_e_r	6037491105.0	1.0	6037491105.0	0.0	0.00017579952811459562	0.00018672740287965	5.1789984752493045e-05	0.00016152090058388512	0.0001659462422805	4.3993766743970416e-05
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.060213966485284855	0.050307329885636	0.047295274680869616
