	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07083864597394354	0.07265717173132745	0.008382697182930351	4.506310377775105	4.614950832424851	0.41862645345913974
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10273070201069297	0.10419303798290085	0.013293771082288037	2.661461111034455	2.724597209431995	0.247656117810931
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.0029159891244499984	0.00253288059238285	0.0021382351311480694	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.010944278685463557	0.01109098664368845	0.001486846595990575	0.07423712081334054	0.07604198439969345	0.0069234094360737354
EX_gln__L_e_r	0.0	0.0	0.0	1.0	0.20206691422606218	0.20718951529890625	0.024153166686304777	1.1704676068143434	1.1987172518941747	0.10861108837672617
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.029660983505379948	0.030774814308689002	0.011036534280205889	0.0	0.0	0.0
DM_asp__L_e	8372186359.0	1.0	8372186359.0	0.0	1.1928458472717518	0.8966668513966998	1.0780761142471549	0.2574234898729381	0.18650488544537905	0.24043623624855365
EX_co2_e	9999949043.0	1.0	9999949043.0	0.0	104.40152194877007	101.32355019598002	22.485260295025558	35.3869953864616	35.495223652049205	2.3235924393237606
EX_h_e_f	6951191105.0	1.0	6951191105.0	0.0	266.6973888686243	275.78187033618974	83.43684743513431	197.59228367754957	191.0367261780758	107.17672811669014
EX_h2o_e_f	6177154091.0	1.0	6177154091.0	0.0	110.49163011998198	116.3949327061903	42.91834742945554	89.93202859845155	89.38093112607785	51.68336473167606
EX_ump_e_r	133348070.0	0.0	133348070.0	1.0	8.992405411254674e-07	8.885406120069075e-07	3.93296561297775e-07	1.844810706927656e-05	1.7708412169899082e-05	1.0361162780435423e-05
