	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8477025708.0	1.0	8477025708.0	0.0	4.488078834349971	4.580891688330041	0.4138599320658929	3.470233323967419	3.450059359168918	0.8379270452215076
EX_glc__D_e_r	7930890417.0	1.0	7930890417.0	0.0	2.6419069724056654	2.695769752305828	0.2473941066064401	2.1360808510490252	2.1234960338902686	0.5150383532027916
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	464918227.0	0.0	464918227.0	1.0	0.07397281568229735	0.0754603871218536	0.006782784304602289	0.1386801105144256	0.14030831658000614	0.03714419360452786
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	1.16457439079767	1.1883552778523718	0.1067379719039272	0.3182883121614003	0.31768208853634117	0.07748445494485129
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	3620577974.0	0.0	3620577974.0	1.0	0.308634546217264	0.22853325215747625	0.2839954231282197	0.4906729948278184	0.38328468486157435	0.397264675654939
EX_co2_e	57091.0	0.0	57091.0	1.0	35.413901489958896	35.53847617725103	2.263149348090626	64.81266791298742	64.38152848156227	7.316097053347808
EX_h_e_f	3687277029.0	0.0	3687277029.0	1.0	193.97842704733443	185.61004883528176	108.63265522710154	243.68980781500318	260.0326606382604	107.67641349565308
EX_h2o_e_f	3533421804.0	0.0	3533421804.0	1.0	88.15188185730864	83.24337386537113	55.466144291873604	115.9487218223571	118.10503241522022	49.54024111452506
EX_ump_e_r	7743885386.0	1.0	7743885386.0	0.0	2.477964660021183e-05	2.6420680629424465e-05	1.3481734489699669e-05	1.1968763143920449e-05	1.2099451026625638e-05	5.200048134508866e-06
EX_pi_e_r	9974483424.0	1.0	9974483424.0	0.0	0.00039305892804361895	0.00040190370031475	6.193213729957158e-05	0.00019378465276314357	0.00019966719317835	2.569270202459801e-05
EX_nh4_e	1699811.0	0.0	1699811.0	1.0	13.641185136531833	13.324196948691968	2.393891245341149	35.59143731456705	33.27822562555858	9.220615796833881
EX_o2_e_r	0.0	0.0	0.0	1.0	19.571462726617572	19.648719263474224	1.3604074544869287	52.44472922715557	52.682993170737014	6.330892802898371
EX_arg__L_e_r	9770462374.0	1.0	9770462374.0	0.0	0.2018438174049918	0.2109078072193294	0.04827543514257581	0.07629748597266614	0.07738394913040225	0.0050676572298284355
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	9967726511.0	1.0	9967726511.0	0.0	0.000278511832553432	0.0002851852143044	4.603798810579353e-05	0.00013602539664032368	0.00013968028259525	1.8347391062825117e-05
EX_ile__L_e_r	9977381063.0	1.0	9977381063.0	0.0	0.00012791159836047892	0.00013149010269289998	2.0247360088948166e-05	6.300688987978089e-05	6.502271123247942e-05	7.970517597726517e-06
EX_met__L_e_r	9623099427.0	1.0	9623099427.0	0.0	0.01647245343698702	0.016287613604082152	0.009305908504238724	0.0015206648139378	0.0015436592989065499	0.0008033915204896174
EX_gly_e_r	8500230076.0	1.0	8500230076.0	0.0	0.1163185694951916	0.1185523292569028	0.06629051639307743	0.03557261671446138	0.02995908566920305	0.025275222693747615
EX_phe__L_e_r	9917857911.0	1.0	9917857911.0	0.0	0.00015475922257458057	0.0001565974295985	3.078414679573491e-05	7.421252894573602e-05	7.35267939937599e-05	1.5201134965707898e-05
EX_ser__L_e_r	9062858245.0	1.0	9062858245.0	0.0	0.13829578371079673	0.14695452342747228	0.06603319309079388	0.034830414273628756	0.02802522099713535	0.026582049638405474
EX_ala__L_e_f	3584171468.0	0.0	3584171468.0	1.0	0.33479823504680273	0.24009891696474034	0.3161675387489038	0.5932243754146032	0.4263339288654034	0.5611700893714929
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	2744723.0	0.0	2744723.0	1.0	0.00016103354724519644	0.0001686732949839	4.7025843248816596e-05	0.000939924099973997	0.00098889892512135	0.0002390480011142177
EX_urea_e	7654994452.0	1.0	7654994452.0	0.0	0.06079108803222334	0.0533511884086324	0.04333918956112971	0.02419754885972339	0.02039915657429895	0.018430313117037786
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	7879132842.0	1.0	7879132842.0	0.0	0.06655824742483125	0.05681213561478125	0.04931447463357369	0.02202034009767356	0.0192039950510923	0.01611461013373199
EX_hdca_e_f	10000000000.0	1.0	10000000000.0	0.0	1.980928979905031	1.9799395449819828	0.14965341133437654	0.12544480406269914	0.09238489819566385	0.1142174720877552
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	9925522810.0	1.0	9925522810.0	0.0	0.16809151117676469	0.1762327221986032	0.0528794417552824	0.014665832890799896	0.01187468434088575	0.01171200016352252
EX_biomassx	9977381063.0	1.0	9977381063.0	0.0	0.0004471214087084984	0.00045963025011685	7.077566289249663e-05	0.00022024374429270018	0.00022729014895400001	2.7861344101002673e-05
EX_gthox_e	3858024793.0	0.0	3858024793.0	1.0	0.3273661109096134	0.32885985581351806	0.13919178478519129	0.4878421032430931	0.4265258552673853	0.34228397157965534
EX_2obut_e	9819673526.0	1.0	9819673526.0	0.0	0.25946426580199616	0.24152558724866763	0.14712533820570275	0.024082118700754968	0.0263544172071934	0.008051691110479788
EX_crn_e	0.0	0.0	0.0	1.0	-3.1055573124723543e-16	-1.626013224937877e-16	3.3426739510410926e-16	3.0266077434433805	3.2384433158414305	1.4925000238731525
EX_val__L_e_r	9275269027.0	1.0	9275269027.0	0.0	0.2253271992134442	0.23594250008579035	0.0648920110945454	0.11157189052777229	0.11413324428553565	0.027254769763539646
EX_spmd_e	1546296423.0	0.0	1546296423.0	1.0	0.002796213710176464	0.0026522021495883497	0.0018016742863710378	0.013208992513523279	0.0102751444788832	0.011551390437539413
EX_sprm_e	200776637.0	0.0	200776637.0	1.0	0.0020981585043573186	0.00202365978111865	0.0012032076349982094	0.028987337886882302	0.0279633058746174	0.01568039127842077
EX_5mthf_e	2744723.0	0.0	2744723.0	1.0	0.00016103357218357853	0.0001686732220591	4.7025837844152216e-05	0.000939924099790055	0.00098889892494135	0.00023904800112467908
EX_tmlys_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0266077434434475	3.2384433158413657	1.4925000238731596
EX_thbpt_e_r	8132952517.0	1.0	8132952517.0	0.0	3.874641914264774e-05	3.953853362200432e-05	1.991856649544359e-05	1.7066765589075258e-05	1.5658256729008656e-05	1.1229375999951527e-05
EX_CE2705_e	8132952517.0	1.0	8132952517.0	0.0	3.874641914264774e-05	3.953853362200432e-05	1.991856649544359e-05	1.7066765589075258e-05	1.5658256729008656e-05	1.1229375999951527e-05
EX_crtn_e	8379727873.0	1.0	8379727873.0	0.0	0.07433384911047373	0.0672831520704727	0.041044022133500974	0.030000472248800664	0.027306426700012897	0.019149513664288534
EX_his__L_e_r	8220030951.0	1.0	8220030951.0	0.0	0.14349443070179954	0.15686181118018871	0.04650470905256187	0.07756188475119831	0.06733088035238305	0.050700770480219884
EX_lys__L_e_r	2865853357.0	0.0	2865853357.0	1.0	0.004204020540561463	0.0045178877386363	0.002085093094976369	0.007462651842461566	0.00793950937770815	0.004281218272433827
EX_carn_e_r	132349077.0	0.0	132349077.0	1.0	4.963495063441724	4.932118794394704	1.231820173171395	8.153559734009525	8.177921912117142	0.5847745524087924
EX_csn_e_r	1807726528.0	0.0	1807726528.0	1.0	1.3154527184295475	1.0128825794315077	1.1425158812442304	5.228947299516816	4.02092336719074	4.492214689318926
EX_cys__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_cyan_e_r	9109918216.0	1.0	9109918216.0	0.0	0.22979530039840246	0.2339793928413358	0.06311895461225388	0.1062363489293808	0.09543824163088266	0.06052681580312109
EX_tcyntc	7578670124.0	1.0	7578670124.0	0.0	0.09647341607774866	0.08286576855051675	0.07153771534357424	0.038916757505290424	0.029294284442657748	0.03650816905076431
EX_tcynt_e	7265689674.0	1.0	7265689674.0	0.0	0.13332188432064926	0.1225679745668973	0.08700499844907016	0.06731959142408873	0.0522386281648893	0.05699686450167035
EX_so3_e	1124723228.0	0.0	1124723228.0	1.0	0.0647760249479752	0.06486655847779445	0.0265528966889947	0.1603033457774878	0.15938874618003634	0.07173727865936241
