	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07230849968404472	0.07386774911408656	0.007129262349470085	3.7498449992281677	3.7650442286734633	0.7817650683902049
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10310752898547904	0.10449694994968975	0.012667670728502046	2.30788158877275	2.3157246849560167	0.480697755706221
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.003208889573111787	0.0027762722601669503	0.0023257360305387192	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.011242475896276194	0.0113649094993209	0.0012342993457784685	0.15190063192955416	0.1534297860322113	0.03316923573135912
EX_gln__L_e_r	260310668.0	0.0	260310668.0	1.0	0.20575101460061032	0.2097812972932194	0.02062552109280859	0.3433895867662294	0.34402009863460103	0.07050461033331261
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.029768632148781168	0.03117442581858325	0.01245126682997947	0.0	0.0	0.0
DM_asp__L_e	7060724702.0	1.0	7060724702.0	0.0	1.0831407565877222	0.8648372531576679	0.9038676114674138	0.5022547339259077	0.3983115243015465	0.4159299871217818
EX_co2_e	9790359908.0	1.0	9790359908.0	0.0	106.66415586501101	103.55974708331904	23.858949967536812	64.30134024037572	63.5082550399578	8.167231632172328
EX_h_e_f	3117570564.0	0.0	3117570564.0	1.0	265.22791459621067	276.3978452570732	83.21057100033582	322.9605981695733	330.59012341250855	89.62318176506876
EX_h2o_e_f	3997403965.0	0.0	3997403965.0	1.0	111.87439522424661	113.65971415427923	39.62213217769034	125.40019230847123	128.6099558013276	43.84887657791711
EX_ump_e_r	196327198.0	0.0	196327198.0	1.0	8.155400004913579e-07	7.934496931475593e-07	3.781079800887867e-07	1.1496772494998624e-05	1.1595417922737022e-05	5.778486095811612e-06
EX_pi_e_r	0.0	0.0	0.0	1.0	1.3709477024157512e-05	1.4067730758748922e-05	3.0038157753845687e-06	0.000193732059656366	0.00019822484849480002	2.4088860221521674e-05
EX_nh4_e	9112718497.0	1.0	9112718497.0	0.0	79.35219950642238	73.70548530909102	34.16253431850926	36.87500508544915	33.97366067477118	11.035379855934176
EX_o2_e_r	8815659262.0	1.0	8815659262.0	0.0	61.26494346683032	61.39981618763354	6.229646505509174	50.60902162054183	50.91451385952361	6.655180052871922
EX_arg__L_e_r	6077194648.0	1.0	6077194648.0	0.0	0.07923693295697681	0.08220049245106885	0.011597630413747763	0.0785186461504394	0.07945523500788304	0.0037420762460859606
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.128505058945342e-06	5.287263797827085e-06	1.4408787107285994e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.794299649158303e-06	9.04765957675055e-06	1.8867293964169657e-06	0.00013658704194976872	0.000139413663494	1.7340762612948468e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.419726108723821e-06	4.545589449906242e-06	9.654120776951985e-07	6.298300849946794e-05	6.457244819323733e-05	7.406534592560463e-06
EX_met__L_e_r	7477326196.0	1.0	7477326196.0	0.0	0.003178885611984608	0.0031131777780595	0.0016703281308628282	0.0017656046000970051	0.00189388132853195	0.0008203260683029467
EX_gly_e_r	3080001016.0	0.0	3080001016.0	1.0	0.03253809322170213	0.032835390640467546	0.015042956717422949	0.04624973018146897	0.047038243747727346	0.02142867262432477
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.568109244513824e-06	5.5858012406329015e-06	1.5159848220366579e-06	7.216697408000172e-05	7.092496219697834e-05	1.2709755382761443e-05
EX_ser__L_e_r	3029374843.0	0.0	3029374843.0	1.0	0.013647003943219875	0.010709809529387201	0.011568559398991415	0.025502149840966593	0.0228490154739298	0.017840914400603775
EX_ala__L_e_f	7298046758.0	1.0	7298046758.0	0.0	1.2734906973327198	0.9988113134478291	1.0796315265646044	0.547137711324803	0.3940888745805574	0.5122106778250562
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.010549896726294422	0.0106616137661099	0.0011671769469139067	0.0	0.0	0.0
EX_fol_e_r	8328857225.0	1.0	8328857225.0	0.0	0.0013948184205558544	0.0014531160136467	0.00042284983033433996	0.0008988417588616251	0.00095232892578895	0.00026819662056028887
EX_urea_e	6019961024.0	1.0	6019961024.0	0.0	0.030161610378774545	0.0288198931660767	0.018199435287280394	0.02382817662825623	0.02065505443700175	0.017031711196965244
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.0084534980765736	0.00863599547234635	0.002352342067171533	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.008453498076573633	0.00863599547234635	0.0023523420671715247	0.0	0.0	0.0
EX_gudac_e	5089107742.0	0.9999999999974405	5089107742.0	2.5594658196032893e-12	0.02375480997605775	0.02028881642600775	0.018086899602730657	0.02259625293771976	0.02008442419271985	0.016215149315405845
EX_hdca_e_f	7229084572.0	1.0	7229084572.0	0.0	0.3290533368653041	0.26113005219243396	0.2719950567100788	0.14279340937953358	0.10716978136514105	0.1278296786139059
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.00031763063834632833	0.00031919163316505	9.30579909241262e-05	0.0	0.0	0.0
EX_ptrcOUT_e	5848561814.0	1.0	5848561814.0	0.0	0.019030672418813323	0.01622330834528305	0.014323294824446019	0.014895777607265195	0.01165464615604885	0.0124207848159764
EX_biomassx	0.0	0.0	0.0	1.0	1.5449374327015406e-05	1.588933595000776e-05	3.3746463471334737e-06	0.0002201602657298291	0.00022571623191305	2.5889913214439855e-05
EX_gthox_e	5784145967.0	1.0	5784145967.0	0.0	0.5717956921555609	0.485175435362727	0.4176499220687473	0.44557467215445634	0.3791354637074942	0.3131198585732032
EX_2obut_e	9635812586.0	1.0	9635812586.0	0.0	0.04920349909016203	0.0501087901945374	0.010189844859672625	0.02645466650349031	0.0280599837572468	0.0064467062200010295
EX_crn_e	1132341334.0	0.0	1132341334.0	1.0	0.8956218407912944	0.9578234902442916	0.24674012662629716	2.922036862824865	3.0174916131999163	1.4868295814352865
EX_val__L_e_r	1569675668.0	0.0	1569675668.0	1.0	0.07118620021837978	0.0740947917809341	0.020913655277622123	0.10752899299288626	0.11028041205656891	0.028139687143009205
EX_spmd_e	5858074498.0	1.0	5858074498.0	0.0	0.01640567134664789	0.013343303517472298	0.011965954161964717	0.013268377838830787	0.0101506908090303	0.011375019561502712
EX_sprm_e	2090254205.0	0.0	2090254205.0	1.0	0.015529637790577488	0.013708981908622301	0.010771611787837535	0.032106171546397826	0.031987781818028055	0.016568947584852785
EX_5mthf_e	8328857258.0	1.0	8328857258.0	0.0	0.001394818425369566	0.0014531160114337502	0.00042284982918131903	0.0008988417587627495	0.00095232892564925	0.00026819662055813445
