	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	7675951558.0	1.0	7675951558.0	0.0	4.84836874475514	4.89105945295976	0.19778397117701524	4.529224258140101	4.643942615938471	0.4097367011324016
EX_glc__D_e_r	5967565383.0	1.0	5967565383.0	0.0	2.77137994215737	2.795774822234247	0.11304767629282428	2.67227392377106	2.735015222213696	0.24141726134789118
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	9998639666.0	1.0	9998639666.0	0.0	0.13049152284761986	0.1305850536879328	0.009696932144747138	0.07466377476139922	0.0765014417217567	0.006743796801728651
EX_gln__L_e_r	6135336.0	0.0	6135336.0	1.0	0.678637394522224	0.680514893550102	0.03784890045595969	1.1758095267253785	1.2052156586125862	0.10651601047859298
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	2246313681.0	0.0	2246313681.0	1.0	0.09478555550583244	0.0669209275998193	0.09270516624335375	0.2997661441174734	0.2203830748873049	0.2698464044498872
EX_co2_e	4081185811.0	0.0	4081185811.0	1.0	32.63029994604018	33.721500529586585	9.836398195279434	35.94425028643677	35.92464434283703	2.1026358403705725
EX_h_e_f	4232036399.0	0.0	4232036399.0	1.0	185.0577695232751	176.28536105697899	111.93429893252598	215.35582102165847	222.68585091641734	114.00899183581039
EX_h2o_e_f	6672150571.0	1.0	6672150571.0	0.0	120.11932168111119	123.6935742027694	43.96839219186794	89.99455893059029	88.45046996370098	52.016057198385575
EX_ump_e_r	1034395631.0	0.0	1034395631.0	1.0	6.414756394105502e-06	6.442699884940333e-06	3.440843163784861e-06	2.241039235242488e-05	2.2795127416095843e-05	1.141698710020545e-05
EX_pi_e_r	607367.0	0.0	607367.0	1.0	0.00013598835843176704	0.000136192413492	5.182728968715048e-06	0.0003990706459977493	0.00040809702108505	6.298098692273037e-05
EX_nh4_e	9759395005.0	1.0	9759395005.0	0.0	40.12451911381974	41.785388131692066	12.766398544347805	14.016295760894298	13.62301833996928	2.5122609443261013
EX_o2_e_r	0.0	0.0	0.0	1.0	2.2893972628967765	2.1908746598638014	0.5821093331649824	19.8317579167699	19.881939052481506	1.3404442681317754
EX_arg__L_e_r	4675210540.0	5.773204347080293e-140	4675210540.0	1.0	0.1861320514936005	0.19085847195914907	0.031772617711550634	0.18448178231921636	0.19675097254011636	0.059665481322980635
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	589400.0	0.0	589400.0	1.0	9.349540014045426e-05	9.366072921234591e-05	5.463266734646782e-06	0.0002808646641283843	0.00028606622053395	4.390670421051536e-05
EX_ile__L_e_r	178847.0	0.0	178847.0	1.0	4.367516391772199e-05	4.401181106749041e-05	1.155770450836015e-06	0.00012909589569289737	0.00013208688395345	1.957180584027834e-05
EX_met__L_e_r	0.0	0.0	0.0	1.0	2.336106335464904e-05	2.3541129690104336e-05	6.182009031548509e-07	0.014763946218927342	0.013827222488483601	0.00966789086624786
EX_gly_e_r	4765186614.0	3.1817024755860253e-74	4765186614.0	1.0	0.11253541326177469	0.10130696909031905	0.07667664472931533	0.11434157606222362	0.11079435291992855	0.0603593654668113
EX_phe__L_e_r	1940823.0	0.0	1940823.0	1.0	5.213995008971769e-05	5.249290958491371e-05	7.232353632777844e-06	0.00015845359286300437	0.00016205598264545001	3.009014792929451e-05
EX_ser__L_e_r	4784334590.0	5.993250091621172e-63	4784334590.0	1.0	0.12588355713059887	0.1063569168530846	0.0924155080857084	0.12357995214272523	0.1233727281996935	0.0698092028629496
EX_ala__L_e_f	3442826115.0	0.0	3442826115.0	1.0	0.17329713895463647	0.12498552060058796	0.16311075632429367	0.3299238423411573	0.2351437392393638	0.3284543719197529
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	8738403866.0	1.0	8738403866.0	0.0	0.00027416299797612784	0.00029126571485765	7.919828158684779e-05	0.00016011443147315543	0.00016738778544449998	4.709027136266402e-05
EX_urea_e	5140788339.0	1.0	5140788339.0	5.431290448105023e-28	0.05819643402305103	0.05106718271216375	0.04287361439983209	0.058985914992078635	0.0464957844499719	0.04982304505430506
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	6085671607.0	1.0	6085671607.0	0.0	0.08225626148972813	0.0786662638575304	0.04958469821626818	0.06569345643974964	0.05240762422405975	0.052560525647619157
EX_hdca_e_f	20.0	0.0	20.0	1.0	0.35712636654415786	0.3401735299405815	0.10686497802375623	1.9898746089737498	1.9871964190684066	0.16106724537951392
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	2451168262.0	0.0	2451168262.0	1.0	0.09547157166050024	0.09331701527613681	0.05583644521153779	0.15376910793749354	0.16243852680961496	0.06135846064054778
EX_biomassx	178847.0	0.0	178847.0	1.0	0.00015266872642324345	0.00015384549342304998	4.0400535897060364e-06	0.0004512611794437986	0.00046171632895025	6.841422912733245e-05
EX_gthox_e	58848056.0	0.0	58848056.0	1.0	0.02087499845891686	0.01917600510161295	0.011505410315600284	0.32486161629355886	0.3294215064133857	0.14773326741035656
EX_2obut_e	9053079974.0	1.0	9053079974.0	0.0	0.5325919475633238	0.553343206530404	0.16148857388424515	0.24471020857647893	0.2355210546652377	0.13290396397155543
EX_crn_e	6098400327.0	1.0	6098400327.0	0.0	4.857261885613476e-18	5.643161613466424e-18	1.2371554991225556e-17	-4.6672210349881196e-17	-7.024675836606845e-17	2.0695659440959302e-16
EX_val__L_e_r	6049741335.0	1.0	6049741335.0	0.0	0.2865487118231962	0.277428953136748	0.11882619050855694	0.23985343818857757	0.2547999286073141	0.06086600535486756
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0020454254753322514	0.0017421448788937002	0.0016016173797483602
EX_sprm_e	881827883.0	0.0	881827883.0	1.0	0.0005355827912876583	0.0005486644922404499	0.00024439212773041795	0.0023101420471995514	0.00231555606705065	0.001238522539113762
