	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	9050784631.0	1.0	9050784631.0	0.0	4.853951629051661	4.895125033812433	0.19268823368848903	3.789405423941072	3.844974747120646	0.8080134620000107
EX_glc__D_e_r	7795209810.0	1.0	7795209810.0	0.0	2.774562232617224	2.7981435142502633	0.1101484877198792	2.330702696237899	2.364003646694102	0.4962926709309158
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	3569433862.0	0.0	3569433862.0	1.0	0.13099454272772737	0.131044343981395	0.009275902577165283	0.14394990846032468	0.14808058025914628	0.0402664334772563
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.6795728995004027	0.680834371624558	0.036403372510706626	0.3475770884957422	0.3528992363778005	0.07272074466545088
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	1288894162.0	0.0	1288894162.0	1.0	0.09205172330176874	0.0666859861913692	0.08780149428135713	0.5301609588793872	0.4144196843910241	0.47204685406663704
EX_co2_e	24881828.0	0.0	24881828.0	1.0	32.440749180984604	32.06343719853143	9.290043906940257	65.00388368419908	64.29912787106056	8.11033141013717
EX_h_e_f	2757890352.0	0.0	2757890352.0	1.0	254.28745637614009	254.1938205050742	105.90036885040715	332.4683580971857	339.30129296582794	72.26292422106879
EX_h2o_e_f	5197412937.0	1.0	5197412937.0	4.35587017170723e-53	110.36216594635191	110.02000364673387	44.0979344747259	106.22273729851155	110.3596488418845	37.531373441249805
EX_ump_e_r	3950180934.0	0.0	3950180934.0	1.0	6.967534663699038e-06	6.838300641468995e-06	3.6941595408949584e-06	8.797823414498617e-06	8.301426207191858e-06	4.682383131458144e-06
EX_pi_e_r	453119147.0	0.0	453119147.0	1.0	0.00013533219257389284	0.00013535772044795	5.1776914612867866e-06	0.0001896999941039399	0.000193974730626	2.7572843184451567e-05
EX_nh4_e	5939130872.0	1.0	5939130872.0	0.0	39.84249556616157	39.42804008389011	12.062569927905297	36.782808852667294	34.020096323690396	10.893442704508347
EX_o2_e_r	0.0	0.0	0.0	1.0	2.231103654520801	2.1426804752263813	0.5473160117432094	50.90764761064201	51.09897993159147	6.51938065995188
EX_arg__L_e_r	9967849595.0	1.0	9967849595.0	0.0	0.17944658375740102	0.18313032973345006	0.0330411329771791	0.07580446377721031	0.07760002344762935	0.005721410666197064
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	454048861.0	0.0	454048861.0	1.0	9.434589069262188e-05	9.452763438896479e-05	5.077681900355138e-06	0.00013218298131184515	0.0001349014751708	1.9399330133658734e-05
EX_ile__L_e_r	400373003.0	0.0	400373003.0	1.0	4.370821592523154e-05	4.403577441894907e-05	1.08970800477461e-06	6.105560796179425e-05	6.263532532866773e-05	8.433191692252358e-06
EX_met__L_e_r	1102871.0	0.0	1102871.0	1.0	2.3378741796068644e-05	2.3553946912085563e-05	5.828653060112229e-07	0.001582617659725974	0.00164337521792265	0.000788703217115006
EX_gly_e_r	7982316867.0	1.0	7982316867.0	0.0	0.10678877815547776	0.09455933086046615	0.07091760549660298	0.03864405355202216	0.03564222705599045	0.021776206416124308
EX_phe__L_e_r	1159167033.0	0.0	1159167033.0	1.0	5.1430431039559196e-05	5.1125611008162423e-05	7.46413564765588e-06	7.14631773289035e-05	7.152959938690309e-05	1.4535079393283422e-05
EX_ser__L_e_r	8833206118.0	1.0	8833206118.0	0.0	0.14543387338257546	0.1329772870441236	0.09823961526716472	0.028386695054320735	0.02297898876868565	0.023104418180459434
EX_ala__L_e_f	2198125054.0	0.0	2198125054.0	1.0	0.17378493183947571	0.12647581882715236	0.16041514900157844	0.6061828884836608	0.4359919835767354	0.566878429561379
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	131277823.0	0.0	131277823.0	1.0	0.00027432853552473806	0.00028974386023704996	7.857598744891799e-05	0.000933127690391835	0.0009754961174131	0.0002442631205761784
EX_urea_e	7075319486.0	1.0	7075319486.0	0.0	0.059710951793911275	0.050996264469043	0.04362396755306438	0.028817577903738206	0.02669475061928285	0.018929799134723365
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	8612215362.0	1.0	8612215362.0	0.0	0.0792651666892013	0.075307990066545	0.048024107828980096	0.022846520660584495	0.02091123971122595	0.01543903586997
EX_hdca_e_f	8783072391.0	1.0	8783072391.0	0.0	0.3542024806485465	0.3397469020900113	0.09731646719640195	0.15873759745001534	0.12095213255494969	0.13836941660915786
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	9336727478.0	1.0	9336727478.0	0.0	0.08943095677879552	0.0818350798874024	0.05404573626276099	0.015107803080684433	0.012111746435695549	0.012388622622505646
EX_biomassx	400373003.0	0.0	400373003.0	1.0	0.00015278426137352725	0.00015392925852015	3.809128995499872e-06	0.00021342294046302555	0.00021894492176485	2.9478644608297565e-05
EX_gthox_e	80448061.0	0.0	80448061.0	1.0	0.0210089919034179	0.0198484920845967	0.011305058316195975	0.5341906256068626	0.4858676999747318	0.3471784207641299
EX_2obut_e	9897454972.0	1.0	9897454972.0	0.0	0.45139713764599093	0.44815797032921084	0.1885810522325662	0.02691759614765782	0.02827133652464095	0.006138521344884827
