	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07178082930139261	0.0737795047	0.008025235414263338	4.538471354150004	4.63799343995	0.3871782106967645
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.1030064735652772	0.1047462111	0.013339009611361242	2.6792576884665493	2.73625206635	0.23053992192562203
EX_gluIN__L_e	1000000000000.0	1.0	1000000000000.0	0.0	0.0031722598011685297	0.00269775925	0.002357007581507316	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.01110279801021679	0.01128144435	0.0013887105890657584	0.07479645906688476	0.0764152713	0.006382527546857524
EX_gln__L_e_r	0.0	0.0	0.0	1.0	0.2043657243987836	0.20979564535	0.023218016954813382	1.1792674117115134	1.2048641415999999	0.10044407677236583
EX_asp__L_e	1000000000000.0	1.0	1000000000000.0	0.0	0.029170371245982384	0.0301861858	0.011926340125887207	0.0	0.0	0.0
DM_asp__L_e	802641066994.0	1.0	802641066994.0	0.0	1.1446424716850128	0.8674630165999999	1.0201167920040526	0.31130135657935826	0.23027793530000001	0.2849226486963958
EX_co2_e	999904099492.0	1.0	999904099492.0	0.0	103.94953207888467	100.55289412135	22.5353021179027	35.42154546677956	35.536597485499996	2.3075613744281953
EX_h_e_f	640858033542.0	1.0	640858033542.0	0.0	265.7532492272506	276.9928096749	92.64253100690216	210.37733019447396	206.3970500713	119.24324720543008
EX_h2o_e_f	630166748338.0	1.0	630166748338.0	0.0	110.41856664340314	116.1499116995	43.14702606800627	88.03473036468803	84.2984347762	52.133700522719735
EX_ump_e_r	13595198266.5	0.0	13595198266.5	1.0	8.384644467999969e-07	8.281e-07	3.673197982121256e-07	2.0634793138300133e-05	1.99129e-05	1.1542073791856103e-05
EX_pi_e_r	0.0	0.0	0.0	1.0	1.3187219494799172e-05	1.33266e-05	2.9730638953125712e-06	0.0003950043231758946	0.00040586050000000003	6.728320934409056e-05
EX_nh4_e	999979716475.0	1.0	999979716475.0	0.0	75.17955572567054	69.57698577619999	32.05764037250096	13.616173444766623	13.3136661101	2.5123634442716853
EX_o2_e_r	999910005913.0	1.0	999910005913.0	0.0	61.793711766647135	61.889422867449994	6.460327947788923	19.599517956066844	19.660874611049998	1.3686663878948275
EX_arg__L_e_r	36436580114.0	0.0	36436580114.0	1.0	0.07872155401683721	0.081736497	0.012026576680588106	0.1914189548225661	0.20067038015	0.054092057184064304
EX_pro__L_e	1000000000000.0	1.0	1000000000000.0	0.0	4.976661752800236e-06	5.0055e-06	1.4119366286097787e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.505972070999599e-06	8.6104e-06	1.8738590121459151e-06	0.0002769260971668938	0.0002840303	4.846621126408806e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.277199722999981e-06	4.3282e-06	9.64636297983329e-07	0.0001273850773805969	0.000131169	2.140819050420373e-05
EX_met__L_e_r	113168149006.0	0.0	113168149006.0	1.0	0.00317810870911407	0.0031894875999999997	0.001612792642706763	0.015790512820005608	0.01537389845	0.00976263280822933
EX_gly_e_r	120105548768.0	0.0	120105548768.0	1.0	0.03245596325700697	0.03318857385	0.014854200578198872	0.11602121719173286	0.1147538112	0.06394230565854292
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.491925117700122e-06	5.4417e-06	1.5129104755765276e-06	0.00015484221372549987	0.0001568483	3.2785518644309824e-05
EX_ser__L_e_r	22976113098.0	0.0	22976113098.0	1.0	0.01233319224718889	0.009553236350000001	0.010521773634293534	0.14673198141772878	0.1533280332	0.06688927560956288
EX_ala__L_e_f	808205739582.5	1.0	808205739582.5	0.0	1.1907758726546487	0.90212096735	1.0396947699078318	0.3336559291628672	0.23509090970000002	0.3285682065057621
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	1000000000000.0	1.0	1000000000000.0	0.0	0.010546600992896234	0.010652929750000002	0.0011028674701161999	0.0	0.0	0.0
EX_fol_e_r	998773312294.0	1.0	998773312294.0	0.0	0.0014086086432155023	0.00146312435	0.00043291471972793253	0.00016034724291699904	0.00016549615	4.533547088430313e-05
EX_urea_e	288196237358.0	0.0	288196237358.0	1.0	0.029260184718726902	0.02719064935	0.01868235321234905	0.06288515416205556	0.052769335449999996	0.04769620070639637
EX_pyr_e	1000000000000.0	1.0	1000000000000.0	0.0	0.007753934729095416	0.008086869850000001	0.0028013179781229713	0.0	0.0	0.0
PYRt2	1000000000000.0	1.0	1000000000000.0	0.0	0.007753934729095416	0.008086869850000001	0.0028013179781230632	0.0	0.0	0.0
EX_gudac_e	249751033007.0	0.0	249751033007.0	1.0	0.02347485409989585	0.02036592165	0.017061056420570615	0.060627597651596234	0.05034833495	0.046759410655041383
EX_hdca_e_f	464506751.0	0.0	464506751.0	1.0	0.3131139970424057	0.2388949054	0.2756179951085918	1.9822545326759318	1.98115087545	0.16093902748153904
EX_ptrcIN_e	1000000000000.0	1.0	1000000000000.0	0.0	0.00032089881181309794	0.0003268829	9.639596132665741e-05	0.0	0.0	0.0
EX_ptrcOUT_e	13664523100.0	0.0	13664523100.0	1.0	0.020230601418422773	0.0170303818	0.015247409018185266	0.15843481238222767	0.1668190411	0.05697124416555903
EX_biomassx	0.0	0.0	0.0	1.0	1.4951166181400017e-05	1.51295e-05	3.3719347403046016e-06	0.0004452809282559954	0.0004585079	7.483340388014845e-05
EX_gthox_e	648456617097.5	1.0	648456617097.5	0.0	0.5782502450397432	0.4892537148	0.42740449802218755	0.33869443294001456	0.34637792135	0.14881731487155214
EX_2obut_e	59927360436.5	0.0	59927360436.5	1.0	0.04741492645571052	0.048382001699999996	0.010795955549170276	0.25752208545790256	0.2536219433	0.14039405637689042
EX_crn_e	1000000000000.0	1.0	1000000000000.0	0.0	0.9380625020901152	0.982643699	0.206703583513894	0.0	-0.0	0.0
EX_val__L_e_r	16654244686.5	0.0	16654244686.5	1.0	0.07366612237479521	0.07635178355	0.018996901251661827	0.22553874245547337	0.23479002165	0.0629808669285427
EX_spmd_e	913524166937.0	1.0	913524166937.0	0.0	0.01714547722439735	0.01508554	0.012019091220649827	0.002805827974428472	0.00242323465	0.002038327157855897
EX_sprm_e	917639847278.0	1.0	917639847278.0	0.0	0.013858296999416087	0.01223489405	0.00971126264681192	0.0020418015028748297	0.00196111575	0.0012378887676818989
EX_5mthf_e	998773312069.0	1.0	998773312069.0	0.0	0.0014086086497399107	0.00146312435	0.000432914718765184	0.00016034727149300058	0.00016549620000000002	4.533546267609222e-05
EX_tmlys_e_r	1000000000000.0	1.0	1000000000000.0	0.0	0.9380625020901142	0.982643699	0.20670358351389298	0.0	0.0	0.0
EX_thbpt_e_r	10439864197.0	0.0	10439864197.0	1.0	1.6126058141000818e-06	1.5461e-06	9.098964578944122e-07	3.930695242620115e-05	3.95988e-05	1.9861438522315003e-05
EX_CE2705_e	10439864197.0	0.0	10439864197.0	1.0	1.6126058141000818e-06	1.5461e-06	9.098964578944122e-07	3.930695242620115e-05	3.95988e-05	1.9861438522315003e-05
EX_crtn_e	160143392309.0	0.0	160143392309.0	1.0	0.025981143842878168	0.0228411811	0.017259493986368085	0.06774623138227232	0.0597357307	0.04050500083331913
EX_his__L_e_r	250021728099.5	0.0	250021728099.5	1.0	0.10241258460480819	0.10609560735	0.029844587534142805	0.13817719465065847	0.14939984395	0.04817573614866413
EX_lys__L_e_r	945601781901.0	1.0	945601781901.0	0.0	0.022631352991018292	0.0224517285	0.011360252008758967	0.004247170032887726	0.00441151675	0.0020118533026585125
EX_carn_e_r	999854209910.0	1.0	999854209910.0	0.0	12.552804794616064	12.53022494705	1.1813706504570414	5.069943639043523	4.9634655441	1.3131629171883727
EX_csn_e_r	964410996008.0	1.0	964410996008.0	0.0	21.826930331394454	19.12830928155	15.68065254065971	1.2622390679636506	0.9534840474499999	1.1273834014922954
EX_cys__L_e	1000000000000.0	1.0	1000000000000.0	0.0	0.08336404357605638	0.0842045035	0.008717452371566795	0.0	0.0	0.0
EX_cyan_e_r	36217719041.5	0.0	36217719041.5	1.0	0.0737126860814701	0.07066535185	0.034862820923390304	0.20685194705552884	0.20873672	0.06284406386871219
EX_tcyntc	193575318402.0	0.0	193575318402.0	1.0	0.03244790256643412	0.02763235865	0.02425317192777944	0.09912253398333756	0.08918988535	0.06927020225741566
EX_tcynt_e	200589669947.0	0.0	200589669947.0	1.0	0.041264783515034334	0.034519938099999994	0.031591328424054606	0.10772941307220643	0.0988961088	0.0694292632864818
EX_so3_e	586817406739.5	1.0	586817406739.5	0.0	0.08459437756466627	0.0817536554	0.040932080308066235	0.07100024024084148	0.07541877745	0.026153938277252663
EX_thr__L_e_r	83434141584.0	0.0	83434141584.0	1.0	0.04424444831548796	0.045160182849999994	0.010681070090467891	0.24197294928147642	0.23944620049999998	0.13903999034983128
EX_trp__L_e_r	47887164194.0	0.0	47887164194.0	1.0	0.001100506151214353	0.0010121544	0.0006087051198583697	0.013615679581430304	0.0125805214	0.008900519574613528
EX_anth_e	36073462946.5	0.0	36073462946.5	1.0	0.0008244038463368965	0.00074204475	0.0005453474936362999	0.013609754638894219	0.01257447435	0.008900444246767624
EX_tyr__L_e_r	22243417802.0	0.0	22243417802.0	1.0	1.7975995598999934e-06	1.7557e-06	9.521962674093842e-07	3.2041642913601615e-05	3.0599549999999994e-05	1.872264172518566e-05
EX_cystinex_r	0.0	0.0	0.0	1.0	0.06520827487257097	0.06634570545	0.012890483552878708	0.17881601113691745	0.18295333945	0.01781035001223113
EX_3hydroxybutanoatex_r	6041609497.5	0.0	6041609497.5	1.0	7.897514618983489	8.150258768650001	1.926017646254071	11.821260485402469	11.98575380865	0.5821070211734949
EX_gthrd_e_r	652927243154.5	1.0	652927243154.5	0.0	1.1229745938171714	0.9447480486	0.8563428386083812	0.6339171624532448	0.6464182647	0.2993278906531642
EX_cmp_e_r	2852379178.5	0.0	2852379178.5	1.0	2.957920070999917e-07	2.829e-07	1.807439943469144e-07	1.125931286649985e-05	1.09233e-05	5.683706755763967e-06
HEX1	704197954398.0	1.0	704197954398.0	0.0	12.603250577567778	9.72029044445	10.832256266133705	5.487418380705312	4.71279492265	2.6991278405000236
G6PP	841829429851.0	1.0	841829429851.0	0.0	12.500244104006285	9.61673158865	10.831636636517544	2.808160692238928	2.02932024325	2.681166202232005
PGI	71713814603.0	0.0	71713814603.0	1.0	0.052359760204095815	0.0516668978	0.028976739071879212	0.660684012203065	0.4855044653	0.5958361019995662
PFK	788704456838.5	1.0	788704456838.5	0.0	13.335454696712397	10.0870789907	11.927533883585873	3.8444175509251095	3.0637171494	2.83013559964538
FBP	838321573772.5	1.0	838321573772.5	0.0	13.310349191639718	10.06362451305	11.927030184935349	2.8943002850628505	2.0590202518	2.7721760981538677
FBA	13395624797.5	0.0	13395624797.5	1.0	0.02510550507157054	0.0225861643	0.017124712380186285	0.9501172658619894	0.898898194	0.5881926313721266
TPI	0.0	0.0	0.0	1.0	0.05621196048424434	0.056027041949999995	0.017312717571548022	2.0016787772341167	1.9773302023500001	0.25906600490721765
GAPD	0.0	0.0	0.0	1.0	0.11435002110725868	0.114832299	0.03715467997850472	4.673854937027518	4.7344802560999995	0.44407445359431735
PGK	7867971504.5	0.0	7867971504.5	1.0	0.06181851016031539	0.0569640056	0.04015917421057558	2.8768862081634916	3.06443236605	1.3899008897046667
DPGM	23133284376.5	0.0	23133284376.5	1.0	0.05253151094851988	0.04614240545	0.03742179292098898	1.7969687288639582	1.5456734670999999	1.3177308311268734
DPGase	23133284376.5	0.0	23133284376.5	1.0	0.052531510948523166	0.04614240545	0.03742179292098856	1.7969687288640288	1.5456734670999999	1.3177308311268794
