	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_lac__L_e	6874151556.0	1.0	6874151556.0	0.0	5.265104212048324	5.377659621139366	0.9667690393138779	4.838956125291006	4.88470228896947	0.20870905291737418
EX_glc__D_e_r	7338736708.0	1.0	7338736708.0	0.0	3.107150804159708	3.1732452741702812	0.5709337200725404	2.765860555205207	2.7920001629777387	0.11926541175205137
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02497203598108509	0.02570117337044695	0.010523944487867205	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.04228818442473405	0.04281908146142005	0.007674078874522459	0.13115558270368416	0.131293467014226	0.009497269397529784
EX_gln__L_e_r	5553435947.0	1.0	5553435947.0	0.0	0.6837333598038297	0.6976066650931629	0.1251259316312114	0.6763629028990585	0.6779504170591122	0.03764788146826846
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.022818548488402042	0.0233481078670806	0.012615765136517179	0.0	0.0	0.0
DM_asp__L_e	9663091116.0	1.0	9663091116.0	0.0	1.9953725080852756	1.619923938157637	1.5755451200856483	0.09116657501190295	0.0666601621239226	0.0842131922309429
EX_co2_e	9999999907.0	1.0	9999999907.0	0.0	138.09016546725712	136.74401134972902	17.808827228896558	30.4017220197589	29.9262212558128	9.031522388533732
EX_h_e_f	9159824529.0	1.0	9159824529.0	0.0	367.58051641196846	374.5280693414263	56.50400263937556	211.93498428479757	213.50864363626286	97.01502732504716
EX_h2o_e_f	6878942959.0	1.0	6878942959.0	0.0	127.3748852094631	131.53439691643746	32.502855936570334	101.58632069128025	100.39877586534577	41.17804033148637
EX_ump_e_r	7792084563.0	1.0	7792084563.0	0.0	1.1594773376399643e-05	1.1811581089902104e-05	5.6357722548184835e-06	6.2085030883228e-06	6.2800467621001456e-06	3.423060611470372e-06
EX_pi_e_r	9842606240.0	1.0	9842606240.0	0.0	0.0001958962420397277	0.00019908318731995	2.303268368420454e-05	0.00013593380493445384	0.00013608670289374998	5.646178124252052e-06
EX_nh4_e	9981708897.0	1.0	9981708897.0	0.0	96.48722688955725	92.30422045067348	22.97158581259171	37.26113919651847	36.55081372483362	11.885959286226926
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	102.11075620118723	101.92271325298992	11.49279740733561	2.2470708111322244	2.1581619825209666	0.5467624506882047
EX_arg__L_e_r	276626250.0	0.0	276626250.0	1.0	0.09499044376054445	0.09858510321327975	0.02038701422040779	0.18106357568401032	0.1850598438468949	0.03349327440411433
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.233429542688444e-05	4.187340498883187e-05	1.8893515662404423e-05	0.0	0.0	0.0
EX_leu__L_e_r	9849219769.0	1.0	9849219769.0	0.0	0.00013664898157482637	0.00013873093138005	1.6478741612037365e-05	9.344794550094914e-05	9.355961925521972e-05	5.174774637178911e-06
EX_ile__L_e_r	9866346457.0	1.0	9866346457.0	0.0	6.317622899581201e-05	6.432842810575169e-05	7.226944036733705e-06	4.36472036611146e-05	4.400504722778869e-05	1.177604902038399e-06
EX_met__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.002654223207415797	0.0027405582910363	0.0012497945610918362	2.3346107992141728e-05	2.3537512363101214e-05	6.29879785795371e-07
EX_gly_e_r	5207796040.0	1.0	5207796040.0	1.3657209925207356e-58	0.11130738278521174	0.10799695705616785	0.06439215348643705	0.10935169086948252	0.0980779370307838	0.0747167948384092
EX_phe__L_e_r	9970908836.0	1.0	9970908836.0	0.0	9.399529777408073e-05	9.566107715881398e-05	1.0684425072408768e-05	5.2762723508587e-05	5.2542722317532114e-05	7.05032362373055e-06
EX_ser__L_e_r	5427170000.0	1.0	5427170000.0	2.1847524185561326e-240	0.14047067370454777	0.1430416661815696	0.05871793229662462	0.1390425066020044	0.1228724642078161	0.09710296201859744
EX_ala__L_e_f	9384196208.0	1.0	9384196208.0	0.0	2.21504807607346	1.673783883272887	1.9176786723170334	0.17575123293104947	0.12850357139993956	0.16165798410288518
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03765709372618702	0.03822076604524695	0.005969399304477009	0.0	0.0	0.0
EX_fol_e_r	1438372195.0	0.0	1438372195.0	1.0	0.00017344734868958425	0.0001829182217623	5.067650091320676e-05	0.00027771065834765354	0.0002940165448749	7.887084797692569e-05
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.06461337389439696	0.05797647166714705	0.0456925505513537
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.28475617256961183	0.29414470023244293	0.12371341890539024	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.28475617256961183	0.29414470023244293	0.12371341890539024	0.0	0.0	0.0
EX_gudac_e	3152015278.0	0.0	3152015278.0	1.0	0.044561551408156645	0.0419066835465019	0.028079553730687073	0.07469102964681146	0.0705643177114971	0.04719415622413314
EX_hdca_e_f	9808870214.0	1.0	9808870214.0	0.0	2.054981892350181	2.030239850054781	0.852773933216207	0.3486981231721993	0.3336954603527209	0.1018238747586698
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003984479479131229	0.00040131366293505	4.8858993572849726e-05	0.0	0.0	0.0
EX_ptrcOUT_e	2033089081.0	0.0	2033089081.0	1.0	0.04134726731225131	0.037389088803847545	0.027943435037768107	0.09276222305543161	0.0876230675016528	0.05190903742739422
EX_biomassx	9866346457.0	1.0	9866346457.0	0.0	0.0002208356776676284	0.0002248632474561	2.5262145417452693e-05	0.00015257098994365375	0.00015382185008205	4.116377009201648e-06
EX_gthox_e	9948156091.0	1.0	9948156091.0	0.0	0.7343977459087255	0.6819617027247995	0.46073735068256416	0.020973589034392955	0.01962873027807625	0.011403311801824348
EX_2obut_e	14220851.0	0.0	14220851.0	1.0	0.015345176328569602	0.01548644814329415	0.0020139838362802673	0.4919369363915099	0.5087829475777973	0.16986672071383105
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	18.00799050792677	18.331676632940997	2.5439995766212316	5.4070753349590234e-18	5.519914831105071e-18	1.1778284986836452e-17
EX_val__L_e_r	14055106.0	0.0	14055106.0	1.0	0.019563667211227345	0.020087200924849	0.005877233483702589	0.29662244186285447	0.30351056033082324	0.1292947815369086
EX_spmd_e	10000000000.0	1.0	10000000000.0	0.0	0.0012317615037125231	0.0010855477129438	0.0008466253883969957	0.0	0.0	0.0
EX_sprm_e	8832727625.0	1.0	8832727625.0	0.0	0.0017362024510485415	0.0017801283830290002	0.0008911268857439851	0.0005302570466686123	0.00052235911606555	0.00022490822953981877
EX_5mthf_e	1438372203.0	0.0	1438372203.0	1.0	0.00017344735083587196	0.0001829182197266	5.067649889683686e-05	0.00027771065834832477	0.00029401654486759996	7.887084797279891e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	18.007990507926696	18.33167663294075	2.543999576621271	0.0	0.0	0.0
EX_thbpt_e_r	9988470283.0	1.0	9988470283.0	0.0	3.669594783233417e-05	3.7322487389428885e-05	4.190245467817142e-06	1.3175739031855586e-05	1.2953949106366344e-05	6.901908064802464e-06
EX_CE2705_e	9988470283.0	1.0	9988470283.0	0.0	3.669594783233417e-05	3.7322487389428885e-05	4.190245467817142e-06	1.3175739031855586e-05	1.2953949106366344e-05	6.901908064802464e-06
EX_crtn_e	6257654294.0	1.0	6257654294.0	0.0	0.050349554930194544	0.04801810317051935	0.026656520814622556	0.041704359488952604	0.0307032425849403	0.037461809791924316
EX_his__L_e_r	4263980353.0	0.0	4263980353.0	1.0	0.09562532709002722	0.10015344295957204	0.0352643886895775	0.10675904763077572	0.10976831414998744	0.05470417155195086
EX_lys__L_e_r	103001998.0	0.0	103001998.0	1.0	0.008831876858595416	0.0083737465407401	0.005641495780902212	0.16474793638350083	0.1782564420066487	0.0684356713283481
