	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8533169487.0	1.0	8533169487.0	0.0	5.016170936694356	5.150008031112234	1.1373898947667718	3.470233323967419	3.450059359168918	0.8379270452215076
EX_glc__D_e_r	8276709116.0	1.0	8276709116.0	0.0	2.9610055914313325	3.0400490696929126	0.6716719717178807	2.1360808510490252	2.1234960338902686	0.5150383532027916
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.01826823753818846	0.016939825383568752	0.011407629676510279	0.0	0.0	0.0
EX_gluOUT__L_e	30077482.0	0.0	30077482.0	1.0	0.03954351895989985	0.040506888751532605	0.0090889121112332	0.1386801105144256	0.14030831658000614	0.03714419360452786
EX_gln__L_e_r	9663729981.0	1.0	9663729981.0	0.0	0.646617752382321	0.6653088280338302	0.14709372390186937	0.3182883121614003	0.31768208853634117	0.07748445494485129
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02760229914261351	0.0277502249080007	0.013939915194177633	0.0	0.0	0.0
DM_asp__L_e	8411360728.0	1.0	8411360728.0	0.0	2.4759271075754326	1.8269202107906977	2.088325800985572	0.4906729948278184	0.38328468486157435	0.397264675654939
EX_co2_e	9999312663.0	1.0	9999312663.0	0.0	136.31750967247604	134.31806940164802	18.41197868794233	64.81266791298742	64.38152848156227	7.316097053347808
EX_h_e_f	6813104524.0	1.0	6813104524.0	0.0	311.76775429258	331.56697575819805	101.84265537090643	243.68980781500318	260.0326606382604	107.67641349565308
EX_h2o_e_f	5125743239.0	1.0	5125743239.0	1.0177214929187152e-22	118.00411794090347	130.85160274651827	49.9969562911416	115.9487218223571	118.10503241522022	49.54024111452506
EX_ump_e_r	3773791285.0	0.0	3773791285.0	1.0	9.515204027407963e-06	9.313870340867102e-06	6.113506672592095e-06	1.1968763143920449e-05	1.2099451026625638e-05	5.200048134508866e-06
EX_pi_e_r	6940631063.0	1.0	6940631063.0	0.0	0.00020994050808301572	0.0002134746381977	1.8772606400175038e-05	0.00019378465276314357	0.00019966719317835	2.569270202459801e-05
EX_nh4_e	9977286678.0	1.0	9977286678.0	0.0	96.06347700568833	91.68027525156515	22.986732296168796	35.59143731456705	33.27822562555858	9.220615796833881
EX_o2_e_r	9998453896.0	1.0	9998453896.0	0.0	102.95150873020299	102.65776847950681	10.700184592249633	52.44472922715557	52.682993170737014	6.330892802898371
EX_arg__L_e_r	7428426432.0	1.0	7428426432.0	0.0	0.0912680502531361	0.09674526405992515	0.024189607246629816	0.07629748597266614	0.07738394913040225	0.0050676572298284355
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.884056769441078e-05	4.904646291070531e-05	2.155819450220206e-05	0.0	0.0	0.0
EX_leu__L_e_r	6890228343.0	1.0	6890228343.0	0.0	0.00014736461756016366	0.00014958318262825	1.3685159625533918e-05	0.00013602539664032368	0.00013968028259525	1.8347391062825117e-05
EX_ile__L_e_r	6472564845.0	1.0	6472564845.0	0.0	6.683795514345628e-05	6.825538180836551e-05	5.350057464075189e-06	6.300688987978089e-05	6.502271123247942e-05	7.970517597726517e-06
EX_met__L_e_r	7463401875.0	1.0	7463401875.0	0.0	0.0026805567766895085	0.00287581711043755	0.0013729110857888598	0.0015206648139378	0.0015436592989065499	0.0008033915204896174
EX_gly_e_r	8267260885.0	1.0	8267260885.0	0.0	0.10808107430753444	0.10549407926947925	0.06601669319019307	0.03557261671446138	0.02995908566920305	0.025275222693747615
EX_phe__L_e_r	9262248125.0	1.0	9262248125.0	0.0	9.906402696426428e-05	0.00010109998443755001	7.813278393304162e-06	7.421252894573602e-05	7.35267939937599e-05	1.5201134965707898e-05
EX_ser__L_e_r	8807095746.0	1.0	8807095746.0	0.0	0.12358002322533489	0.12387266897930829	0.06645894484776345	0.034830414273628756	0.02802522099713535	0.026582049638405474
EX_ala__L_e_f	8164296065.0	1.0	8164296065.0	0.0	2.427765056162071	1.824423864104534	2.1686600432072987	0.5932243754146032	0.4263339288654034	0.5611700893714929
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02994381477326721	0.0314376784311623	0.00955226682797522	0.0	0.0	0.0
EX_fol_e_r	4214087.0	0.0	4214087.0	1.0	0.00017810620454774057	0.0001882249307802	5.011870558111067e-05	0.000939924099973997	0.00098889892512135	0.0002390480011142177
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.02419754885972339	0.02039915657429895	0.018430313117037786
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.30377584027700943	0.31447087669426865	0.1250875257859832	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.30377584027700943	0.31447087669426865	0.1250875257859832	0.0	0.0	0.0
EX_gudac_e	6701755525.0	1.0	6701755525.0	0.0	0.03896838960182707	0.033212914355860795	0.02866396342019948	0.02202034009767356	0.0192039950510923	0.01611461013373199
EX_hdca_e_f	9943197050.0	1.0	9943197050.0	0.0	1.9875404713597538	1.9438696690998092	0.8443201743634786	0.12544480406269914	0.09238489819566385	0.1142174720877552
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003315891540712647	0.00033588482521815	8.487212074894337e-05	0.0	0.0	0.0
EX_ptrcOUT_e	7342283967.0	1.0	7342283967.0	0.0	0.03119414611258597	0.0271894281245427	0.022026363950731955	0.014665832890799896	0.01187468434088575	0.01171200016352252
EX_biomassx	6472564845.0	1.0	6472564845.0	0.0	0.00023363542510588094	0.0002385901111178	1.8701394249383166e-05	0.00022024374429270018	0.00022729014895400001	2.7861344101002673e-05
EX_gthox_e	6175207227.0	1.0	6175207227.0	0.0	0.7156379414114603	0.6140817404122321	0.5217567618763634	0.4878421032430931	0.4265258552673853	0.34228397157965534
EX_2obut_e	1338437672.0	0.0	1338437672.0	1.0	0.013224779697350942	0.01326269229070925	0.0030627649412303774	0.024082118700754968	0.0263544172071934	0.008051691110479788
EX_crn_e	9999689749.0	1.0	9999689749.0	0.0	18.6748652732911	18.980107149890358	2.55754735257894	3.0266077434433805	3.2384433158414305	1.4925000238731525
EX_val__L_e_r	43027.0	0.0	43027.0	1.0	0.021101950699727617	0.02216129523331075	0.005796985721233997	0.11157189052777229	0.11413324428553565	0.027254769763539646
EX_spmd_e	1307005784.0	0.0	1307005784.0	1.0	0.002335364760926032	0.00211401080987685	0.0014657960191113571	0.013208992513523279	0.0102751444788832	0.011551390437539413
EX_sprm_e	126705357.0	0.0	126705357.0	1.0	0.0013762729018526932	0.0012470865301205001	0.0008627515455080318	0.028987337886882302	0.0279633058746174	0.01568039127842077
EX_5mthf_e	4214089.0	0.0	4214089.0	1.0	0.00017810621500367988	0.00018822495152800002	5.011870404200298e-05	0.000939924099790055	0.00098889892494135	0.00023904800112467908
EX_tmlys_e_r	9999689749.0	1.0	9999689749.0	0.0	18.674865273291104	18.980107149890372	2.55754735257897	3.0266077434434475	3.2384433158413657	1.4925000238731596
EX_thbpt_e_r	9679572813.0	1.0	9679572813.0	0.0	3.8443577753754755e-05	3.913724003170895e-05	3.038665685548625e-06	1.7066765589075258e-05	1.5658256729008656e-05	1.1229375999951527e-05
EX_CE2705_e	9679572813.0	1.0	9679572813.0	0.0	3.8443577753754755e-05	3.913724003170895e-05	3.038665685548625e-06	1.7066765589075258e-05	1.5658256729008656e-05	1.1229375999951527e-05
EX_crtn_e	7289403402.0	1.0	7289403402.0	0.0	0.05221572478851237	0.0505161179628366	0.028191434381420646	0.030000472248800664	0.027306426700012897	0.019149513664288534
EX_his__L_e_r	5785645468.0	1.0	5785645468.0	0.0	0.08669082417822879	0.0909296555685243	0.039852152927483245	0.07756188475119831	0.06733088035238305	0.050700770480219884
EX_lys__L_e_r	5651665903.0	1.0	5651665903.0	0.0	0.008848841337314721	0.0084572245582559	0.005520376208272816	0.007462651842461566	0.00793950937770815	0.004281218272433827
EX_carn_e_r	9999095862.0	1.0	9999095862.0	0.0	24.094730907921136	23.786388055522938	3.066379750725879	8.153559734009525	8.177921912117142	0.5847745524087924
EX_csn_e_r	7241535551.0	1.0	7241535551.0	0.0	12.48493807073517	9.803411525139577	10.543565905719285	5.228947299516816	4.02092336719074	4.492214689318926
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.04135961091285743	0.043025350622375544	0.008100803221308931	0.0	0.0	0.0
EX_cyan_e_r	5247686062.0	1.0	5247686062.0	2.439868005830456e-82	0.10514433142902119	0.1073439499681737	0.04335545826612945	0.1062363489293808	0.09543824163088266	0.06052681580312109
EX_tcyntc	6637938088.0	1.0	6637938088.0	0.0	0.06012322549179899	0.0533641609745619	0.0405295928963609	0.038916757505290424	0.029294284442657748	0.03650816905076431
EX_tcynt_e	3950726986.0	0.0	3950726986.0	1.0	0.04502110593721896	0.035266430224103945	0.03741953007411333	0.06731959142408873	0.0522386281648893	0.05699686450167035
EX_so3_e	201859295.0	0.0	201859295.0	1.0	0.02968433923684828	0.03004721856076625	0.011473872138201665	0.1603033457774878	0.15938874618003634	0.07173727865936241
EX_thr__L_e_r	1103654330.0	0.0	1103654330.0	1.0	0.010673014505550504	0.01080834677478635	0.0027159736116202033	0.022679979097812657	0.0248858205198402	0.008050158864595819
EX_trp__L_e_r	9528941602.0	1.0	9528941602.0	0.0	0.028015745116191346	0.02867226322218095	0.009698671536299762	0.008179066430142694	0.00840826862356775	0.0027510457531016623
EX_anth_e	9662284326.0	1.0	9662284326.0	0.0	0.02771364500393495	0.0283763642947579	0.009706245665999582	0.00596692430212983	0.006274193156915801	0.002414913735241322
EX_tyr__L_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0551323249947697e-05	2.073442516852884e-05	1.0727324699154124e-05
EX_cystinex_r	3048011.0	0.0	3048011.0	1.0	0.07931858610030011	0.08219617464652795	0.0159179093221105	0.1811765968043919	0.185056007528474	0.016636871617928126
EX_3hydroxybutanoatex_r	8641261014.0	1.0	8641261014.0	0.0	7.848876214797327	7.243093144067036	4.446339347929635	3.034238218083579	3.2391030449183154	0.8621836611835402
EX_gthrd_e_r	6250069601.0	1.0	6250069601.0	0.0	1.395045364919557	1.194270192836263	1.0443997100060494	0.9187827933479783	0.7942203693774686	0.6827400938379892
EX_cmp_e_r	4122704903.0	0.0	4122704903.0	1.0	4.535169988172169e-06	4.002941410630644e-06	3.137924741775161e-06	5.398006224596725e-06	5.448301399653698e-06	2.954290789443112e-06
HEX1	5276917362.0	1.0	5276917362.0	2.2895044623173194e-102	19.012363258917027	15.554103850716007	13.947554242641651	19.870543715528097	13.816633062214915	18.23537960906022
G6PP	5036023009.0	0.9973672286748019	5036023009.0	0.002632771955134911	16.0513576674906	12.57317860260707	13.917514325956706	17.734462864478836	11.777762674709649	18.097294869953224
PGI	8493765857.0	1.0	8493765857.0	0.0	2.1562313169356404	2.163244069044503	0.8023774517541941	1.0578591775878248	1.029000832063654	0.6402595565152711
PFK	682763207.0	0.0	682763207.0	1.0	1.626714178590341	1.6134604564461645	0.7575351731083513	12.923099351560847	9.838601596755169	10.906000666205898
FBP	242234891.0	0.0	242234891.0	1.0	0.3379423109290049	0.2421546199414248	0.29362419037853765	12.156954435602662	9.084504493248389	10.838518072067897
FBA	7050513419.0	1.0	7050513419.0	0.0	1.2887718676451634	1.2590862566492746	0.7450038587367429	0.766144915957714	0.7091363639775465	0.49004261816309364
TPI	8649404057.0	1.0	8649404057.0	0.0	2.689287561013898	2.7538142032213946	0.6899010536468508	1.729155565341958	1.7292876738342482	0.45575558383505405
GAPD	8572429747.0	1.0	8572429747.0	0.0	5.645103244141462	5.786387292197727	1.354620719867246	3.7939593245612433	3.80211038742026	0.9472052887033066
PGK	5749343216.0	1.0	5749343216.0	0.0	3.1378633872120827	2.8896142929137953	1.984412969087815	2.522428916841724	2.4259999405020576	1.2486869948400574
DPGM	7159866705.0	1.0	7159866705.0	0.0	2.50723985697937	2.3559807898941214	1.6640420414310937	1.2715304077193448	1.1322429162093517	0.8804936141236995
DPGase	7159866705.0	1.0	7159866705.0	0.0	2.5072398569794405	2.3559807898943435	1.664042041431065	1.271530407719374	1.1322429162093801	0.8804936141237096
PGM_f	9795574956.0	1.0	9795574956.0	0.0	7.167376270715623	7.5536485618382745	1.7053299059865241	2.7008163418520366	2.888502124369408	0.7061969157260217
ENO_f	4895948502.0	3.821775578709467e-16	4895948502.0	0.9999999999999997	7.4615360126046895	7.90609024772991	1.8450645793799365	7.515759218674587	7.616861761503206	2.943237798293773
PYK	38805.0	0.0	38805.0	1.0	4.765781586403955	4.8444928732320784	1.5278487514658987	25.51627529810085	21.91005534947007	12.353974178101266
LDH_L	8533169487.0	1.0	8533169487.0	0.0	5.016170936663602	5.150008031102502	1.1373898947592336	3.4702333239673644	3.4500593591687894	0.8379270452215247
r0407	6683556413.0	1.0	6683556413.0	0.0	1.4005156933687615	1.3564163998632979	0.7570906580222306	0.9630106493842221	0.9077337357470803	0.5555461518760444
PRPPS	5209544.0	0.0	5209544.0	1.0	0.005125612795745152	0.0053012934331923	0.001480914845955872	0.07121648207306752	0.06937517641219071	0.02874736295245193
G6PDH2r	3961867167.0	0.0	3961867167.0	1.0	0.8047099789443374	0.8335293354954425	0.42196890675233617	1.0781610637042176	0.9999410897822568	0.6936149633468127
PGL	3961867166.0	0.0	3961867166.0	1.0	0.8047099789725624	0.8335293354923671	0.42196890677400134	1.0781610637042263	0.9999410897822647	0.6936149633468123
GND	3961867166.0	0.0	3961867166.0	1.0	0.8047099789586488	0.833529335490246	0.4219689067605166	1.0781610637040218	0.9999410897819023	0.693614963346822
RPI	3351879151.0	0.0	3351879151.0	1.0	0.27165373486116534	0.28126912384162844	0.14056396398479387	0.4068646759501247	0.38177861371148203	0.2312842853322922
TKT2_f	6322431677.0	1.0	6322431677.0	0.0	0.56347875448207	0.545451603459049	0.18064012237052537	0.46578405335231887	0.44632523256144363	0.23606250729664832
RPE_f	5500082032.0	1.0	5500082032.0	0.0	0.7974717961275574	0.807593588344022	0.285557808278518	0.7558235165271823	0.709112293096993	0.4579287151563778
TKT1_f	5708218686.0	1.0	5708218686.0	0.0	0.46956783627445947	0.4716534584424402	0.19519307966169216	0.4237249021211118	0.4029563356656899	0.23053821134731592
TALA_f	3359204361.0	0.0	3359204361.0	1.0	1.0449419971089122	1.1275215449902194	0.3984820557677031	1.676661692040213	1.5392454857100772	1.0495640099256136
r0408	6683556413.0	1.0	6683556413.0	0.0	1.4005156933947451	1.3564163999196739	0.7570906580076329	0.9630106493842322	0.9077337357470944	0.5555461518760453
PDHm	9999499193.0	1.0	9999499193.0	0.0	28.63723347624582	28.650842526763018	4.446480727830563	9.533497541792013	9.643495417820121	1.6448466962650035
PCm	7642648361.0	1.0	7642648361.0	0.0	88.08379584696826	83.84489366585831	38.83702777172442	54.79464979151475	52.45069838987773	22.11394960439245
PEPCK_re	0.0	0.0	0.0	1.0	0.0	0.0	0.0	23.891185676445538	20.180218049258222	12.419386994906057
CSm	9998018612.0	1.0	9998018612.0	0.0	49.32622550947386	48.54774490266786	8.67735416113322	19.202937609121197	18.849116511074172	3.8932550389269425
ACONTm_f	3960409995.0	0.0	3960409995.0	1.0	10.518794803110618	8.69989087194402	8.006177981634423	11.754342334568973	12.54032828999626	3.926056063983373
ICDHxm	4228317471.0	0.0	4228317471.0	1.0	20.59904517803004	16.900013232137155	16.186549412049935	22.3144369816538	22.45172092576447	11.262737667895403
ICDHym_f	732224045.0	0.0	732224045.0	1.0	7.469855495699938	7.150543020462118	4.591823356992942	32.839289708627184	32.73081217242455	16.61183925732446
AKGDm	585228210.0	0.0	585228210.0	1.0	6.302769100574397	5.513973156818488	4.418012678613239	15.565172107795053	15.535408417768217	2.837184953772204
SUCOAS1m_f	273914513.0	0.0	273914513.0	1.0	8.676984337806935	8.798503693998347	2.8771185309640006	17.238113539199485	17.09378146383204	3.53737474260072
SUCD1m	9998479342.0	1.0	9998479342.0	0.0	43.67353920185599	43.642855305967274	4.642520433964699	21.72989778166107	21.88176232579722	2.43540835420779
FUMm_f	6513283828.0	1.0	6513283828.0	0.0	181.09225420275945	181.98320896572804	56.59402570454714	137.07917200161623	134.37494615764413	90.4552330414671
MDHm_f	2554932363.0	0.0	2554932363.0	1.0	258.27372285779694	262.13713811705725	90.89784281160595	383.2972696579568	377.92930956918156	152.39470743893247
ME1m	8356900604.0	1.0	8356900604.0	0.0	63.72873447500157	58.47466350754455	41.40720456505913	20.142556690625717	13.144893039649148	19.7591803970825
ME2m	5503976473.0	1.0	5503976473.0	0.0	6.770149152519363	5.707584384012206	5.140152899838922	5.407336661172268	5.144971260065452	3.2612891629220906
ME2	8054141466.0	1.0	8054141466.0	0.0	28.722041501700414	27.337946071460124	16.793840119181073	11.875396216475691	9.804323746161284	9.44575634380344
ACITL	9850180724.0	1.0	9850180724.0	0.0	20.873333129403694	20.450942034791183	7.282235220911266	4.585945068948544	3.989302598210639	3.0324271239857357
FUM_f	3133489223.0	0.0	3133489223.0	1.0	114.95842437994763	111.89622514403388	35.54221626606999	135.28266816020553	138.6608912375517	28.906191612570886
MDH_f	2833933990.0	0.0	2833933990.0	1.0	173.04979108613495	143.24957287308288	125.15580885398575	263.0720051492246	285.11275183460157	95.76880445869226
AKGMALtm_f	588969030.0	0.0	588969030.0	1.0	68.50609856770504	68.19262787004746	26.882484992134604	319.40259048903255	346.13190182540814	138.38931555592822
ACONT	9991819611.0	1.0	9991819611.0	0.0	56.198330405473726	56.471767564551804	19.91929319315117	7.10908038464307	6.800232418040912	3.5389574564780792
ICDHyr	9991819611.0	1.0	9991819611.0	0.0	56.198330405442576	56.47176756453737	19.919293193147602	7.109080384643034	6.800232418040784	3.5389574564780837
PPA	4945494167.0	1.2107577519428245e-05	4945494167.0	0.9999878924266424	23.18749899154803	22.651106607588574	8.184542926989597	23.754145878427057	22.586338416676295	9.327556025473587
Complex1ROS	8595938635.0	1.0	8595938635.0	0.0	72.65517359450756	71.9824835196219	13.063136499898446	53.999116851465665	54.64443136319639	11.561101256771336
FADH2ETC	8973884839.0	1.0	8973884839.0	0.0	58.30819955041242	56.558747123121094	11.164888309845757	38.256884332592726	36.20424888791277	11.484848412091987
CYOR_u10mi	9887768813.0	1.0	9887768813.0	0.0	127.33062580724645	126.74018050834076	14.241504288708251	89.55605330604799	89.75786547903485	10.087240176941416
CYOOm2i	9887768813.0	1.0	9887768813.0	0.0	63.66531290362334	63.3700902541704	7.120752144354134	44.77802665302399	44.878932739517424	5.043620088470708
ATPS4mi	9429981072.0	1.0	9429981072.0	0.0	224.52204395218678	221.11673085978566	31.9169157940256	167.10559134172053	166.2117885375423	21.59824258951901
GLUCYS	3764142545.0	0.0	3764142545.0	1.0	0.03623051790279939	0.027675345401461847	0.03128905275986667	0.05690141313826637	0.0442497097705293	0.0479398701385387
GTHS	3764142545.0	0.0	3764142545.0	1.0	0.036230517902780826	0.027675345401406	0.0312890527598651	0.05690141313826625	0.044249709770529055	0.04793987013853871
SPODMm	8595938635.0	1.0	8595938635.0	0.0	1.8163793398626897	1.799562087990522	0.3265784124974584	1.3499779212866119	1.3661107840799125	0.28902753141927917
GTHPi	8693021498.0	1.0	8693021498.0	0.0	0.05660991976379835	0.05759783313346015	0.02790773656808455	0.019356197914992053	0.01692913930550205	0.013756194915979035
GTHPm	8595938635.0	1.0	8595938635.0	0.0	1.8163793398626922	1.7995620879905299	0.3265784124974582	1.3499779212866037	1.3661107840799178	0.2890275314192806
GDR	3918411648.0	0.0	3918411648.0	1.0	0.03315485080156234	0.03071938946484205	0.021887965528966925	0.04814436051640122	0.04062494045347415	0.0357228247671004
GTHOr	4854362620.0	8.144679397085093e-30	4854362620.0	1.0	0.05058703559055219	0.0469326000674503	0.032857792013104375	0.05493641321559556	0.0470021190243095	0.04033779750397982
GDRm	5520035642.0	1.0	5520035642.0	0.0	0.5459263501037251	0.4330654507237603	0.43976886061000664	0.4321882452307248	0.38613024283407416	0.3006375381950344
GTHOm	5941582266.0	1.0	5941582266.0	0.0	0.5548150483475183	0.48772039537713097	0.3868880046452358	0.4299475728127907	0.35200618003612705	0.33359714035031857
r0885	6175207227.0	1.0	6175207227.0	0.0	1.4312758828223138	1.2281634808311743	1.0435135237520883	0.9756842064861893	0.8530517105347895	0.6845679431593105
PYRt2m_f	5073632293.0	0.9999999941320412	5073632293.0	5.867961500738267e-09	100.86380437967786	96.21007282091583	37.196363694227024	98.84217371999937	97.2404688130742	35.57102570483955
HMR_4964	9999015871.0	1.0	9999015871.0	0.0	77.07166353483771	77.38424941630336	23.54252257643698	11.695025453591573	11.216109110597303	4.935231357316299
r2420	6544000321.0	1.0	6544000321.0	0.0	114.13841156322911	115.21002082967202	32.92963211918209	94.54188786623824	94.6923850991997	35.606275054340934
