	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	6943820817.0	1.0	6943820817.0	0.0	5.088668894197155	5.27498729744365	1.0794429559854535	4.56674598742295	4.670921705281637	0.3762666798780759
EX_glc__D_e_r	6961270519.0	1.0	6961270519.0	0.0	3.003851572192993	3.114099243482975	0.6374556852468853	2.6911365532411704	2.7510761505647254	0.22380908850973757
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02127641787040594	0.021145012893216998	0.01069499900632105	0.0	0.0	0.0
EX_gluOUT__L_e	5891721.0	0.0	5891721.0	1.0	0.040251258700464525	0.0413095566728317	0.008062458671229518	0.0752631403037367	0.07699504199582449	0.006241005917635578
EX_gln__L_e_r	10076044.0	0.0	10076044.0	1.0	0.661870711827713	0.6849816349212647	0.14104811123830516	1.1874056605054366	1.2143882338208187	0.09777174581052599
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.022590589329401646	0.022473482220742552	0.013238419788274064	0.0	0.0	0.0
DM_asp__L_e	8954283529.0	1.0	8954283529.0	0.0	2.541259145390829	1.785939836161479	2.366204196370596	0.3134081059388666	0.23230650502633915	0.2869188539260977
EX_co2_e	9999991146.0	1.0	9999991146.0	0.0	138.0549310459039	136.0774100803893	18.419906436135868	35.121150046047056	35.305507041834574	2.547296943794973
EX_h_e_f	6419588895.0	1.0	6419588895.0	0.0	290.32390130659707	327.6133950653091	135.04467548191306	233.09878624878417	238.53393966484674	120.28649246970087
EX_h2o_e_f	7450591525.0	1.0	7450591525.0	0.0	128.31211912457817	131.03167844402552	35.47641297342021	82.78263536227088	76.9587811000106	53.61320685298236
EX_ump_e_r	2246911710.0	0.0	2246911710.0	1.0	1.0760786668266578e-05	1.0309004173115144e-05	6.508565225883925e-06	2.1007687200091893e-05	2.093438263562256e-05	1.1018980089779956e-05
EX_pi_e_r	20043190.0	0.0	20043190.0	1.0	0.00020769270972581787	0.00021156209538545002	1.9440488749480913e-05	0.00040380708818139665	0.00041054215348265	6.0932133709347744e-05
EX_nh4_e	9999999008.0	1.0	9999999008.0	0.0	97.25160842994727	93.58494295927126	21.270989282415332	13.404129845991836	13.184401216207391	2.678475130030966
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	103.18476935803037	102.56317485115	11.777848754810295	19.42426084210616	19.479741991697097	1.3774655669330202
EX_arg__L_e_r	491723904.0	0.0	491723904.0	1.0	0.09580909636753893	0.09969274996304539	0.0193114113279853	0.198709658257293	0.2092399847940551	0.05098060619412791
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.1713036224007725e-05	5.039113278895154e-05	2.1792983042232053e-05	0.0	0.0	0.0
EX_leu__L_e_r	31636652.0	0.0	31636652.0	1.0	0.00014468660682245493	0.00014701146980495	1.4795069625597866e-05	0.0002815130352096694	0.00028557425172470003	4.395974779264737e-05
EX_ile__L_e_r	12606963.0	0.0	12606963.0	1.0	6.63733831449742e-05	6.793611901855618e-05	5.897304601315852e-06	0.00013005488620269673	0.0001328066111977	1.9016933941738527e-05
EX_met__L_e_r	1131714265.0	0.0	1131714265.0	1.0	0.003055185975040292	0.0032086506849818503	0.0011975014960557851	0.015884459150975142	0.0155684960989211	0.00998723763330962
EX_gly_e_r	5616156897.0	1.0	5616156897.0	0.0	0.13138357382759897	0.13425731133125665	0.06666218491553194	0.1162589724250788	0.11836309593362924	0.06740831011480125
EX_phe__L_e_r	388674384.0	0.0	388674384.0	1.0	9.8549760410977e-05	0.00010077395097484999	8.683974299304476e-06	0.00015614012209838618	0.0001552695604747	3.0175669723593408e-05
EX_ser__L_e_r	3944277639.0	0.0	3944277639.0	1.0	0.12340811011898299	0.12506085177576026	0.0722667593282623	0.1503801070683893	0.16098179702006235	0.06965923883386121
EX_ala__L_e_f	8845255734.0	1.0	8845255734.0	0.0	2.309809300088073	1.7606412584574938	2.0023503018506044	0.35943698325051215	0.24013562367788738	0.3926497067255299
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.030028172437411266	0.0305454170989339	0.009096464863373841	0.0	0.0	0.0
EX_fol_e_r	6133002800.0	1.0	6133002800.0	0.0	0.0001728367152934119	0.00018230444041265	5.1525312876454215e-05	0.00015666345293726086	0.00015743411425464998	4.270347706584311e-05
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0651124580676732	0.051164054689730204	0.051679222801731796
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.24836370486938059	0.24708288461138483	0.13110771908113017	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.24836370486938059	0.24708288461138483	0.13110771908113017	0.0	0.0	0.0
EX_gudac_e	3298983462.0	0.0	3298983462.0	1.0	0.034113681816753824	0.0303432225742053	0.024254176958780793	0.0634705940932676	0.0528110817403023	0.049136377728509734
EX_hdca_e_f	5031879884.0	0.9932329902562412	5031879884.0	0.006767011208751917	2.0242174479416986	1.9962047227567967	0.824632445122147	1.9895365951028927	1.9956948748048242	0.17205093113112066
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003110562200102187	0.0003215310246112	9.160096379053145e-05	0.0	0.0	0.0
EX_ptrcOUT_e	348881787.0	0.0	348881787.0	1.0	0.043348358799608	0.0404489619358308	0.02747243939245692	0.165877378812728	0.17596101227607	0.053559795797980495
EX_biomassx	12606963.0	0.0	12606963.0	1.0	0.00023201149038011164	0.0002374741120203	2.0614324070064034e-05	0.0004546133788782606	0.00046423217163765	6.647464657103846e-05
EX_gthox_e	6210689015.0	1.0	6210689015.0	0.0	0.5549558841222578	0.4352819257940057	0.4567024104358603	0.327962907541199	0.3285864535941613	0.1431874867202319
EX_2obut_e	46146983.0	0.0	46146983.0	1.0	0.012941159811578225	0.013277716583494751	0.003137826224304887	0.27425187564344133	0.27997923888823295	0.13698990340658815
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	18.536226255245307	18.636011048599542	2.451521737797018	-5.76862331174438e-17	-2.492158147480921e-17	2.222945059573706e-16
EX_val__L_e_r	2258207.0	0.0	2258207.0	1.0	0.020551196737587193	0.02150179003501795	0.005863595728518961	0.21863195306099092	0.22856894157561725	0.06849194129306233
EX_spmd_e	4113622012.0	0.0	4113622012.0	1.0	0.0022083340486190473	0.00191338180920325	0.001549501184422216	0.0030133202660693405	0.00264078845858935	0.0022464191321329235
EX_sprm_e	3547719937.0	0.0	3547719937.0	1.0	0.00137013055973348	0.00124767152328785	0.0008715475946835618	0.0019881590501270203	0.00192013090949085	0.001212121756273307
EX_5mthf_e	6133002164.0	1.0	6133002164.0	0.0	0.0001728367216984159	0.0001823044466744	5.1525313382526505e-05	0.00015666347147927305	0.00015743416088615	4.270348338742423e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	18.53622625524526	18.636011048599677	2.451521737796993	0.0	0.0	0.0
EX_thbpt_e_r	4994796860.0	0.3434621781639201	4994796860.0	0.6565378503273791	3.835066704798389e-05	3.9130480563723994e-05	3.408822093950569e-06	3.8183407134397786e-05	3.845827368942248e-05	2.0516836438281435e-05
EX_CE2705_e	4994796860.0	0.3434621781639201	4994796860.0	0.6565378503273791	3.835066704798389e-05	3.9130480563723994e-05	3.408822093950569e-06	3.8183407134397786e-05	3.845827368942248e-05	2.0516836438281435e-05
EX_crtn_e	4800003066.0	1.974885325766461e-54	4800003066.0	1.0	0.061612062106156135	0.0620518298347165	0.024408839522314086	0.06996328169359094	0.062112868796301055	0.04308122534251113
EX_his__L_e_r	1665451887.0	0.0	1665451887.0	1.0	0.08247766124620488	0.08350014573572234	0.03666325799702187	0.14027743927193406	0.1522499010942371	0.0471726841496063
EX_lys__L_e_r	7676746830.0	1.0	7676746830.0	0.0	0.008951746527661853	0.008542858437907551	0.005568035249626493	0.003930372771562737	0.00394488835248345	0.0020006948335095478
EX_carn_e_r	9999984316.0	1.0	9999984316.0	0.0	24.44910711134431	24.10061629310841	3.132311298288697	4.875274431057072	4.822417025226743	1.23511482059981
EX_csn_e_r	9400902685.0	1.0	9400902685.0	0.0	13.166905942223737	11.112196515652027	9.94307885678559	1.18779738305793	0.8859380100710001	1.077395056870273
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03464431174095911	0.0346181788549604	0.009001590194515442	0.0	0.0	0.0
EX_cyan_e_r	554190089.0	0.0	554190089.0	1.0	0.09703690209108115	0.0967192105034979	0.04201596376410903	0.22042782821533913	0.2278036224068768	0.059140559010297064
EX_tcyntc	2392243830.0	0.0	2392243830.0	1.0	0.043904560751722665	0.037809634974851555	0.03269378839527011	0.10327740251133179	0.0974083518177782	0.06943434947314708
EX_tcynt_e	2639763754.0	0.0	2639763754.0	1.0	0.05313234133935949	0.04662130216047225	0.037362545412503986	0.11715042570401041	0.10439869286438591	0.08045000214795991
EX_so3_e	1248383532.0	0.0	1248383532.0	1.0	0.031152250539179204	0.0310292532735884	0.01113009946846365	0.06873761429459173	0.07287457069212785	0.026915323751469166
EX_thr__L_e_r	135863302.0	0.0	135863302.0	1.0	0.010012201628123848	0.010348012258906001	0.0029318749562284013	0.2586126350096755	0.26794436376957087	0.13614701565334525
EX_trp__L_e_r	8943359784.0	1.0	8943359784.0	0.0	0.02819463324109863	0.0299180317855782	0.010846845460049215	0.010876871392496873	0.01036535677544145	0.006652772804918161
EX_anth_e	8904560316.0	1.0	8904560316.0	0.0	0.027923388722432135	0.0296823033426542	0.010877686232377297	0.010870822284538085	0.0103593415779028	0.006652780452371415
EX_tyr__L_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.465063023504835e-05	3.333285352368489e-05	2.0371536914022945e-05
