	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	4.843224634818476	4.888838764647378	0.2058903470514934	0.07209575923586281	0.07437983204846725	0.008098204953892496
EX_glc__D_e_r	10000000000.0	1.0	10000000000.0	0.0	2.768175571092176	2.7942633730416535	0.11766352138547323	0.10383481041162342	0.10537956379751601	0.0127127513802238
EX_gluIN__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0032538915146956434	0.0027135458849363	0.0024624592301708556
EX_gluOUT__L_e	10000000000.0	1.0	10000000000.0	0.0	0.13105468212063914	0.13085051228749367	0.009972792106298473	0.011094324889175845	0.0113295891684329	0.0014955914974148974
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.6787319818894002	0.6810535074955448	0.03855271509784738	0.204907802677047	0.2108217153222842	0.02327092299453943
EX_asp__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.02892017020065112	0.02924340622715975	0.011623172970058444
DM_asp__L_e	666184289.0	0.0	666184289.0	1.0	0.09668322545236531	0.06551569084038461	0.09557452380229613	1.0981655927829008	0.8698544457242725	0.918665406567957
EX_co2_e	124477.0	0.0	124477.0	1.0	29.69752054042723	29.348698367691014	8.671689015342023	102.90135075843015	99.8210702432201	22.027530096538463
EX_h_e_f	5593188011.0	1.0	5593188011.0	0.0	260.84025559227234	272.20021103039386	137.02050480632536	238.36597832666035	242.04810175169823	104.01058976434837
EX_h2o_e_f	4027487466.0	0.0	4027487466.0	1.0	88.16590844038811	87.25922445612882	40.69148907194827	103.00140702857671	108.52747095825141	48.88950285392438
EX_ump_e_r	9453765658.0	1.0	9453765658.0	0.0	7.198085798956152e-06	7.187030024972868e-06	3.8411010003573714e-06	8.210039553465591e-07	8.101298391489493e-07	3.921564607639769e-07
EX_pi_e_r	10000000000.0	1.0	10000000000.0	0.0	0.00013540936699692432	0.0001354738871778	5.094124490795301e-06	1.3278105195864656e-05	1.325797537029824e-05	3.066334490504307e-06
EX_nh4_e	1100910173.0	0.0	1100910173.0	1.0	36.30501570122681	35.80668831884449	11.285929596126142	73.58917924885087	68.1917824105276	30.950221882497978
EX_o2_e_r	0.0	0.0	0.0	1.0	2.270361128726163	2.1807513515008274	0.5511143718146017	61.875478864748246	62.06688411166731	6.213538615479139
EX_arg__L_e_r	9975645974.0	1.0	9975645974.0	0.0	0.18179602129212843	0.18549300307900823	0.028298386228893666	0.07833998628790015	0.0813791716732121	0.012252343248036524
EX_pro__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.008947443464041e-06	4.998238730226058e-06	1.5084422003471e-06
EX_leu__L_e_r	10000000000.0	1.0	10000000000.0	0.0	9.376036506972896e-05	9.383445350850345e-05	5.359054994262563e-06	8.5149014595422e-06	8.53145508580381e-06	1.8976017663965695e-06
EX_ile__L_e_r	10000000000.0	1.0	10000000000.0	0.0	4.36840832668478e-05	4.402531887956129e-05	1.1338499422006432e-06	4.296771131393848e-06	4.306264264937916e-06	9.873245327550616e-07
EX_met__L_e_r	18286248.0	0.0	18286248.0	1.0	2.336583374495865e-05	2.3548355015007974e-05	6.064760295336171e-07	0.003087438979709294	0.0031055286859901	0.0015994233697381585
EX_gly_e_r	8798213327.0	1.0	8798213327.0	0.0	0.12349052703021698	0.11848234134241314	0.07412527994162658	0.02944562003985624	0.02989670808077225	0.015060743240355442
EX_phe__L_e_r	10000000000.0	1.0	10000000000.0	0.0	5.054784737801519e-05	4.96774217594614e-05	7.08469122405148e-06	5.631719774218651e-06	5.499414804347e-06	1.684740163489976e-06
EX_ser__L_e_r	9545429597.0	1.0	9545429597.0	0.0	0.1397056060178308	0.12781684231629653	0.08922199668250458	0.011761932246424715	0.00911372953111615	0.009841029244585473
EX_ala__L_e_f	980702671.0	0.0	980702671.0	1.0	0.17206513793573186	0.12375772405190585	0.16288089883971152	1.2157985847264294	0.9499806262490293	1.0188871958723438
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.010403281208351354	0.01050288914015075	0.0011332483570073197
EX_fol_e_r	44890273.0	0.0	44890273.0	1.0	0.00027703183036596664	0.00029284390237775	7.834027712647908e-05	0.0014070422427399376	0.0014554728373228501	0.000434670691351625
EX_urea_e	6794179205.0	1.0	6794179205.0	0.0	0.06118792450935478	0.048508180215799696	0.04828641460579499	0.030171720318673958	0.02735249815164245	0.019373615797704066
EX_pyr_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007836661413161326	0.008235635714998201	0.0028241810448565584
PYRt2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00783666141316137	0.008235635714998201	0.0028241810448565445
EX_gudac_e	8523974372.0	1.0	8523974372.0	0.0	0.08164772230809107	0.07819254405104835	0.049181802561897525	0.02449594413362663	0.021328995488548448	0.01753332624288972
EX_hdca_e_f	6407824716.0	1.0	6407824716.0	0.0	0.3483438825541999	0.33403173996862656	0.09879837000488596	0.30310957611007133	0.23138999408126593	0.26550698616930973
EX_ptrcIN_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0003292646192045611	0.00033418265737505	9.023131687057052e-05
