	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_lac__L_e	5572258888.0	1.0	5572258888.0	0.0	4.907378157884291	5.036152017102685	1.1178756670934178	4.853951629051661	4.895125033812433	0.19268823368848903
EX_glc__D_e_r	6045391503.0	1.0	6045391503.0	0.0	2.89698883310483	2.972884663436879	0.6601992389405366	2.774562232617224	2.7981435142502633	0.1101484877198792
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.020976733648812397	0.0208669113953506	0.00987132313117555	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.03896004347561918	0.039510346723674	0.008815526912404037	0.13099454272772737	0.131044343981395	0.009275902577165283
EX_gln__L_e_r	4457818785.0	0.0	4457818785.0	1.0	0.6419920808657116	0.6576039000256292	0.14632285809678786	0.6795728995004027	0.680834371624558	0.036403372510706626
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.022807820864934488	0.02150659743600715	0.013409745225933495	0.0	0.0	0.0
DM_asp__L_e	9600965219.0	1.0	9600965219.0	0.0	2.096798688528563	1.5241542026527761	1.8846254400764975	0.09205172330176874	0.0666859861913692	0.08780149428135713
EX_co2_e	9999999983.0	1.0	9999999983.0	0.0	137.13195373129156	135.18118341190603	19.80115795580918	32.440749180984604	32.06343719853143	9.290043906940257
EX_h_e_f	7835720236.0	1.0	7835720236.0	0.0	357.23222249095016	370.78930701052417	70.68976736457849	254.28745637614009	254.1938205050742	105.90036885040715
EX_h2o_e_f	5438548589.0	1.0	5438548589.0	3.11754706568655e-253	117.0504378543195	118.77691205737658	40.92392373192368	110.36216594635191	110.02000364673387	44.0979344747259
EX_ump_e_r	6243470804.0	1.0	6243470804.0	0.0	9.584772630335719e-06	9.229275695528462e-06	5.842790067826435e-06	6.967534663699038e-06	6.838300641468995e-06	3.6941595408949584e-06
EX_pi_e_r	9942396217.0	1.0	9942396217.0	0.0	0.0002070058716342015	0.00021159289979219998	2.1004193385807426e-05	0.00013533219257389284	0.00013535772044795	5.1776914612867866e-06
EX_nh4_e	9979677672.0	1.0	9979677672.0	0.0	95.86341476280792	91.0245571311802	22.842778226707264	39.84249556616157	39.42804008389011	12.062569927905297
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	102.60228566942753	102.9319289062667	12.615838336732498	2.231103654520801	2.1426804752263813	0.5473160117432094
EX_arg__L_e_r	226426348.0	0.0	226426348.0	1.0	0.09632267645275691	0.1011670129974437	0.021768573707131297	0.17944658375740102	0.18313032973345006	0.0330411329771791
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.071940785344991e-05	5.06134290445184e-05	1.9922521694262266e-05	0.0	0.0	0.0
EX_leu__L_e_r	9935123880.0	1.0	9935123880.0	0.0	0.00014333111000191398	0.00014583783541829997	1.5133934627029374e-05	9.434589069262188e-05	9.452763438896479e-05	5.077681900355138e-06
EX_ile__L_e_r	9932114345.0	1.0	9932114345.0	0.0	6.589382838498778e-05	6.754349108429534e-05	6.2296615102002e-06	4.370821592523154e-05	4.403577441894907e-05	1.08970800477461e-06
EX_met__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.0027923970570787105	0.0029281177849707	0.0012876440526473003	2.3378741796068644e-05	2.3553946912085563e-05	5.828653060112229e-07
EX_gly_e_r	5312145168.0	1.0	5312145168.0	1.8682682556424446e-129	0.11407632225354505	0.1076632613261759	0.0706167115119015	0.10678877815547776	0.09455933086046615	0.07091760549660298
EX_phe__L_e_r	9984115902.0	1.0	9984115902.0	0.0	9.791770820032769e-05	0.0001003196085267	9.24550995875087e-06	5.1430431039559196e-05	5.1125611008162423e-05	7.46413564765588e-06
EX_ser__L_e_r	4023877075.0	0.0	4023877075.0	1.0	0.10671102083743327	0.1050528828122574	0.05693291037512317	0.14543387338257546	0.1329772870441236	0.09823961526716472
EX_ala__L_e_f	9450862269.0	1.0	9450862269.0	0.0	2.526858248156481	1.9093901943527756	2.185577414157616	0.17378493183947571	0.12647581882715236	0.16041514900157844
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03410614123244945	0.0346311674811763	0.007319047097920138	0.0	0.0	0.0
EX_fol_e_r	1573129876.0	0.0	1573129876.0	1.0	0.00017351887469834208	0.00018576553825055	5.360430029803321e-05	0.00027432853552473806	0.00028974386023704996	7.857598744891799e-05
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.059710951793911275	0.050996264469043	0.04362396755306438
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.26124765758864316	0.2709367612121497	0.14604748653689806	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.26124765758864316	0.2709367612121497	0.14604748653689806	0.0	0.0	0.0
EX_gudac_e	2132239223.0	0.0	2132239223.0	1.0	0.03381510019423284	0.0287186857940224	0.024556369603008003	0.0792651666892013	0.075307990066545	0.048024107828980096
EX_hdca_e_f	9786669858.0	1.0	9786669858.0	0.0	2.028576568978885	2.0192340121114514	0.860791596549606	0.3542024806485465	0.3397469020900113	0.09731646719640195
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003676038404638174	0.0003800217365795	7.325601536467542e-05	0.0	0.0	0.0
EX_ptrcOUT_e	1929462239.0	0.0	1929462239.0	1.0	0.03562761768635041	0.03124923710669085	0.02511112773138617	0.08943095677879552	0.0818350798874024	0.05404573626276099
EX_biomassx	9932114345.0	1.0	9932114345.0	0.0	0.0002303351826598921	0.00023610166138005002	2.1776094317634282e-05	0.00015278426137352725	0.00015392925852015	3.809128995499872e-06
EX_gthox_e	9928783925.0	1.0	9928783925.0	0.0	0.6917082713140615	0.6177403553597733	0.45501470941856936	0.0210089919034179	0.0198484920845967	0.011305058316195975
EX_2obut_e	56448188.0	0.0	56448188.0	1.0	0.014487787244266978	0.01482506725286075	0.002703508520054415	0.45139713764599093	0.44815797032921084	0.1885810522325662
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	18.357774741243926	18.548167179712628	2.4877460238391538	3.038545699213232e-18	4.892603182656904e-18	1.3895159662170038e-17
EX_val__L_e_r	9419674.0	0.0	9419674.0	1.0	0.02144023414451426	0.022403538146254398	0.005534423498729254	0.29437034479012086	0.2946395718209805	0.12612250912582215
EX_spmd_e	10000000000.0	1.0	10000000000.0	0.0	0.0013631454591184636	0.00117338647398105	0.0009619321946444211	0.0	0.0	0.0
EX_sprm_e	8397231259.0	1.0	8397231259.0	0.0	0.0014393081241718864	0.0013791798492286001	0.0008445190818129073	0.0004967073429303219	0.0004992002979561	0.000233053094559509
EX_5mthf_e	1573129896.0	0.0	1573129896.0	1.0	0.0001735188759312441	0.0001857655366844	5.3604299575150504e-05	0.00027432853551679075	0.0002897438602335	7.85759874494096e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	18.35777474124392	18.548167179712568	2.487746023839153	0.0	0.0	0.0
EX_thbpt_e_r	9993708372.0	1.0	9993708372.0	0.0	3.81535596962706e-05	3.899520076305248e-05	3.6630779708422964e-06	1.1788109878003277e-05	1.1524669625680882e-05	7.353520018883998e-06
EX_CE2705_e	9993708372.0	1.0	9993708372.0	0.0	3.81535596962706e-05	3.899520076305248e-05	3.6630779708422964e-06	1.1788109878003277e-05	1.1524669625680882e-05	7.353520018883998e-06
EX_crtn_e	7208279641.0	1.0	7208279641.0	0.0	0.06242482604398136	0.06434239730257806	0.028919752140534726	0.040415576000539265	0.02961261316726315	0.038096972088553054
EX_his__L_e_r	5578080126.0	1.0	5578080126.0	0.0	0.09682249406042874	0.10408647804208905	0.03822547261030174	0.08599314361377351	0.07942340088335495	0.06235288772319886
EX_lys__L_e_r	178382134.0	0.0	178382134.0	1.0	0.008801206607264378	0.0080521023712753	0.00586203190417089	0.1412122600924618	0.14690433326872354	0.06706915818519187
EX_carn_e_r	10000000000.0	1.0	10000000000.0	0.0	23.662532762890585	23.501615542877666	2.705083675910625	8.326448613062485	8.22363899663203	2.677394051910405
EX_csn_e_r	5012565733.0	0.8348066080686333	5012565733.0	0.16519341117395142	12.858746741912077	10.24425052357171	10.703418096032904	10.544730530534531	10.269035056677954	3.753492387187825
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.04006511299598007	0.0419512431046112	0.008912498740855122	0.0	0.0	0.0
EX_cyan_e_r	3110299035.0	0.0	3110299035.0	1.0	0.09559820531271439	0.09502295507287026	0.03956744933845844	0.14723497432458968	0.13458531353261635	0.07787867932634715
EX_tcyntc	3305863843.0	0.0	3305863843.0	1.0	0.04316228069678873	0.03459049579849785	0.034216104219089244	0.08507197226542819	0.060412235230799805	0.07372673502231487
EX_tcynt_e	4744097660.0	9.604053784050819e-88	4744097660.0	1.0	0.052435924615920795	0.0468463628086489	0.03636381570666046	0.062163002059160796	0.04976841520647745	0.05343506867801172
EX_so3_e	182913114.0	0.0	182913114.0	1.0	0.031062913288017142	0.0319769369220983	0.011803330713547298	0.17298530740108112	0.17607895170032117	0.07309005931806066
EX_thr__L_e_r	45872940.0	0.0	45872940.0	1.0	0.011820403583256187	0.012217731260907	0.002347284473434739	0.45145594304212383	0.44821815253268804	0.18858177619716143
EX_trp__L_e_r	9869997056.0	1.0	9869997056.0	0.0	0.03011037417161301	0.031651173323440904	0.009548996914932792	0.004880907287480618	0.004840448478015499	0.0025837255239109227
EX_anth_e	9861725922.0	1.0	9861725922.0	0.0	0.02980422952473522	0.0313444753495972	0.009540537186583105	0.004878874340098704	0.0048384091068273995	0.0025837253038701463
EX_tyr__L_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.2607105919777843e-05	1.2834935405608695e-05	7.350961558937364e-06
EX_cystinex_r	0.0	0.0	0.0	1.0	0.07994907719548187	0.0818402303669704	0.013756480938913353	0.18511134264415957	0.1870114775245606	0.011596739902064983
EX_3hydroxybutanoatex_r	9697860121.0	1.0	9697860121.0	0.0	8.682515092143598	8.58925002045249	4.515798503467262	1.2110393838347204	1.0162640248099692	0.7689555616437431
EX_gthrd_e_r	9911983655.0	1.0	9911983655.0	0.0	1.3454318879564557	1.1968522999352593	0.9050558456034465	0.025211782926175322	0.020599437451450202	0.02010283828735577
EX_cmp_e_r	4680971012.0	3.9915461471393873e-135	4680971012.0	1.0	4.235981367821036e-06	3.5977102383217187e-06	3.0926606046649563e-06	4.177141931333092e-06	4.331196901590321e-06	1.9478538422461944e-06
HEX1	9831539341.0	1.0	9831539341.0	0.0	17.273033409090388	13.53289592903753	13.233983854115893	2.938563105976566	2.9189953445515355	0.19611735838921293
G6PP	9900340219.0	1.0	9900340219.0	0.0	14.376044576002723	10.628689987097413	13.23191570885766	0.16400087335927063	0.1184787609060117	0.15575010674409526
PGI	7266726200.0	1.0	7266726200.0	0.0	2.1213950420549836	2.170053987925473	0.7688824962735292	1.4300612048460448	1.4637341253404448	0.7899995275619801
PFK	7089750038.0	1.0	7089750038.0	0.0	1.8911189504702695	1.8541933671784787	0.7835993686634753	1.294676574206353	1.2695645254573318	0.7118367077539847
FBP	7293522092.0	1.0	7293522092.0	0.0	0.3409635851536948	0.31110582433458056	0.2293187618197767	0.17189208559928365	0.1169302147833248	0.1765464998957911
FBA	6550928412.0	1.0	6550928412.0	0.0	1.5501553653234208	1.4899382583972067	0.7640068192249312	1.1227844886070777	1.0974203341940156	0.6684390934123433
TPI	6776662178.0	1.0	6776662178.0	0.0	2.6355627575268854	2.707477668807039	0.6678392903586029	2.325689139466546	2.3324619306794006	0.27684785163792247
GAPD	6447266804.0	1.0	6447266804.0	0.0	5.528209372826589	5.671776374671309	1.3204543867828806	5.099192246242585	5.102093543891566	0.32835303527267373
PGK	1198659172.0	0.0	1198659172.0	1.0	2.760830479913661	2.6569784177158358	1.6825584101225217	4.942534945050473	4.950198828232514	0.3528118135393287
DPGM	9784078699.0	1.0	9784078699.0	0.0	2.7673788928876024	2.573460313532877	1.64587208846972	0.15665730119219573	0.11089617715998759	0.148790650514608
DPGase	9784078699.0	1.0	9784078699.0	0.0	2.7673788928876264	2.573460313532898	1.6458720884697118	0.1566573011921953	0.11089617715998795	0.14879065051460805
PGM_f	427114623.0	0.0	427114623.0	1.0	7.161687529609117	7.24941794654543	1.3726039721481174	22.446297364463376	23.812229694505294	7.276403689933484
ENO_f	127600047.0	0.0	127600047.0	1.0	7.184216317920979	7.260802033486138	1.520396326030774	20.70079652317578	20.855189418395916	5.9069952183371175
PYK	4538066682.0	1.0862366189820052e-280	4538066682.0	1.0	4.730004505636124	4.869556155030658	1.3879764953918403	5.041290906380998	5.044906021241005	0.3348269547727162
LDH_L	5572258888.0	1.0	5572258888.0	0.0	4.907378157855446	5.036152017084818	1.1178756671031673	4.853951629049484	4.895125033810164	0.19268823368846572
r0407	4402862730.0	0.0	4402862730.0	1.0	1.0854073922035226	0.9303392076597958	0.741143289233417	1.2029046508594468	1.1900930207576215	0.6727772610268258
PRPPS	9700778754.0	1.0	9700778754.0	0.0	0.004278831148250302	0.0042210866425048	0.0018333822861195594	0.0010170805283052265	0.00102244066116595	0.00046695577530363376
G6PDH2r	2930445085.0	0.0	2930445085.0	1.0	0.775530404386678	0.7947576982736558	0.4342702517584354	1.3444589824588111	1.3138624307738693	0.7921495786677866
PGL	2930445085.0	0.0	2930445085.0	1.0	0.7755304044060011	0.7947576982921377	0.43427025176490097	1.3444589824588167	1.3138624307738844	0.7921495786677841
GND	2930445086.0	0.0	2930445086.0	1.0	0.7755304044133545	0.7947576982274582	0.4342702517591018	1.3444589824586568	1.3138624307753046	0.7921495786676235
RPI	2954672976.0	0.0	2954672976.0	1.0	0.26136268890788145	0.2676871183207188	0.1448184883672887	0.44883104783867517	0.43860759044772113	0.26398978871220363
TKT2_f	4730004886.0	2.0100269640177242e-97	4730004886.0	1.0	0.48732105126383385	0.48227026711169696	0.18338502951804644	0.5161259327032438	0.5092247455384957	0.2597465285975947
RPE_f	3340892872.0	0.0	3340892872.0	1.0	0.8198067816471787	0.8087038691707524	0.33733197072465393	1.1196896918594201	1.1099939740535167	0.5190853017714006
TKT1_f	4788291164.0	9.743839680886276e-61	4788291164.0	1.0	0.49458221650620054	0.5040189294374564	0.21011019242354076	0.5172205082394037	0.5111064713608073	0.26317212268628515
TALA_f	2569524117.0	0.0	2569524117.0	1.0	1.0690803117107106	1.1326348916699822	0.3596479714899036	1.8902059779598046	1.817698850053068	1.0136383286165815
r0408	4402862729.0	0.0	4402862729.0	1.0	1.0854073922170764	0.9303392077226791	0.7411432892238624	1.202904650859464	1.1900930207576281	0.672777261026833
PDHm	10000000000.0	1.0	10000000000.0	0.0	28.07414692244469	28.02781917174342	4.752117499503956	0.8262279396268156	0.8315188013974439	0.34006066107350846
PCm	9995526468.0	1.0	9995526468.0	0.0	86.52568457140497	76.89351824863414	45.128552046860186	1.5789786857005919	1.3446526689395217	1.1063032797016599
PEPCK_re					0.0	0.0	0.0	0.0	0.0	0.0
CSm	9999999762.0	1.0	9999999762.0	0.0	50.792466814407184	50.64253733810676	10.080385118640699	3.6733932963378635	3.309265128185838	1.490259117135554
ACONTm_f	407191055.0	0.0	407191055.0	1.0	8.360267479313507	7.310477293409392	5.9416881061767555	96.57854407006988	99.76093222360774	56.85414657429764
ICDHxm	9085163821.0	1.0	9085163821.0	0.0	17.12650488887953	13.472223244474614	14.265990865620768	2.406647509369885	1.7626376958791283	2.1597894069935193
ICDHym_f	5972135282.0	1.0	5972135282.0	0.0	6.354332224479884	5.423022053367131	4.529046432387831	4.45412039618432	4.765555625411981	2.366095139719307
AKGDm	9291237931.0	1.0	9291237931.0	0.0	6.943123429151043	6.578469766376582	4.462857814275115	0.8725598359692744	0.6669691308489214	0.7665669238378745
