	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	4.84836874475514	4.89105945295976	0.19778397117701524	0.07146139581912032	0.0736315244867472	0.008434026727404578
EX_glc__D_e_r	10000000000.0	1.0	10000000000.0	0.0	2.77137994215737	2.795774822234247	0.11304767629282428	0.10191913435146244	0.10367673120480485	0.014113250555414876
EX_gluIN__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0031423127103380943	0.00272970759602065	0.0022639508974692424
EX_gluOUT__L_e	10000000000.0	1.0	10000000000.0	0.0	0.13049152284761986	0.1305850536879328	0.009696932144747138	0.011090337974796792	0.01126591782620935	0.0013084631939562126
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.678637394522224	0.680514893550102	0.03784890045595969	0.20383107649681112	0.20984233402556035	0.024418344936733616
EX_asp__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.02810909519564145	0.028853930032733198	0.01203047195090873
DM_asp__L_e	739118176.0	0.0	739118176.0	1.0	0.09478555550583244	0.0669209275998193	0.09270516624335375	1.11449694553022	0.7792873346137017	1.0867928236900577
EX_co2_e	3044961.0	0.0	3044961.0	1.0	32.63029994604018	33.721500529586585	9.836398195279434	100.98500338979291	97.30554092286977	21.420030306815097
EX_h_e_f	3711474188.0	0.0	3711474188.0	1.0	185.0577695232751	176.28536105697899	111.93429893252598	232.8154584859624	233.21055057932773	96.56724952996777
EX_h2o_e_f	6381007000.0	1.0	6381007000.0	0.0	120.11932168111119	123.6935742027694	43.96839219186794	97.39903671850048	100.06964391772374	45.40918292029086
EX_ump_e_r	9501496942.0	1.0	9501496942.0	0.0	6.414756394105502e-06	6.442699884940333e-06	3.440843163784861e-06	8.681322497889507e-07	8.621577785065376e-07	3.714236972097023e-07
EX_pi_e_r	10000000000.0	1.0	10000000000.0	0.0	0.00013598835843176704	0.000136192413492	5.182728968715048e-06	1.3284368849686724e-05	1.3466035382247672e-05	2.8401713188237436e-06
EX_nh4_e	1765769069.0	0.0	1765769069.0	1.0	40.12451911381974	41.785388131692066	12.766398544347805	70.74143064423352	64.80204868466232	29.978492129726018
EX_o2_e_r	873.0	0.0	873.0	1.0	2.2893972628967765	2.1908746598638014	0.5821093331649824	61.835240779124845	61.824645926875306	6.5983079660514
EX_arg__L_e_r	9994333917.0	1.0	9994333917.0	0.0	0.1861320514936005	0.19085847195914907	0.031772617711550634	0.07896974884535654	0.08180197964628555	0.01191030482362189
EX_pro__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.001020293741564e-06	5.090660965058586e-06	1.3001534105241445e-06
EX_leu__L_e_r	10000000000.0	1.0	10000000000.0	0.0	9.349540014045426e-05	9.366072921234591e-05	5.463266734646782e-06	8.582508461548278e-06	8.72226389822075e-06	1.7909934688155791e-06
EX_ile__L_e_r	10000000000.0	1.0	10000000000.0	0.0	4.367516391772199e-05	4.401181106749041e-05	1.155770450836015e-06	4.313757519073367e-06	4.379662903388287e-06	9.155611794563974e-07
EX_met__L_e_r	17356035.0	0.0	17356035.0	1.0	2.336106335464904e-05	2.3541129690104336e-05	6.182009031548509e-07	0.003275740328045079	0.0033106809293788	0.001554588335978512
EX_gly_e_r	8235235003.0	1.0	8235235003.0	0.0	0.11253541326177469	0.10130696909031905	0.07667664472931533	0.032288839049254066	0.03227660015315665	0.014334916313735761
EX_phe__L_e_r	10000000000.0	1.0	10000000000.0	0.0	5.213995008971769e-05	5.249290958491371e-05	7.232353632777844e-06	5.510301192602386e-06	5.497663282057152e-06	1.507347125661966e-06
EX_ser__L_e_r	9312877272.0	1.0	9312877272.0	0.0	0.12588355713059887	0.1063569168530846	0.0924155080857084	0.013592817245956753	0.01085259334707505	0.01112530932618356
EX_ala__L_e_f	1066828955.0	0.0	1066828955.0	1.0	0.17329713895463647	0.12498552060058796	0.16311075632429367	1.153330431556825	0.8582820910297065	1.0166611902221718
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.010419072106623089	0.0104267342438353	0.0012235510279052773
EX_fol_e_r	54763656.0	0.0	54763656.0	1.0	0.00027416299797612784	0.00029126571485765	7.919828158684779e-05	0.0014482109771239017	0.0015030821007077	0.0004382776143850035
EX_urea_e	7062906809.0	1.0	7062906809.0	0.0	0.05819643402305103	0.05106718271216375	0.04287361439983209	0.028728987161902846	0.0267296538225183	0.01834574935560388
EX_pyr_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007710310727830229	0.00789891761099245	0.0026553287893477657
PYRt2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007710310727830356	0.0078989176109925	0.002655328789347754
EX_gudac_e	8636554754.0	1.0	8636554754.0	0.0	0.08225626148972813	0.0786662638575304	0.04958469821626818	0.023738258191783046	0.021114240827856248	0.0170121775871631
EX_hdca_e_f	6466431408.0	1.0	6466431408.0	0.0	0.35712636654415786	0.3401735299405815	0.10686497802375623	0.30840324866797875	0.23680861285456514	0.2669559389275846
EX_ptrcIN_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00032169826597230547	0.00033380321991525	0.00010106431528345399
EX_ptrcOUT_e	9028091451.0	1.0	9028091451.0	0.0	0.09547157166050024	0.09331701527613681	0.05583644521153779	0.019144362451338277	0.016029737459983602	0.014460438189095764
EX_biomassx	10000000000.0	1.0	10000000000.0	0.0	0.00015266872642324345	0.00015384549342304998	4.0400535897060364e-06	1.507895580601615e-05	1.5309331383008445e-05	3.2003900315872304e-06
EX_gthox_e	103041581.0	0.0	103041581.0	1.0	0.02087499845891686	0.01917600510161295	0.011505410315600284	0.5823334671892275	0.49070749649154743	0.4297090467999534
EX_2obut_e	9993085241.0	1.0	9993085241.0	0.0	0.5325919475633238	0.553343206530404	0.16148857388424515	0.046975084549708675	0.046870483845585204	0.010992835909476995
EX_crn_e	0.0	0.0	0.0	1.0	4.857261885613476e-18	5.643161613466424e-18	1.2371554991225556e-17	0.8882066247045307	0.9649786415959589	0.2606399471500431
EX_val__L_e_r	9829644288.0	1.0	9829644288.0	0.0	0.2865487118231962	0.277428953136748	0.11882619050855694	0.07424306791520181	0.07667874177142076	0.01892744933688915
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0186710247316937	0.0166500076464942	0.012364425308646253
EX_sprm_e	273809420.0	0.0	273809420.0	1.0	0.0005355827912876583	0.0005486644922404499	0.00024439212773041795	0.012568624721997433	0.01091841067938825	0.009308861953048196
EX_5mthf_e	54763644.0	0.0	54763644.0	1.0	0.0002741629979728553	0.00029126571485284995	7.919828158310969e-05	0.0014482109864761045	0.001503082101594	0.00043827761203197707
EX_tmlys_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8882066247045295	0.9649786415959578	0.2606399471500436
EX_thbpt_e_r	9407495096.0	1.0	9407495096.0	0.0	1.2527606319571021e-05	1.2939848346542374e-05	7.118903550956177e-06	1.5978248454385407e-06	1.5039897623362552e-06	9.036502885012246e-07
EX_CE2705_e	9407495096.0	1.0	9407495096.0	0.0	1.2527606319571021e-05	1.2939848346542374e-05	7.118903550956177e-06	1.5978248454385407e-06	1.5039897623362552e-06	9.036502885012246e-07
EX_crtn_e	6047162259.0	1.0	6047162259.0	0.0	0.04562450821416255	0.0322753186712659	0.04151354513652898	0.026497086226759538	0.0235295331440402	0.017807995402521343
EX_his__L_e_r	4985837423.0	0.13631507536824627	4985837423.0	0.8636849415616927	0.10008087820183224	0.10308329962954105	0.0584586607266719	0.1023465478497908	0.10305273803828405	0.027868652645010157
EX_lys__L_e_r	9541618824.0	1.0	9541618824.0	0.0	0.1564212922024664	0.16869993067149455	0.06977665603705908	0.02404880187337795	0.0240488299263141	0.011317768492526185
EX_carn_e_r	822564050.0	0.0	822564050.0	1.0	8.384487769496548	8.90285157488995	2.9336221284037713	12.50690294715828	12.48112478309887	1.283497167591484
EX_csn_e_r	3201729258.0	0.0	3201729258.0	1.0	10.571745820954396	10.743883949557615	3.822760417791526	19.830505080381325	17.046670939497986	14.61974194185566
EX_cys__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.08235601040601055	0.0824165746333724	0.009671377657747197
EX_cyan_e_r	7386877335.0	1.0	7386877335.0	0.0	0.12829827856475196	0.1174319927889627	0.066630203037869	0.07639797827802701	0.0722177533519182	0.03906623667095846
EX_tcyntc	7371019136.0	1.0	7371019136.0	0.0	0.06708774909124149	0.05532313596022545	0.05050264675277226	0.02908130701108113	0.02326568258195255	0.022804500774186068
EX_tcynt_e	5751249483.0	1.0	5751249483.0	0.0	0.06121052947351157	0.050507885804470104	0.04761208009076069	0.047316671266947566	0.0402205335601133	0.03519305813622911
EX_so3_e	9017789536.0	1.0	9017789536.0	0.0	0.18654092910545814	0.19445126628407444	0.06407655351003892	0.08146592421437629	0.0761808015508906	0.042213076942263665
EX_thr__L_e_r	9993916418.0	1.0	9993916418.0	0.0	0.5326499237974459	0.5534027920526589	0.16148875355648912	0.04370707597224201	0.04358454997171035	0.010692230741330752
EX_trp__L_e_r	9461151705.0	1.0	9461151705.0	0.0	0.005787258195830157	0.00610629386231365	0.002478801312281382	0.0012290285754120243	0.00115371852337105	0.0006402331212277594
EX_anth_e	9603790442.0	1.0	9603790442.0	0.0	0.005785226785756658	0.0061043428070738	0.002478803252862253	0.000935594304508701	0.00087208476860445	0.0005863991304988142
EX_tyr__L_e_r	9171604342.0	1.0	9171604342.0	0.0	1.1849161897162966e-05	1.1401081075553069e-05	7.125249963770915e-06	1.8137006231235803e-06	1.8112203948665812e-06	8.82389631133428e-07
EX_cystinex_r	10000000000.0	1.0	10000000000.0	0.0	0.183723588435095	0.18618347797897936	0.013709064080439697	0.0641445472267768	0.0650805758025829	0.013731357813138157
EX_3hydroxybutanoatex_r	32547262.0	0.0	32547262.0	1.0	1.2279810927011658	1.0039903338538134	0.827727453252861	7.880074184019637	8.079442107235092	1.8607188766149634
EX_gthrd_e_r	151000436.0	0.0	151000436.0	1.0	0.02520696575920163	0.019771664010729002	0.020734856598611004	1.132059995036486	0.9504494569025932	0.8611430640506387
EX_cmp_e_r	9793539378.0	1.0	9793539378.0	0.0	3.96298733928624e-06	3.918516446078787e-06	2.0747670314754226e-06	2.9126251761271245e-07	2.724385090078596e-07	1.711500840074424e-07
HEX1	1669213397.0	0.0	1669213397.0	1.0	2.9335106068288592	2.9163230240111515	0.19656155731045286	12.711350927948178	10.220456234783395	10.025951523210045
G6PP	101597200.0	0.0	101597200.0	1.0	0.16213066467142875	0.11737785464251174	0.15412620442273453	12.60943179360188	10.115692689430352	10.025651253064485
PGI	9879661621.0	1.0	9879661621.0	0.0	1.4346810189965749	1.4401619040483347	0.7670891082581759	0.0517096973372869	0.0499103909269719	0.027396615759798033
PFK	753600260.0	0.0	753600260.0	1.0	1.2884094718993067	1.2692353775506726	0.6581800136188939	14.008038913126802	10.520403059363327	12.991107631290495
FBP	90528370.0	0.0	90528370.0	1.0	0.14275559414295616	0.11039456181251464	0.12720496655444238	13.98283629772847	10.494748234238825	12.991630467123091
