	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	7799667040.0	1.0	7799667040.0	0.0	4.999557154080878	5.103101946685164	1.0911389119432726	3.917881394273117	3.9931716962565496	0.775868926923093
EX_glc__D_e_r	7428067979.0	1.0	7428067979.0	0.0	2.9510701167547255	3.012555274635888	0.644047253949202	2.40971859132845	2.4564390481123546	0.47849985795565136
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.019178577577382453	0.01893085153801105	0.010484396877686555	0.0	0.0	0.0
EX_gluOUT__L_e	2903954.0	0.0	2903954.0	1.0	0.04031223697181093	0.0408147885889002	0.009174978355221916	0.15011190285601841	0.14914053038043457	0.03852348561772429
EX_gln__L_e_r	9608110105.0	1.0	9608110105.0	0.0	0.6497323133038271	0.6632989771716887	0.14248652439796522	0.3590834470514693	0.36718716902278037	0.07094303051624366
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02305600401426601	0.02223590507343345	0.014047985936163028	0.0	0.0	0.0
DM_asp__L_e	8585600544.0	1.0	8585600544.0	0.0	2.5462532707116132	2.0588927326749484	2.0048308545719626	0.5100190362932484	0.39711581967294707	0.4177832402950474
EX_co2_e	9998960197.0	1.0	9998960197.0	0.0	138.65509754604412	137.43793696541235	18.250709179278015	65.2899076667813	64.6385967836332	7.97412432161742
EX_h_e_f	5230364082.0	1.0	5230364082.0	1.6125099662648788e-71	331.7224958044773	339.3960776089956	71.89948595912342	318.26486045662915	330.9943240626112	95.9217787504407
EX_h2o_e_f	3628105728.0	0.0	3628105728.0	1.0	89.58796593244175	95.60423885157414	42.42827923141346	111.05585412962292	115.8906677498544	44.390453099984214
EX_ump_e_r	5196609702.0	1.0	5196609702.0	1.1302690491582506e-52	1.0298607958411823e-05	1.0343490879255552e-05	6.124826001019719e-06	1.0010977767837067e-05	9.55167673555895e-06	5.992536173180444e-06
EX_pi_e_r	6723825531.0	1.0	6723825531.0	0.0	0.00020682599754769378	0.00021046946528450002	1.9637057405457492e-05	0.0001924799238952479	0.00019740740028725	2.5160269000018295e-05
EX_nh4_e	9965512528.0	1.0	9965512528.0	0.0	97.00728366735733	92.11900983369114	22.95415098753485	36.963063726746505	34.267185581894594	10.803923077550557
EX_o2_e_r	9999378004.0	1.0	9999378004.0	0.0	103.71066289339868	104.09306177408182	12.102838616552521	51.67083902371785	52.036130870521376	6.426614727143263
EX_arg__L_e_r	6768665378.0	1.0	6768665378.0	0.0	0.08800321163817394	0.09147593056097164	0.024532030918403308	0.07695430533816335	0.07821037419991655	0.004994200320275873
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.025590858530922e-05	4.987219235739492e-05	2.1507210754220715e-05	0.0	0.0	0.0
EX_leu__L_e_r	6597516089.0	1.0	6597516089.0	0.0	0.00014318623726323782	0.00014518707962785	1.410646360632064e-05	0.00013309382288033436	0.0001367239128398	1.865094294827439e-05
EX_ile__L_e_r	6399639765.0	1.0	6399639765.0	0.0	6.601715997017433e-05	6.746027067400568e-05	5.852627445557958e-06	6.230025597551597e-05	6.421217241307127e-05	8.022398732714812e-06
EX_met__L_e_r	7950787714.0	1.0	7950787714.0	0.0	0.002816660569394451	0.00289748061814835	0.0011946638181796318	0.0015886902702428097	0.0016124231981587	0.0007929833426047558
EX_gly_e_r	7733276797.0	1.0	7733276797.0	0.0	0.10665032238451211	0.09659186445780765	0.0691492730521866	0.04343913755899067	0.04008263412996045	0.026861517130646502
EX_phe__L_e_r	9119657170.0	1.0	9119657170.0	0.0	9.825749270224859e-05	0.0001003170794378	8.65884253386088e-06	7.408359288534741e-05	7.379551759248452e-05	1.5264440855342932e-05
EX_ser__L_e_r	9218502718.0	1.0	9218502718.0	0.0	0.1071544387956978	0.10469311988915166	0.05610989960795385	0.024182437349617412	0.01913097910975135	0.018802359061473605
EX_ala__L_e_f	8269158068.0	1.0	8269158068.0	0.0	2.5251991672571052	1.9429248738524338	2.1928247115205215	0.624174605294957	0.4341633868903738	0.6043954927148173
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03255503640331126	0.0325424196171646	0.006878505827857067	0.0	0.0	0.0
EX_fol_e_r	96406877.0	0.0	96406877.0	1.0	0.00017579952811459562	0.00018672740287965	5.1789984752493045e-05	0.0009013121967241495	0.00096352085217675	0.00027883314984246247
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.02669672354357575	0.0245887014311395	0.01782122679554776
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.2752851213374062	0.2702672418738722	0.1290809504395188	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.2752851213374062	0.2702672418738722	0.1290809504395188	0.0	0.0	0.0
EX_gudac_e	6329058536.0	1.0	6329058536.0	0.0	0.03589659019578733	0.029758668044606	0.027020968045662775	0.022329396873044333	0.02074232761244885	0.014066518141820718
EX_hdca_e_f	9947821520.0	1.0	9947821520.0	0.0	2.1582821359762483	2.152726978992537	0.8532898092454053	0.13494347000496337	0.10427805698889185	0.11522117997194962
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.000301944052520789	0.00030454437472435	8.044975053536651e-05	0.0	0.0	0.0
EX_ptrcOUT_e	7404779104.0	1.0	7404779104.0	0.0	0.03495663949329905	0.029210939340058	0.026425678377307228	0.014591575078534176	0.011855325742474249	0.011629288327482822
EX_biomassx	6399639765.0	1.0	6399639765.0	0.0	0.00023076629440278918	0.0002358107602612	2.045815283090134e-05	0.00021777367003231575	0.00022445686985035	2.8042697210950845e-05
EX_gthox_e	6493382701.0	1.0	6493382701.0	0.0	0.7354586123747291	0.6526534965050672	0.5030278602579075	0.4714853483472725	0.4107523114347109	0.3266653649997247
EX_2obut_e	1199792597.0	0.0	1199792597.0	1.0	0.012410821791779198	0.01256078841975795	0.0028168427392702925	0.022597919450819827	0.0235524446538714	0.007402542212879772
EX_crn_e	9999973858.0	1.0	9999973858.0	0.0	18.57764325808814	18.889886028266524	2.5792840746810115	2.9468847096794315	3.1483755344422955	1.5698280731058747
EX_val__L_e_r	0.0	0.0	0.0	1.0	0.021355225395594535	0.022391259190732	0.005559593259771906	0.12142979496751798	0.1238965171781029	0.021787141896659024
EX_spmd_e	968950173.0	0.0	968950173.0	1.0	0.0022357848640999554	0.00194037356832785	0.0015744242850789165	0.01537936126334424	0.01329030245050875	0.011540230493434294
EX_sprm_e	79703718.0	0.0	79703718.0	1.0	0.0012128328109951125	0.0010744728965607	0.0008478820440953051	0.029884372265523998	0.028471819593551002	0.01581259779763304
EX_5mthf_e	96406889.0	0.0	96406889.0	1.0	0.00017579953111011327	0.00018672740713765	5.178998592947928e-05	0.0009013121964609231	0.0009635208517736	0.00027883314984709825
EX_tmlys_e_r	9999973858.0	1.0	9999973858.0	0.0	18.57764325808809	18.8898860282666	2.57928407468101	2.946884709679557	3.148375534442418	1.5698280731058867
EX_thbpt_e_r	9566387858.0	1.0	9566387858.0	0.0	3.838148535873235e-05	3.9106289066688786e-05	3.430161624230327e-06	1.757872981673273e-05	1.6523454886753933e-05	1.1505449829926636e-05
EX_CE2705_e	9566387858.0	1.0	9566387858.0	0.0	3.838148535873235e-05	3.9106289066688786e-05	3.430161624230327e-06	1.757872981673273e-05	1.6523454886753933e-05	1.1505449829926636e-05
EX_crtn_e	7503246522.0	1.0	7503246522.0	0.0	0.05202371634471144	0.0488055423504454	0.028299937553427607	0.027849947553497515	0.02641965519227015	0.016409370098059005
EX_his__L_e_r	4057443217.0	0.0	4057443217.0	1.0	0.0924823274819106	0.09962306879198765	0.038757349268984484	0.11053094073371253	0.10741144945260264	0.053533932181197744
EX_lys__L_e_r	5350924020.0	1.0	5350924020.0	5.245435508071204e-163	0.00858551228821403	0.00774860871414635	0.005714616419344406	0.007561024358216501	0.0079512744683147	0.004087821073811457
EX_carn_e_r	9999406416.0	1.0	9999406416.0	0.0	24.28016394598269	23.97825951838091	2.94372358393149	8.050384835634652	8.084089403445619	0.6098340481376529
EX_csn_e_r	7093223695.0	1.0	7093223695.0	0.0	12.992645701907193	10.39292110709171	10.497433332603778	6.034236246782093	4.656623148865804	5.232307586439259
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.040749595691836685	0.04219500012726635	0.007537280088755971	0.0	0.0	0.0
