HGNC	Cellule361_Rep1	Cellule361_Rep2	Cellule361_Rep3	MDA-MB-231_Rep1	MDA-MB-231_Rep2	MDA-MB-231_Rep3	MCF-7_Rep1	MCF-7_Rep2	MCF-7_Rep3	SK-BR-3_Rep1	SK-BR-3_Rep2	SK-BR-3_Rep3	MCF102A_Rep1	MCF102A_Rep2	MCF102A_Rep3
HGNC:18165	9.19770609	11.15342079	9.152398441	16.90522138	17.51274667	18.76155074	11.81924252	11.62533448	11.68797875	10.92873779	8.562470173	9.086283122	5.181977184	6.663588175	5.000851509
HGNC:18168	0.101397139	0.094280105	0.097303285	0.022396111	0.0	0.031213423	0.01179814	0.009957267	0.00677875	0.064923629	0.050053286	0.072029554	0.019675693	0.003497724	0.007066827
HGNC:18169	2.15940826	1.777775051	2.390457614	186.1608991	166.7568343	138.4316729	254.3626298	271.892634	222.2674993	240.4041983	403.6908467	301.378125	55.01987252	78.84953039	64.2179056
HGNC:18170	15.25712089	11.8702991	14.47201814	35.16428565	38.39209049	41.10243504	26.52348687	29.70610807	17.7226311	22.69906451	21.54229764	31.50478181	47.58403214	31.11727289	49.6511935
HGNC:18174	1.216720666	0.82505987	1.107390504	9.738016772	10.1251453	10.64733596	15.69359919	12.65999014	9.246033121	0.774957139	1.155477354	1.304155514	11.42019496	4.112177689	11.64352524
HGNC:18175	7.568462608	8.262530813	7.304811466	6.136643165	6.41544517	7.393312481	11.19028061	14.37908596	12.89374858	12.26025479	9.446775469	11.21715435	10.73603616	8.195159342	8.22443327
HGNC:18187	3.720235473	2.741516294	2.937095534	1.971741552	1.884366302	1.686857168	4.36854057	3.000780091	2.850855604	1.788032388	1.569874153	1.762189454	4.551406252	5.173353665	5.65686655
HGNC:18210	0.0	0.0	0.0	0.0	0.0	0.0	0.029500687	0.033196893	0.0	0.0	0.0	0.0	0.0	0.0	0.0471207
HGNC:18264	0.854602157	1.015499442	0.995833355	0.114693579	0.126008313	0.093823974	0.490583375	0.611910457	0.387146756	1.250424709	1.473199753	1.461459948	0.090122484	0.133174256	0.063726214
HGNC:18265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HGNC:18266	0.0	0.0	0.0	0.0	0.004791164	0.00951315	0.0	0.0	0.002582513	0.008244693	0.0	0.0	0.0	0.0	0.0
HGNC:18278	0.942260979	0.865242623	0.957212145	2.54855645	2.823047912	3.399024826	2.91921519	2.507422625	2.505603193	1.446422919	1.341111561	1.327147979	2.089286001	0.944548094	1.316776565
HGNC:18280	2.342215856	2.699195812	2.473160394	3.216551778	3.54069563	3.458239362	6.388511496	7.349397961	7.542636653	2.867066009	2.357760062	2.542632913	2.882522863	2.613988583	2.663062977
HGNC:18281	1.436025895	1.358130088	1.209092306	1.804673744	1.712393584	1.800841929	1.164789627	1.549485969	1.328533501	1.21257164	0.753178828	1.260106227	1.089375432	0.71374316	0.928515411
HGNC:18282	5.061116268	4.447364377	6.083751535	29.38376839	33.13721271	43.38073661	17.76975558	17.87648489	15.78773571	8.746736513	8.466446525	10.6557137	21.22714309	8.247747784	11.72463116
HGNC:18290	28.74479752	30.12688108	30.36772809	32.34263816	35.32737367	38.10529078	43.27869179	56.57994272	48.67152521	22.41615996	19.58492355	28.53612775	46.41236972	38.84527489	54.65717262
HGNC:18294	3.6066295	3.345642192	4.194386643	4.289036164	4.356142296	4.183510171	5.476955443	2.87614848	3.937589714	2.378488654	1.839503419	2.536406563	3.553182885	1.13244067	1.093525282
HGNC:18301	0.10610539	0.057176729	0.106780279	0.060365576	0.061015091	0.12114922	0.014310105	0.021470732	0.032888104	0.046664675	0.192249044	0.101926417	0.018182767	0.050909169	0.034285752
HGNC:18303	4.109617553	3.796542079	4.415889274	4.76172766	4.86668968	5.706073816	3.830075375	3.248129064	3.569469154	3.9956120170000005	3.207528114	3.452917507	12.82086896	8.604275713	10.63690383
HGNC:18308	0.172939186	0.166683588	0.194146396	0.0	0.0	0.0	0.63201731	0.530469108	0.678326548	0.0	0.048670753	0.004244849	0.564524923	0.395765809	0.362322428
HGNC:18324	51.42074957	46.71679269	41.8869663	12.91200902	12.05793219	12.37326597	48.57494393	59.90247252	62.59102513	37.89533214	34.58155906	43.91300638	4.891742671	7.89080648	7.5158173
HGNC:18337	0.723209607	0.746467182	0.729524802	0.387294351	0.295872081	0.237248401	2.188517539	2.570841237	0.478439262	1.174939189	2.989228665	1.509930232	2.553573291	7.000889877	4.693567906
HGNC:18341	37.00119714	36.40497477	36.50471189	0.012015739	0.00759064	0.007535842	3.033566667	2.956893104	1.677505066	11.80810874	10.9891975	13.50628043	0.264659195	0.168890758	0.281513195
HGNC:18349	760.2137595	708.6774335	744.1405559	3.93414829	4.223720739	4.679029668	7.538266274	6.987395358	8.16263252	2918.253672	2742.002309	3094.682323	0.644693582	1.403928223	1.244589711
HGNC:18355	0.041782688	0.029668632	0.036515758	0.059922843	0.039919551	0.053297351	0.09943606	0.203444772	0.139491284	0.221084314	0.120529928	0.116947004	0.142754435	0.162327087	0.123761066
HGNC:18356	0.124176973	0.040892448	0.080388005	0.0	0.0	0.0	0.122813994	0.076778684	0.2195328	0.0	0.0	0.041655515	0.0	0.0	0.0
HGNC:18360	5.580907143	5.152362168	5.864244299	14.71265913	15.3771101	13.16174983	6.477755831	4.42786738	4.791684764	3.964378346	5.330171727	4.886752471	5.076294505	3.50856516	3.775362603
HGNC:18367	0.436042351	0.384949181	0.518913222	0.023223913	0.039122992	0.0	0.550539966	1.022205257	0.42175829	0.201969977	0.768818338	0.252085158	1.224176597	2.23060878	1.242101013
HGNC:18368	0.027182517	0.033567808	0.031674689	0.436620103	0.34388416	0.462314646	0.040326239	0.030252535	0.038616464	0.00821889	0.064156109	0.013677678	21.75757296	49.81365726	32.44758535
HGNC:18401	12.78353515	13.4824754	15.1869023	42.29884079	42.37353271	40.19929581	41.25183328	29.60820449	31.98037358	13.97515807	12.74518896	13.81132928	26.14145824	13.07951393	14.3045778
HGNC:18407	0.505368334	0.146842714	0.658165918	5.010646878	4.857715289	4.884874074	8.23235182	4.962750751	6.047626435	0.107860854	0.155917526	0.08974971	3.138067991	1.220297945	1.232749418
HGNC:18420	5.244028387	4.743894624	4.852578449	9.480701202	9.504119477	10.26417445	6.111898264	4.079683692	4.800044365	3.429208374	4.23620413	3.864899104	4.588809865	3.645019859	3.737034326
HGNC:18429	1.936641842	1.958095781	2.318396849	6.754239348	7.074149278	7.37146219	3.898107892	2.61001582	2.261194473	1.335813099	1.230004984	1.24854986	5.789627156	3.717595209	3.110186829
HGNC:18431	55.81159294	47.40060899	60.69199744	27.98933613	24.37120531	25.67660694	12.73823061	13.02157314	16.19270626	18.82942725	16.67767099	22.7419596	11.82786972	8.410503439	9.502464428
HGNC:18449	15.03207064	12.58643713	16.64045117	28.08814094	29.36978683	32.30437353	20.13148477	9.379661799	11.24468629	2.667445192	2.895161689	4.612693669	10.28911263	2.413315931	2.335751398
HGNC:18452	8.451425502	7.365508842	8.588968158	1.845677944	2.117655769	1.513846735	8.408914289	10.69901778	11.76867793	3.900136999	3.183708193	3.725909281	2.033686811	2.471089832	2.315703161
