	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	4.8547856839805315	4.897789747059949	0.19796058372248787	0.07173820652994309	0.073548853911226	0.007912226164858508
EX_glc__D_e_r	10000000000.0	1.0	10000000000.0	0.0	2.774910629108318	2.7995211776648876	0.11315516742324835	0.10349394166383451	0.10521082607286465	0.01295329112198433
EX_gluIN__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0034845150086723425	0.00299968579315285	0.0025457766676086403
EX_gluOUT__L_e	10000000000.0	1.0	10000000000.0	0.0	0.1312921616447554	0.13127022232765934	0.009071165505751107	0.010959953948098611	0.0111272918228066	0.0014354646927998184
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.6781842570269335	0.6804197362324076	0.03651759676273557	0.2036707374900026	0.20838425260672777	0.022638743265097627
EX_asp__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.030675685232924802	0.032819177227865	0.011995505901491453
DM_asp__L_e	761540987.0	0.0	761540987.0	1.0	0.08960525561645732	0.06682688031835984	0.08060163586286219	1.0933393001225913	0.7405763121578637	1.0417155125735533
EX_co2_e	501085.0	0.0	501085.0	1.0	31.530086561754345	31.36420506973878	9.705110811889776	102.33285337009568	98.26933443974218	22.85901883794737
EX_h_e_f	3404902872.0	0.0	3404902872.0	1.0	194.60264332239612	166.88158691029207	142.174369333543	265.82651401970446	273.00552362477475	85.50856690722016
EX_h2o_e_f	3002891335.0	0.0	3002891335.0	1.0	75.41447203939568	65.13634753384395	51.34206721148862	107.83430182400042	111.7966198252131	39.2201127034006
EX_ump_e_r	9484054008.0	1.0	9484054008.0	0.0	7.610190376057957e-06	8.09886527604151e-06	4.170470040653712e-06	7.998008832041895e-07	7.897249834177378e-07	3.241709382054042e-07
EX_pi_e_r	10000000000.0	1.0	10000000000.0	0.0	0.00013542354556908684	0.00013498139558495	5.720388594257966e-06	1.310109545890006e-05	1.3225263575163209e-05	2.9680879952570323e-06
EX_nh4_e	1571889871.0	0.0	1571889871.0	1.0	38.5518052035619	38.59051745198526	12.773825879383546	72.53141448833311	66.0220729594745	32.222906249038935
EX_o2_e_r	0.0	0.0	0.0	1.0	2.2736335375236765	2.1815789031434996	0.585370819722245	62.02889951672179	62.095922467045426	6.930553950421676
EX_arg__L_e_r	9955429052.0	1.0	9955429052.0	0.0	0.18514862678214158	0.1928344659103084	0.036087708661682004	0.07880925586930755	0.08186658065913821	0.012139895500011044
EX_pro__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.86056963414461e-06	4.873127760186479e-06	1.3075396038598837e-06
EX_leu__L_e_r	10000000000.0	1.0	10000000000.0	0.0	9.381147336730294e-05	9.369197991939619e-05	5.2177894927970765e-06	8.468188074370765e-06	8.494604430081957e-06	1.8392875660080012e-06
EX_ile__L_e_r	10000000000.0	1.0	10000000000.0	0.0	4.371423407415853e-05	4.4046385208444486e-05	1.1043858413745874e-06	4.234681803527439e-06	4.270657103635331e-06	9.539210781578494e-07
