	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	4.962453720750023	5.071919975224684	1.0642353529139181	0.07230849968404472	0.07386774911408656	0.007129262349470085
EX_glc__D_e_r	10000000000.0	1.0	10000000000.0	0.0	2.9291118019105515	2.9932792182048966	0.6283646389203602	0.10310752898547904	0.10449694994968975	0.012667670728502046
EX_gluIN__L_e	9348961609.0	1.0	9348961609.0	0.0	0.018429743404184445	0.0179990178846201	0.010165635923538332	0.003208889573111787	0.0027762722601669503	0.0023257360305387192
EX_gluOUT__L_e	9982056269.0	1.0	9982056269.0	0.0	0.03934191301915234	0.0402240852182717	0.009434847945230872	0.011242475896276194	0.0113649094993209	0.0012342993457784685
EX_gln__L_e_r	9997757443.0	1.0	9997757443.0	0.0	0.6435529025778283	0.6570302140832216	0.13763713066089447	0.20575101460061032	0.2097812972932194	0.02062552109280859
EX_asp__L_e	3199656326.0	0.0	3199656326.0	1.0	0.021854988670474827	0.02064377469133375	0.011933490704352569	0.029768632148781168	0.03117442581858325	0.01245126682997947
DM_asp__L_e	7081273184.0	1.0	7081273184.0	0.0	2.319644295752235	1.8563862974672602	1.8466529389427269	1.0831407565877222	0.8648372531576679	0.9038676114674138
EX_co2_e	8419429984.0	1.0	8419429984.0	0.0	136.4250744086765	134.51994823649108	16.55926074018784	106.66415586501101	103.55974708331904	23.858949967536812
EX_h_e_f	7480051033.0	1.0	7480051033.0	0.0	336.5348012719535	365.9750898759693	97.89111826296306	265.22791459621067	276.3978452570732	83.21057100033582
EX_h2o_e_f	3462852999.0	0.0	3462852999.0	1.0	88.26602308687102	89.8099911496883	42.914246827455784	111.87439522424661	113.65971415427923	39.62213217769034
EX_ump_e_r	9793581542.0	1.0	9793581542.0	0.0	1.1689646142880812e-05	1.1552420058605567e-05	6.274762349214915e-06	8.155400004913579e-07	7.934496931475593e-07	3.781079800887867e-07
EX_pi_e_r	10000000000.0	1.0	10000000000.0	0.0	0.00020549590257526012	0.0002091822850798	1.8247896337332156e-05	1.3709477024157512e-05	1.4067730758748922e-05	3.0038157753845687e-06
EX_nh4_e	6741884209.0	1.0	6741884209.0	0.0	94.72867596063504	90.82157605784727	19.863178086249476	79.35219950642238	73.70548530909102	34.16253431850926
EX_o2_e_r	9992953001.0	1.0	9992953001.0	0.0	103.4811094035045	103.46667819690165	11.531417761009532	61.26494346683032	61.39981618763354	6.229646505509174
EX_arg__L_e_r	7741005092.0	1.0	7741005092.0	0.0	0.09614605650193393	0.10111361955091086	0.02066692079605363	0.07923693295697681	0.08220049245106885	0.011597630413747763
EX_pro__L_e	9836181524.0	1.0	9836181524.0	0.0	4.5991919842666616e-05	4.5096096170714346e-05	2.1565604081667546e-05	5.128505058945342e-06	5.287263797827085e-06	1.4408787107285994e-06
EX_leu__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.00014530872778561058	0.0001473922387346	1.3785659571690898e-05	8.794299649158303e-06	9.04765957675055e-06	1.8867293964169657e-06
