	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	0.0	0.0	0.0	1.0	0.072124866988396	0.07409311702738955	0.0077018131223370685	4.569253545833074	4.666324084261811	0.368864230043265
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10312074335725953	0.1050963774863568	0.013366290095183957	2.693358852391259	2.749913388129961	0.2214497339999001
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.003498476420422619	0.0030495444647749	0.002536027505536581	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.011138667281826995	0.01127091127501875	0.0013039945052626752	0.07527886773011169	0.07682964232471125	0.006050533452732319
EX_gln__L_e_r	0.0	0.0	0.0	1.0	0.20553136564126212	0.21094273695613144	0.022241613935406405	1.1876639356584517	1.2122275517828682	0.09544891470090702
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.029689840614209415	0.0303788376665122	0.011830684550507701	0.0	0.0	0.0
DM_asp__L_e	7827527093.0	1.0	7827527093.0	0.0	1.121489810595705	0.867478124671949	1.0050645271124976	0.34908048872802677	0.2697007266727526	0.2946033309760297
EX_co2_e	9999999357.0	1.0	9999999357.0	0.0	104.39456769567207	100.74087296858795	22.972746724720572	35.698546701145624	35.77617176470775	2.120319550672571
EX_h_e_f	5504890708.0	1.0	5504890708.0	0.0	262.4129156685042	286.372610562452	115.04381163803156	238.59915931464863	257.95235739840655	130.16737221262196
EX_h2o_e_f	6119749491.0	1.0	6119749491.0	0.0	115.92666067353582	119.01962124463208	39.18816369862548	94.48132748255503	89.43927287821435	57.05343071761564
EX_ump_e_r	110523924.0	0.0	110523924.0	1.0	8.576298320164814e-07	8.37957124642098e-07	3.424195216512938e-07	2.095450931465893e-05	2.0027534410646313e-05	1.1188337614200292e-05
EX_pi_e_r	0.0	0.0	0.0	1.0	1.3207751291661797e-05	1.3224093721261892e-05	2.9715126207082033e-06	0.00038638065673132397	0.000397324021012	7.117545985658969e-05
EX_nh4_e	9999978994.0	1.0	9999978994.0	0.0	76.61833413193828	70.55886376184012	32.62710268188646	13.86286906738251	13.497885395345875	2.383510000228139
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	61.25218062327895	61.19938837136992	6.7057100330510515	19.694034244530275	19.773549676282496	1.3059464573896744
EX_arg__L_e_r	322025251.0	0.0	322025251.0	1.0	0.07941181180357787	0.08209909000095156	0.011063698235878905	0.20209719222437955	0.21450295069895708	0.0517612944664776
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.136209770925707e-06	5.128034449337825e-06	1.4146109295940845e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.508094165381734e-06	8.553702876895393e-06	1.8733416431462478e-06	0.0002735880656808279	0.00028150980300909996	5.416068640905938e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.2956516736111475e-06	4.306724978761217e-06	9.69889795164121e-07	0.0001249389762727723	0.0001288304893946	2.2699176314794132e-05
EX_met__L_e_r	1507044695.0	0.0	1507044695.0	1.0	0.0032802290411290146	0.0032854944250081	0.001616926514739213	0.014012618600880657	0.01198722274996625	0.009764118284309196
EX_gly_e_r	885644039.0	0.0	885644039.0	1.0	0.03519972451332157	0.03580451009478135	0.013405141042574243	0.12247366125366532	0.1228989519386709	0.05927424837023662
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.476911641947004e-06	5.507940410440153e-06	1.4273434248444902e-06	0.0001504569340905919	0.0001520526936491	3.3236180118245045e-05
EX_ser__L_e_r	260649800.0	0.0	260649800.0	1.0	0.014050726560066824	0.0098601311313915	0.013300712729621047	0.16602378084236805	0.176307321976176	0.06874995594538244
EX_ala__L_e_f	8016611615.0	1.0	8016611615.0	0.0	1.1390356171862817	0.8845307339309219	0.9680047348044212	0.34244693219765343	0.2351589424810555	0.34490382587928353
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.010609367678082961	0.0106609040986432	0.0009814518354385373	0.0	0.0	0.0
EX_fol_e_r	9977455185.0	1.0	9977455185.0	0.0	0.0014063969246867626	0.0014786984743405001	0.00045754428126202744	0.00015146084852156252	0.0001558915135148	5.059496722903051e-05
EX_urea_e	2313656821.0	0.0	2313656821.0	1.0	0.029699203215474784	0.02768233760760995	0.01846299242268589	0.07297609070571195	0.06512603831445675	0.04979746276773052
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.007010437677756907	0.0072737295413914	0.003118629235265704	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.00701043767775698	0.00727372954139145	0.0031186292352657157	0.0	0.0	0.0
EX_gudac_e	3001012528.0	0.0	3001012528.0	1.0	0.023694401408864123	0.02084187379219285	0.016740926297307116	0.05318913262170031	0.04138542920025315	0.044052915594092246
EX_hdca_e_f	3352109.0	0.0	3352109.0	1.0	0.3106002611394097	0.24152437394629075	0.2681433961854232	1.9890014659726785	1.9864455409122543	0.1579323517206552
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003124631712178075	0.00031097862597395	8.466052088343744e-05	0.0	0.0	0.0
EX_ptrcOUT_e	150666014.0	0.0	150666014.0	1.0	0.0218236495744425	0.01901628471797315	0.015783641240340558	0.16615313284133484	0.17589144289477315	0.05440881687371408
EX_biomassx	0.0	0.0	0.0	1.0	1.5015665914929104e-05	1.5054373208570178e-05	3.390298433169045e-06	0.0004367304590803742	0.000450333438414	7.934610950442623e-05
EX_gthox_e	6368130530.0	1.0	6368130530.0	0.0	0.5449346515446137	0.45287382495086537	0.41222405098187975	0.3267304221694559	0.33314499155374877	0.16308322487575386
EX_2obut_e	850125095.0	0.0	850125095.0	1.0	0.04909907988600087	0.049451461005796254	0.008996613796955563	0.2530247458976402	0.24529171570073044	0.14739657834440212
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	0.9689450035212233	1.0097262555825468	0.1864785758431281	-1.2739856714343803e-17	-6.062317211092787e-17	2.6597862193183633e-16
EX_val__L_e_r	213749130.0	0.0	213749130.0	1.0	0.07369403812313326	0.0768358742586223	0.019373609226141824	0.22063909148116131	0.22957566726089196	0.06461718483218319
EX_spmd_e	8891113271.0	1.0	8891113271.0	0.0	0.01652423894337156	0.013760093020690051	0.012049536081540784	0.003129174474696906	0.00287798433636195	0.002220850282972203
EX_sprm_e	9149330092.0	1.0	9149330092.0	0.0	0.01349871778407612	0.0118261097902225	0.009585855206799802	0.0019804421199089007	0.00183617173181135	0.0012997324098322082
EX_5mthf_e	9977455176.0	1.0	9977455176.0	0.0	0.0014063969323713185	0.00147869849221105	0.00045754428306916234	0.00015146088570730688	0.0001558914653357	5.059495937513574e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	0.9689450035212215	1.00972625558255	0.18647857584312746	0.0	0.0	0.0
EX_thbpt_e_r	96534936.0	0.0	96534936.0	1.0	1.5808568696638059e-06	1.526750936605991e-06	8.247626430664323e-07	3.7140228794872086e-05	3.684147347552903e-05	1.930776039568294e-05
EX_CE2705_e	96534936.0	0.0	96534936.0	1.0	1.5808568696638059e-06	1.526750936605991e-06	8.247626430664323e-07	3.7140228794872086e-05	3.684147347552903e-05	1.930776039568294e-05
EX_crtn_e	1304702853.0	0.0	1304702853.0	1.0	0.026012812651632404	0.02331998278177115	0.016508206986894217	0.07577506911188887	0.06973701073908925	0.041651521898754415
EX_his__L_e_r	1951502859.0	0.0	1951502859.0	1.0	0.09731549553725061	0.09878528281494114	0.029125822247388047	0.14444841465632888	0.15706611730718884	0.04520812549837846
