	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_lac__L_e	6172821055.0	1.0	6172821055.0	0.0	5.075879861684002	5.174819726354087	0.9622978544999535	4.8547856839805315	4.897789747059949	0.19796058372248787
EX_glc__D_e_r	6705564684.0	1.0	6705564684.0	0.0	2.9965832043318508	3.0550635767648457	0.5681207443709226	2.774910629108318	2.7995211776648876	0.11315516742324835
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.016201243560073283	0.0148376487668994	0.010300713633167863	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.039361084461536355	0.0395485708255034	0.008449150023584243	0.1312921616447554	0.13127022232765934	0.009071165505751107
EX_gln__L_e_r	4665006109.0	9.46510636824318e-149	4665006109.0	1.0	0.6580781731839945	0.6678031473399462	0.12317610870214728	0.6781842570269335	0.6804197362324076	0.03651759676273557
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02017603355694772	0.01844385931903915	0.013196575286233456	0.0	0.0	0.0
DM_asp__L_e	9704946100.0	1.0	9704946100.0	0.0	2.065051142034709	1.7423654857505055	1.6082385551472627	0.08960525561645732	0.06682688031835984	0.08060163586286219
EX_co2_e	10000000000.0	1.0	10000000000.0	0.0	141.07909794585046	140.01319918523131	17.125295588583928	31.530086561754345	31.36420506973878	9.705110811889776
EX_h_e_f	7241802937.0	1.0	7241802937.0	0.0	304.0487119722738	326.4588444912492	109.27685423562055	194.60264332239612	166.88158691029207	142.174369333543
EX_h2o_e_f	7462624203.0	1.0	7462624203.0	0.0	115.42218253625033	114.07067712041729	33.73927420434189	75.41447203939568	65.13634753384395	51.34206721148862
EX_ump_e_r	5683740792.0	1.0	5683740792.0	0.0	9.385241731233736e-06	8.514435937626374e-06	6.29182579471729e-06	7.610190376057957e-06	8.09886527604151e-06	4.170470040653712e-06
EX_pi_e_r	9978670267.0	1.0	9978670267.0	0.0	0.00020666434212143474	0.00020998069889185	1.9471233585891156e-05	0.00013542354556908684	0.00013498139558495	5.720388594257966e-06
EX_nh4_e	9988306382.0	1.0	9988306382.0	0.0	99.81381795886938	97.36305294280436	21.685761583530606	38.5518052035619	38.59051745198526	12.773825879383546
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	102.8229043371508	102.87783638144137	10.954505648453392	2.2736335375236765	2.1815789031434996	0.585370819722245
EX_arg__L_e_r	272576969.0	0.0	272576969.0	1.0	0.09216069976601779	0.09422996678072221	0.021025692190036645	0.18514862678214158	0.1928344659103084	0.036087708661682004
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.059162725665233e-05	5.039925045218151e-05	2.2145406446389277e-05	0.0	0.0	0.0
EX_leu__L_e_r	9970940038.0	1.0	9970940038.0	0.0	0.00014286134505063478	0.0001442578619257	1.360456152897805e-05	9.381147336730294e-05	9.369197991939619e-05	5.2177894927970765e-06
EX_ile__L_e_r	9979060197.0	1.0	9979060197.0	0.0	6.59004136386612e-05	6.723291387952259e-05	5.777866042590559e-06	4.371423407415853e-05	4.4046385208444486e-05	1.1043858413745874e-06
EX_met__L_e_r	9999900004.0	1.0	9999900004.0	0.0	0.002826011604101005	0.0030187070586656503	0.0013005194805156815	2.3381961130464288e-05	2.3559623188493928e-05	5.907161861273041e-07
EX_gly_e_r	5433988128.0	1.0	5433988128.0	4.816297801348177e-248	0.11848182257299543	0.1145531941789224	0.06832180827267785	0.10906060029489918	0.09849473522348635	0.07163440559315533
EX_phe__L_e_r	9996171605.0	1.0	9996171605.0	0.0	9.806887468958358e-05	9.996518756764678e-05	8.502469845597308e-06	5.2076838910233436e-05	5.205876716263882e-05	7.189877322615038e-06
EX_ser__L_e_r	4018888393.0	0.0	4018888393.0	1.0	0.10560609660176772	0.1033113090007121	0.0632460374868671	0.14359965149483872	0.1307453132674343	0.09851667547082561
EX_ala__L_e_f	9508403430.0	1.0	9508403430.0	0.0	2.65500095513283	2.120059675323351	2.2042721161527776	0.17106714662297712	0.12274324314243179	0.1605048163089819
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03206149307863292	0.0324802671045401	0.008091008157102541	0.0	0.0	0.0
EX_fol_e_r	1874712033.0	0.0	1874712033.0	1.0	0.00017982293778614152	0.00018846933958845	4.6712442393197605e-05	0.0002640146241471884	0.00027345123909775003	7.950921581858979e-05
