	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_lac__L_e	5875279962.0	1.0	5875279962.0	0.0	5.02761825559333	5.074465267877207	0.9348514700037185	4.845928752424576	4.891389643611335	0.20156298153955626
EX_glc__D_e_r	6448931522.0	1.0	6448931522.0	0.0	2.968424826636258	2.9960759187674615	0.552045663140091	2.7699411756903736	2.7959544407642323	0.11522226844178754
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.020233065712191335	0.0202152434057748	0.009672394425753935	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.038904842621883456	0.0387503805372723	0.00810058153430242	0.13085025804960204	0.13116097620830597	0.008739051378982505
EX_gln__L_e_r	4331451957.0	0.0	4331451957.0	1.0	0.6501871782078859	0.6551418043935442	0.12370101417038722	0.6777766710536607	0.679090425179167	0.036699823892158936
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.022598851015255654	0.02090498051308935	0.013404858006743833	0.0	0.0	0.0
DM_asp__L_e	9699757942.0	1.0	9699757942.0	0.0	2.1052228172864336	1.6830740025904674	1.7481585051549924	0.0897016652649236	0.06461955718218626	0.08422688511009037
EX_co2_e	9999999845.0	1.0	9999999845.0	0.0	133.88084920269685	133.58449048649197	18.345082256084545	29.641622157438245	28.759392211077063	9.101271728014966
EX_h_e_f	7745565156.0	1.0	7745565156.0	0.0	347.8938161801645	354.88507436663093	70.34327626062156	224.24146937321856	212.62606241837236	130.0441234723561
EX_h2o_e_f	5741080932.0	1.0	5741080932.0	0.0	92.24027099131003	95.50341453233528	36.65058213749408	82.97121271531773	81.16619838839219	40.18015239688179
EX_ump_e_r	6894536553.0	1.0	6894536553.0	0.0	1.0942260923620968e-05	1.1084973215043562e-05	5.767581322173868e-06	7.241342583765416e-06	7.672481602166918e-06	4.011863705390125e-06
EX_pi_e_r	9939892175.0	1.0	9939892175.0	0.0	0.00020602556245691335	0.00021039882927785	2.086077354549571e-05	0.00013557613429032757	0.00013551521668355002	5.427092298447031e-06
EX_nh4_e	9946418453.0	1.0	9946418453.0	0.0	90.38878587400967	86.97589264198436	21.888249037141165	36.22455725552306	35.0574356964453	11.80855434844297
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	102.34235170772084	101.70404170767716	12.374509728976896	2.280986935800857	2.2047121588715015	0.5334605592572498
EX_arg__L_e_r	433518250.0	0.0	433518250.0	1.0	0.09602823348741069	0.100972198441241	0.02082848782822151	0.1772489810596613	0.18328008308447052	0.03608616447151471
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.80662886932228e-05	4.830445793683955e-05	2.0290540709999795e-05	0.0	0.0	0.0
EX_leu__L_e_r	9919851720.0	1.0	9919851720.0	0.0	0.00014306368302125058	0.0001451872464701	1.5127073154885272e-05	9.368115089845326e-05	9.385079112874745e-05	5.27467055111627e-06
EX_ile__L_e_r	9944028914.0	1.0	9944028914.0	0.0	6.588292789143909e-05	6.749576160974713e-05	6.165549154120914e-06	4.3686085844651606e-05	4.402331790603339e-05	1.1236921654946336e-06
EX_met__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.0026946260829092466	0.00282358856721305	0.0013095055763519214	2.3366905157861146e-05	2.3547284970238443e-05	6.010428293602143e-07
EX_gly_e_r	4506361274.0	0.0	4506361274.0	1.0	0.10009200471251462	0.09142673471229315	0.06551826021910329	0.11459442812695288	0.10583230295930954	0.07574903612883073
EX_phe__L_e_r	9989212347.0	1.0	9989212347.0	0.0	9.798723939501826e-05	0.000100282550258	9.080557049903368e-06	5.0770858629418755e-05	5.014753962150356e-05	7.03322281319216e-06
EX_ser__L_e_r	4875231281.0	2.1330918211879656e-22	4875231281.0	1.0	0.12181327920465447	0.11955185540328775	0.06330074552956273	0.13454101800892646	0.11883296075018335	0.09586479587746173
EX_ala__L_e_f	9455782337.0	1.0	9455782337.0	0.0	2.632641349944912	1.9548938818455714	2.314653092271021	0.16877760183170576	0.12147316779508466	0.16042998942729553
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03327386411028134	0.034625473604515095	0.008052880010086264	0.0	0.0	0.0
EX_fol_e_r	2190323315.0	0.0	2190323315.0	1.0	0.00018101006128953863	0.0001917512634668	4.891317421491377e-05	0.0002628348318226053	0.00027844253407315	8.675333143998642e-05
EX_urea_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.05476970441274247	0.04699434247595255	0.04113656496569291
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.3310787732822951	0.3532808741560277	0.11857188257379023	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.3310787732822951	0.3532808741560277	0.11857188257379023	0.0	0.0	0.0
EX_gudac_e	2689923805.0	0.0	2689923805.0	1.0	0.043572741708967244	0.040789589577656	0.027098846704638354	0.08319503623413424	0.08039930669028	0.05071037434581584
EX_hdca_e_f	9835180846.0	1.0	9835180846.0	0.0	2.0430079627111124	2.0233393823195494	0.8586449763821334	0.34915826289402946	0.33684142749322277	0.09689097270649889
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.00033842245868612636	0.0003483239296449	9.338624053090368e-05	0.0	0.0	0.0
EX_ptrcOUT_e	1885609981.0	0.0	1885609981.0	1.0	0.03431419464974558	0.030328562499091202	0.023668718413058377	0.08838653889066007	0.08416924308470855	0.052302595194817746
EX_biomassx	9944028914.0	1.0	9944028914.0	0.0	0.0002302970794378739	0.00023593482060745	2.155198636078562e-05	0.00015270690456672123	0.00015388571615439998	3.92792233409985e-06
EX_gthox_e	9914577690.0	1.0	9914577690.0	0.0	0.7115804128742771	0.6284215092061192	0.497121223816721	0.021830031689545604	0.02038722248571405	0.012040447401612829
EX_2obut_e	92530409.0	0.0	92530409.0	1.0	0.01345740271123828	0.0134366426722218	0.002979539839925267	0.4959405454285039	0.5530158593002428	0.22778450400493172
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	17.882429021648857	18.078245351863117	2.6737387650769486	3.6066686733305236e-18	3.4267936639431096e-18	1.1249619186832029e-17
EX_val__L_e_r	11989765.0	0.0	11989765.0	1.0	0.02124701599020757	0.022411779627342303	0.005709182888263739	0.29024901514432777	0.29225317919407184	0.12826431452993478
EX_spmd_e	10000000000.0	1.0	10000000000.0	0.0	0.0018333269677265128	0.0016406965942197499	0.001381419054421824	0.0	0.0	0.0
EX_sprm_e	8432319771.0	1.0	8432319771.0	0.0	0.0015577108027963601	0.00154840992633225	0.0009372690830480746	0.00046459378385282576	0.00044249675567170003	0.00022884137157668408
EX_5mthf_e	2190323617.0	0.0	2190323617.0	1.0	0.00018101007336732223	0.00019175128365839998	4.8913176305336464e-05	0.00026283483182224616	0.00027844253410040003	8.675333143780793e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	17.882429021648736	18.078245351862975	2.673738765077043	0.0	0.0	0.0
EX_thbpt_e_r	9997113559.0	1.0	9997113559.0	0.0	3.823297738155007e-05	3.903846277022367e-05	3.5650684696872163e-06	1.1148608929096923e-05	1.0505278859874017e-05	6.948558275768634e-06
