	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8290705329.0	1.0	8290705329.0	0.0	4.56674598742295	4.670921705281637	0.3762666798780759	3.6611888545264892	3.6624250855998732	0.8093653878324611
EX_glc__D_e_r	7678519726.0	1.0	7678519726.0	0.0	2.6911365532411704	2.7510761505647254	0.22380908850973757	2.2512434548699622	2.2523655557753433	0.49891682759767497
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	426233286.0	0.0	426233286.0	1.0	0.0752631403037367	0.07699504199582449	0.006241005917635578	0.14214435801245695	0.1427650634790639	0.03891093388140167
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	1.1874056605054366	1.2143882338208187	0.09777174581052599	0.33539262531905345	0.33522019695666627	0.07416901561509344
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	3745450187.0	0.0	3745450187.0	1.0	0.3134081059388666	0.23230650502633915	0.2869188539260977	0.4906436676293348	0.38516270827465315	0.42416681406469525
EX_co2_e	136511.0	0.0	136511.0	1.0	35.121150046047056	35.305507041834574	2.547296943794973	65.87550567516924	64.85945241538579	8.664595178334796
EX_h_e_f	3828730026.0	0.0	3828730026.0	1.0	233.09878624878417	238.53393966484674	120.28649246970087	282.9797081033714	281.2734007321364	91.37907730341905
EX_h2o_e_f	3655328186.0	0.0	3655328186.0	1.0	82.78263536227088	76.9587811000106	53.61320685298236	106.2355279093212	108.18520255956858	42.472985046818835
EX_ump_e_r	7516747643.0	1.0	7516747643.0	0.0	2.1007687200091893e-05	2.093438263562256e-05	1.1018980089779956e-05	1.1779870808809152e-05	1.1305262780573734e-05	6.3337258722668525e-06
EX_pi_e_r	9988671456.0	1.0	9988671456.0	0.0	0.00040380708818139665	0.00041054215348265	6.0932133709347744e-05	0.00019528806751514753	0.00020016870714945	2.322793286684411e-05
EX_nh4_e	4242374.0	0.0	4242374.0	1.0	13.404129845991836	13.184401216207391	2.678475130030966	38.18693645036858	35.11816935559651	12.422195602500818
EX_o2_e_r	0.0	0.0	0.0	1.0	19.42426084210616	19.479741991697097	1.3774655669330202	50.66948720519676	50.98205437981089	6.105330320873407
EX_arg__L_e_r	9824558422.0	1.0	9824558422.0	0.0	0.198709658257293	0.2092399847940551	0.05098060619412791	0.07740267255224678	0.0788207951793686	0.0049436898064761335
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	9982489079.0	1.0	9982489079.0	0.0	0.0002815130352096694	0.00028557425172470003	4.395974779264737e-05	0.0001358205934308119	0.0001383281193443	1.6592224849100866e-05
EX_ile__L_e_r	9991134384.0	1.0	9991134384.0	0.0	0.00013005488620269673	0.0001328066111977	1.9016933941738527e-05	6.343893470406847e-05	6.524480393803133e-05	7.302971006540802e-06
EX_met__L_e_r	9331736889.0	1.0	9331736889.0	0.0	0.015884459150975142	0.0155684960989211	0.00998723763330962	0.0018273461630648566	0.00195352422832965	0.0007877572860833736
EX_gly_e_r	8538895343.0	1.0	8538895343.0	0.0	0.1162589724250788	0.11836309593362924	0.06740831011480125	0.03310604646284727	0.0316918642776595	0.021312601147012854
EX_phe__L_e_r	9907557493.0	1.0	9907557493.0	0.0	0.00015614012209838618	0.0001552695604747	3.0175669723593408e-05	7.697351598901543e-05	7.674541546829296e-05	1.4566459506972493e-05
EX_ser__L_e_r	9474207763.0	1.0	9474207763.0	0.0	0.1503801070683893	0.16098179702006235	0.06965923883386121	0.02070131319060107	0.017522622549679	0.015388309390650003
EX_ala__L_e_f	3706029102.0	0.0	3706029102.0	1.0	0.35943698325051215	0.24013562367788738	0.3926497067255299	0.568796321388284	0.4109211684444817	0.5292710488165553
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	13364801.0	0.0	13364801.0	1.0	0.00015666345293726086	0.00015743411425464998	4.270347706584311e-05	0.0009510899297465825	0.0009989548052183	0.0002356325261349511
EX_urea_e	7216990799.0	1.0	7216990799.0	0.0	0.0651124580676732	0.051164054689730204	0.051679222801731796	0.027524309812686533	0.026158755908624348	0.017413909906368263
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	7457383374.0	1.0	7457383374.0	0.0	0.0634705940932676	0.0528110817403023	0.049136377728509734	0.024412474687612012	0.0219707982143675	0.01646554195970947
EX_hdca_e_f	9999988949.0	1.0	9999988949.0	0.0	1.9895365951028927	1.9956948748048242	0.17205093113112066	0.15416339625250874	0.11648517853657836	0.13682406028677718
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	9947447228.0	1.0	9947447228.0	0.0	0.165877378812728	0.17596101227607	0.053559795797980495	0.015679081003642938	0.012406371837081251	0.012735588989047456
EX_biomassx	9991134384.0	1.0	9991134384.0	0.0	0.0004546133788782606	0.00046423217163765	6.647464657103846e-05	0.00022175397864937637	0.00022806648514745	2.552790150427743e-05
EX_gthox_e	3795849511.0	0.0	3795849511.0	1.0	0.327962907541199	0.3285864535941613	0.1431874867202319	0.4781450084815891	0.42001414099147055	0.31927930691109524
