	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07157942979018402	0.07370003668599945	0.008291969519457877	4.488078834349971	4.580891688330041	0.4138599320658929
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10295864357269109	0.10488396878681905	0.013688361328207384	2.6419069724056654	2.695769752305828	0.2473941066064401
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.002795962796017367	0.0023015788873627504	0.0021352111120873925	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.010960326951400153	0.011130710112714451	0.0014588742380209486	0.07397281568229735	0.0754603871218536	0.006782784304602289
EX_gln__L_e_r	0.0	0.0	0.0	1.0	0.20307513711806705	0.20866198438585096	0.024226981606613816	1.16457439079767	1.1883552778523718	0.1067379719039272
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.028038637179587423	0.02946140180942325	0.012352374855856937	0.0	0.0	0.0
DM_asp__L_e	8140277696.0	1.0	8140277696.0	0.0	1.258533391887429	0.9434573772528415	1.1486785969022193	0.308634546217264	0.22853325215747625	0.2839954231282197
EX_co2_e	10000000000.0	1.0	10000000000.0	0.0	103.58350544757221	100.45235528524456	21.750729032970728	35.413901489958896	35.53847617725103	2.263149348090626
EX_h_e_f	6803889994.0	1.0	6803889994.0	0.0	258.6720898788673	264.0452644552504	85.46014298706403	193.97842704733443	185.61004883528176	108.63265522710154
EX_h2o_e_f	5745747683.0	1.0	5745747683.0	0.0	101.90291561383083	105.69171172936035	46.4619728675802	88.15188185730864	83.24337386537113	55.466144291873604
EX_ump_e_r	113974010.0	0.0	113974010.0	1.0	8.066014177034462e-07	7.861022778437002e-07	3.956980756180701e-07	2.477964660021183e-05	2.6420680629424465e-05	1.3481734489699669e-05
EX_pi_e_r	0.0	0.0	0.0	1.0	1.3148347473822065e-05	1.3360119089186428e-05	2.8224643426074837e-06	0.00039305892804361895	0.00040190370031475	6.193213729957158e-05
EX_nh4_e	9999978090.0	1.0	9999978090.0	0.0	74.44298386936472	69.82941200746771	30.741284004734908	13.641185136531833	13.324196948691968	2.393891245341149
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	62.26861244355173	62.455576584487545	6.44634545210007	19.571462726617572	19.648719263474224	1.3604074544869287
EX_arg__L_e_r	262988431.0	0.0	262988431.0	1.0	0.07914077943997551	0.08212668956230801	0.011776525248784414	0.2018438174049918	0.2109078072193294	0.04827543514257581
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.741336509514534e-06	4.748096255853083e-06	1.400029892024331e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.480024546191995e-06	8.62273268792475e-06	1.7863038723046316e-06	0.000278511832553432	0.0002851852143044	4.603798810579353e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.261513661617179e-06	4.333850155960557e-06	9.256914761786281e-07	0.00012791159836047892	0.00013149010269289998	2.0247360088948166e-05
EX_met__L_e_r	875978710.0	0.0	875978710.0	1.0	0.00337498514177467	0.0034894216602547002	0.0015910115843955142	0.01647245343698702	0.016287613604082152	0.009305908504238724
EX_gly_e_r	1247163126.0	0.0	1247163126.0	1.0	0.030130430878401525	0.0306452043929418	0.01639994034512166	0.1163185694951916	0.1185523292569028	0.06629051639307743
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.490560986457945e-06	5.463489110431788e-06	1.4007035082728984e-06	0.00015475922257458057	0.0001565974295985	3.078414679573491e-05
EX_ser__L_e_r	298030966.0	0.0	298030966.0	1.0	0.012188933519073826	0.0094572858639983	0.010393483371565737	0.13829578371079673	0.14695452342747228	0.06603319309079388
EX_ala__L_e_f	7951892021.0	1.0	7951892021.0	0.0	1.1439272263564602	0.8332222565941697	1.0454262720589371	0.33479823504680273	0.24009891696474034	0.3161675387489038
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.010369979438310204	0.010512269781342651	0.001096423117048671	0.0	0.0	0.0
