	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_lac__L_e	6161588716.0	1.0	6161588716.0	0.0	5.077587464042632	5.233432892450756	1.0604026888761195	4.843224634818476	4.888838764647378	0.2058903470514934
EX_glc__D_e_r	6592355576.0	1.0	6592355576.0	0.0	2.9973590657416067	3.0892947702284514	0.6266563763168664	2.768175571092176	2.7942633730416535	0.11766352138547323
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02174029213278754	0.021743496007902048	0.010912895811772724	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.041064255194891146	0.042269383840819796	0.008932005602592627	0.13105468212063914	0.13085051228749367	0.009972792106298473
EX_gln__L_e_r	5022468576.0	0.9591059570251556	5022468576.0	0.04089404977070168	0.6615491777407625	0.681017461193252	0.13864077530205113	0.6787319818894002	0.6810535074955448	0.03855271509784738
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.020534411663622614	0.01924341624505655	0.012505624460419678	0.0	0.0	0.0
DM_asp__L_e	9628255092.0	1.0	9628255092.0	0.0	1.7626169759075276	1.4578016652278754	1.3779510449492762	0.09668322545236531	0.06551569084038461	0.09557452380229613
EX_co2_e	10000000000.0	1.0	10000000000.0	0.0	138.81536357090275	138.09520964396626	15.913294238689026	29.69752054042723	29.348698367691014	8.671689015342023
EX_h_e_f	6972331890.0	1.0	6972331890.0	0.0	357.1625510226225	364.8984086567258	62.83464129335236	260.84025559227234	272.20021103039386	137.02050480632536
EX_h2o_e_f	6725998509.0	1.0	6725998509.0	0.0	111.83451111223005	117.00240337096213	41.89858385058386	88.16590844038811	87.25922445612882	40.69148907194827
EX_ump_e_r	6979647915.0	1.0	6979647915.0	0.0	1.1073844900733419e-05	1.1011104702633657e-05	5.851191150851705e-06	7.198085798956152e-06	7.187030024972868e-06	3.8411010003573714e-06
EX_pi_e_r	9980101739.0	1.0	9980101739.0	0.0	0.00020485463956440025	0.00020856479378415001	1.9182211959320206e-05	0.00013540936699692432	0.0001354738871778	5.094124490795301e-06
EX_nh4_e	9996018593.0	1.0	9996018593.0	0.0	96.68583002966253	92.7948051183627	20.78921772837777	36.30501570122681	35.80668831884449	11.285929596126142
EX_o2_e_r	10000000000.0	1.0	10000000000.0	0.0	104.40581008619559	104.17584405582959	10.867758428054326	2.270361128726163	2.1807513515008274	0.5511143718146017
EX_arg__L_e_r	89379181.0	0.0	89379181.0	1.0	0.08735578169276889	0.0909803284540515	0.023655106981054073	0.18179602129212843	0.18549300307900823	0.028298386228893666
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.823303993868146e-05	4.779740707093213e-05	2.1187274488556185e-05	0.0	0.0	0.0
EX_leu__L_e_r	9985391826.0	1.0	9985391826.0	0.0	0.00014507638452414853	0.00014768692298255	1.4326726682606602e-05	9.376036506972896e-05	9.383445350850345e-05	5.359054994262563e-06
EX_ile__L_e_r	9986530795.0	1.0	9986530795.0	0.0	6.584107868859275e-05	6.726997303080446e-05	5.794091641493958e-06	4.36840832668478e-05	4.402531887956129e-05	1.1338499422006432e-06
EX_met__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.0028629960878320294	0.00303814331097865	0.0012677934875291398	2.336583374495865e-05	2.3548355015007974e-05	6.064760295336171e-07
EX_gly_e_r	4565585641.0	1.5850421467441404e-248	4565585641.0	1.0	0.11105134269205051	0.10778601908630944	0.06284360595231994	0.12349052703021698	0.11848234134241314	0.07412527994162658
EX_phe__L_e_r	9999277493.0	1.0	9999277493.0	0.0	9.792542256262685e-05	9.99934115223877e-05	8.518764304600263e-06	5.054784737801519e-05	4.96774217594614e-05	7.08469122405148e-06
EX_ser__L_e_r	4013178675.0	0.0	4013178675.0	1.0	0.10687146905019719	0.10052019828139225	0.0672738213823731	0.1397056060178308	0.12781684231629653	0.08922199668250458
EX_ala__L_e_f	9462976196.0	1.0	9462976196.0	0.0	2.4400830307448613	1.9374626735615226	2.052887114481322	0.17206513793573186	0.12375772405190585	0.16288089883971152
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.030611531820874414	0.03118048930003665	0.00760061084170878	0.0	0.0	0.0
EX_fol_e_r	1399639727.0	0.0	1399639727.0	1.0	0.0001700499277404931	0.00017864802216085	5.30986883356929e-05	0.00027703183036596664	0.00029284390237775	7.834027712647908e-05
