	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	9069029326.0	1.0	9069029326.0	0.0	4.849040869691317	4.894407199464072	0.20446512656312715	3.7498449992281677	3.7650442286734633	0.7817650683902049
EX_glc__D_e_r	7971498183.0	1.0	7971498183.0	0.0	2.7716085881134513	2.7974778329574557	0.11684238624051443	2.30788158877275	2.3157246849560167	0.480697755706221
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	2804949442.0	0.0	2804949442.0	1.0	0.13240445274774854	0.1327271090909769	0.00980225639786709	0.15190063192955416	0.1534297860322113	0.03316923573135912
EX_gln__L_e_r	9999984800.0	1.0	9999984800.0	0.0	0.6812584211813063	0.684083531472373	0.0378890275555196	0.3433895867662294	0.34402009863460103	0.07050461033331261
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	1240502516.0	0.0	1240502516.0	1.0	0.08799274103214484	0.0604029090310608	0.0884971775255376	0.5022547339259077	0.3983115243015465	0.4159299871217818
EX_co2_e	13288207.0	0.0	13288207.0	1.0	28.6936738766798	28.48135608799488	8.6974877163257	64.30134024037572	63.5082550399578	8.167231632172328
EX_h_e_f	2100589586.0	0.0	2100589586.0	1.0	205.70040376203718	202.32509450491887	112.32342365582076	322.9605981695733	330.59012341250855	89.62318176506876
EX_h2o_e_f	2822019141.0	0.0	2822019141.0	1.0	92.13449134539742	92.49900554149994	40.58251383831706	125.40019230847123	128.6099558013276	43.84887657791711
EX_ump_e_r	3123528287.0	0.0	3123528287.0	1.0	7.969525793220796e-06	8.147721194865551e-06	3.1148161703412016e-06	1.1496772494998624e-05	1.1595417922737022e-05	5.778486095811612e-06
EX_pi_e_r	180160454.0	0.0	180160454.0	1.0	0.00013446335958002044	0.00013465366890815	4.810766860925424e-06	0.000193732059656366	0.00019822484849480002	2.4088860221521674e-05
EX_nh4_e	4754875010.0	1.0870483635058458e-80	4754875010.0	1.0	35.074234965713906	34.85162563944773	11.280802557924398	36.87500508544915	33.97366067477118	11.035379855934176
EX_o2_e_r	0.0	0.0	0.0	1.0	2.159829837415031	2.084834313734803	0.5109483314884482	50.60902162054183	50.91451385952361	6.655180052871922
EX_arg__L_e_r	9996678045.0	1.0	9996678045.0	0.0	0.19028622214078827	0.19745691876193944	0.030692539929155906	0.0785186461504394	0.07945523500788304	0.0037420762460859606
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	195495354.0	0.0	195495354.0	1.0	9.471433316781025e-05	9.520795353424908e-05	5.249728898242413e-06	0.00013658704194976872	0.000139413663494	1.7340762612948468e-05
EX_ile__L_e_r	151899002.0	0.0	151899002.0	1.0	4.367331951411451e-05	4.40268519683484e-05	1.1405257257305796e-06	6.298300849946794e-05	6.457244819323733e-05	7.406534592560463e-06
EX_met__L_e_r	0.0	0.0	0.0	1.0	2.3360076852431764e-05	2.3549175402615515e-05	6.100467642849005e-07	0.0017656046000970051	0.00189388132853195	0.0008203260683029467
EX_gly_e_r	7504587454.0	1.0	7504587454.0	0.0	0.11010475344917926	0.1017406491706647	0.07371257433220965	0.04624973018146897	0.047038243747727346	0.02142867262432477
EX_phe__L_e_r	796113506.0	0.0	796113506.0	1.0	5.2525832641625694e-05	5.293514047818756e-05	7.304532381768254e-06	7.216697408000172e-05	7.092496219697834e-05	1.2709755382761443e-05
EX_ser__L_e_r	9155512848.0	1.0	9155512848.0	0.0	0.150424085187332	0.14635543555743719	0.09013483104337291	0.025502149840966593	0.0228490154739298	0.017840914400603775
EX_ala__L_e_f	2291547419.0	0.0	2291547419.0	1.0	0.16635803063061674	0.1215343926476408	0.15677528919835992	0.547137711324803	0.3940888745805574	0.5122106778250562
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	213330154.0	0.0	213330154.0	1.0	0.0002742973484660266	0.0002916611197992	7.947336388935027e-05	0.0008988417588616251	0.00095232892578895	0.00026819662056028887
EX_urea_e	7747982119.0	1.0	7747982119.0	0.0	0.06444522644836341	0.05513892094016905	0.04679200008467819	0.02382817662825623	0.02065505443700175	0.017031711196965244
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	8886065901.0	1.0	8886065901.0	0.0	0.08881261131109375	0.0865539844426655	0.050426480553682096	0.02259625293771976	0.02008442419271985	0.016215149315405845
EX_hdca_e_f	8923635194.0	1.0	8923635194.0	0.0	0.3401073380212146	0.32772371767957553	0.09444989045634301	0.14279340937953358	0.10716978136514105	0.1278296786139059
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	9480230056.0	1.0	9480230056.0	0.0	0.10218190220170249	0.1033047546939393	0.05256850245160967	0.014895777607265195	0.01165464615604885	0.0124207848159764
EX_biomassx	151899002.0	0.0	151899002.0	1.0	0.00015266227921790566	0.0001538980696465	3.986764888354145e-06	0.0002201602657298291	0.00022571623191305	2.5889913214439855e-05
EX_gthox_e	73753663.0	0.0	73753663.0	1.0	0.0203022442384527	0.018832021442812798	0.011306618635293227	0.44557467215445634	0.3791354637074942	0.3131198585732032
EX_2obut_e	9973054569.0	1.0	9973054569.0	0.0	0.48257344623557497	0.4966931408533838	0.1871404009321963	0.02645466650349031	0.0280599837572468	0.0064467062200010295
EX_crn_e	0.0	0.0	0.0	1.0	4.890257697739603e-18	6.42475461409332e-18	1.7634584945153598e-17	2.922036862824865	3.0174916131999163	1.4868295814352865
EX_val__L_e_r	9360617635.0	1.0	9360617635.0	0.0	0.30533904524895406	0.3091882901339259	0.12371482740998593	0.10752899299288626	0.11028041205656891	0.028139687143009205
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.013268377838830787	0.0101506908090303	0.011375019561502712
EX_sprm_e	40067621.0	0.0	40067621.0	1.0	0.0005549199333692568	0.00058590526925125	0.0002523284877212625	0.032106171546397826	0.031987781818028055	0.016568947584852785
EX_5mthf_e	213330154.0	0.0	213330154.0	1.0	0.0002742973484844595	0.0002916611198538	7.947336388927416e-05	0.0008988417587627495	0.00095232892564925	0.00026819662055813445
EX_tmlys_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.9220368628249513	3.0174916132001255	1.4868295814353107
EX_thbpt_e_r	4679162628.0	1.2334001660557017e-136	4679162628.0	1.0	1.2915161702058486e-05	1.3373164739083949e-05	7.201833606377953e-06	1.5042870572136318e-05	1.3304924070147444e-05	1.0803349925587633e-05
EX_CE2705_e	4679162628.0	1.2334001660557017e-136	4679162628.0	1.0	1.2915161702058486e-05	1.3373164739083949e-05	7.201833606377953e-06	1.5042870572136318e-05	1.3304924070147444e-05	1.0803349925587633e-05
EX_crtn_e	4488020034.0	0.0	4488020034.0	1.0	0.036973538930903375	0.0230488675975958	0.039464447310570534	0.03201512180833774	0.03068380521899365	0.018564537909472524
EX_his__L_e_r	5796978833.0	1.0	5796978833.0	0.0	0.11066179296162205	0.1223828627815379	0.059801837805542005	0.0967174780915881	0.09748891976202426	0.04867524226881519
EX_lys__L_e_r	9916971060.0	1.0	9916971060.0	0.0	0.15932211295137563	0.165839053526587	0.062322616184962515	0.008450185822409289	0.0091896389073308	0.003877213395368494
EX_carn_e_r	3803460994.0	0.0	3803460994.0	1.0	7.046183421162642	7.270538134033533	2.819264625219807	8.096625586481691	8.119458831960827	0.5938170435414827
EX_csn_e_r	7602686811.0	1.0	7602686811.0	0.0	9.382029411244984	9.023484739120875	3.2210682933509323	5.932724012984243	4.442058447783515	5.345756794069433
EX_cys__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_cyan_e_r	7699298042.0	1.0	7699298042.0	0.0	0.15229588551160375	0.1499193838185896	0.0710755696809278	0.0863856524638132	0.08255863838473795	0.0481559941641132
EX_tcyntc	7330928394.0	1.0	7330928394.0	0.0	0.08059323630579136	0.06682632400510011	0.060924118361476584	0.03574675875597958	0.02621828766609785	0.031183893275272538
EX_tcynt_e	6055773710.0	1.0	6055773710.0	0.0	0.07170264920581124	0.05863747762589875	0.05719901011737467	0.050638893707833366	0.038475172806074404	0.04287220738321524
EX_so3_e	5678234352.0	1.0	5678234352.0	0.0	0.16767367484258847	0.1681598988038159	0.06937733369200423	0.15225830292632306	0.14690952785161354	0.06726026549018639
EX_thr__L_e_r	9974824076.0	1.0	9974824076.0	0.0	0.48263262212085545	0.4967529365387209	0.18714056205971405	0.024808142285281855	0.0264023251432207	0.006508056408440655
EX_trp__L_e_r	2932338353.0	0.0	2932338353.0	1.0	0.00478778775444961	0.004821310017287949	0.0026968319058131287	0.007012218654458388	0.0069578480155221	0.002656611117686352
EX_anth_e	5643593139.0	1.0	5643593139.0	0.0	0.004785756430162163	0.0048192902671249	0.0026968332057273336	0.004181364539574644	0.004248158849595051	0.0025006815546550144
EX_tyr__L_e_r	2335419191.0	0.0	2335419191.0	1.0	1.1460577082951294e-05	1.0983415860034247e-05	7.212026638492017e-06	2.226533621232546e-05	2.4287592845534704e-05	1.1779735459833874e-05
EX_cystinex_r	6081937670.0	1.0	6081937670.0	0.0	0.1838818805718243	0.18743207469780837	0.013713040544812297	0.1770358932873871	0.18070173125758376	0.018173261689258022
EX_3hydroxybutanoatex_r	772185699.0	0.0	772185699.0	1.0	1.0981308231237006	0.9383747824580213	0.6581996869367032	2.8052412168021426	2.9205706951060373	0.9023811789894157
EX_gthrd_e_r	206530553.0	0.0	206530553.0	1.0	0.024359962152969494	0.019045068624922848	0.02048599234813961	0.8187898758959486	0.6905672088796819	0.6203639508551089
EX_cmp_e_r	3084188737.0	0.0	3084188737.0	1.0	3.927036848895868e-06	4.152863664567603e-06	2.0916966737959017e-06	5.84255504488358e-06	5.970743654099184e-06	2.959545848735133e-06
HEX1	482193789.0	0.0	482193789.0	1.0	2.9372767347247293	2.919533598905886	0.20342011350875974	15.175053007542887	11.431636243934873	12.425739509585197
G6PP	119774298.0	0.0	119774298.0	1.0	0.16566814661131712	0.1187656270179348	0.15671605243083453	12.867171418769667	9.12245644102138	12.384536151491261
PGI	5517539342.0	1.0	5517539342.0	0.0	1.2991218388878587	1.238177716505654	0.7930752225449459	1.1497089590252443	1.092007997769799	0.7047921842660296
PFK	394230000.0	0.0	394230000.0	1.0	1.2122379426786716	1.1847805091556265	0.6036244847460981	13.402804616872368	10.140756263447606	11.254033193200733
FBP	134457444.0	0.0	134457444.0	1.0	0.1817144071982426	0.1221928083798193	0.17530098609492867	12.564852150856913	9.296031687827707	11.221243533823792
FBA	6027171168.0	1.0	6027171168.0	0.0	1.0305235354804445	1.0308213425319663	0.5475458340383142	0.8379524660154941	0.7200160382950034	0.5830001703561866
TPI	7785605075.0	1.0	7785605075.0	0.0	2.279996513188676	2.256361738003495	0.27659303763600807	1.8701079589079195	1.845319679454261	0.43747703111719405
GAPD	8230312186.0	1.0	8230312186.0	0.0	5.0504303635288865	5.03327520253456	0.3304200406014574	4.100415417757458	4.088872736067901	0.8809489023732266
PGK	9599936676.0	1.0	9599936676.0	0.0	4.897426294201456	4.893906120286424	0.35139132372051546	2.5069871338776513	2.428840250193411	1.3246122471657407
DPGM	521824455.0	0.0	521824455.0	1.0	0.15300406932751937	0.10954109193010694	0.1454819922105406	1.5934282838796618	1.49172354710428	0.995476921454123
DPGase	521824455.0	0.0	521824455.0	1.0	0.15300406932751856	0.10954109193010664	0.1454819922105404	1.5934282838796914	1.4917235471042902	0.9954769214541301
PGM_f	10000000000.0	1.0	10000000000.0	0.0	21.87426509139406	22.36762552436202	7.711405998957156	2.697557827791706	2.8661934239954094	0.7172398544634103
ENO_f	8368796468.0	1.0	8368796468.0	0.0	15.99469750453679	14.656846194601975	7.29938147489902	7.934907822046144	8.17946084820301	2.99408087601189
PYK	0.0	0.0	0.0	1.0	4.994389176552934	4.9790819510559	0.3365980337685691	23.739876663740716	21.60806952592428	8.899466291032002
LDH_L	9069029327.0	1.0	9069029327.0	0.0	4.849040869692816	4.894407199467025	0.20446512656290014	3.7498449992281357	3.765044228673406	0.7817650683902033
r0407	6055952025.0	1.0	6055952025.0	0.0	1.2494729777083196	1.2718495638534097	0.605660590754145	1.0321554928924943	0.9934867552343973	0.5784557864812099
