	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_lac__L_e	10000000000.0	1.0	10000000000.0	0.0	4.838956125291006	4.88470228896947	0.20870905291737418	0.07203139409195836	0.0740564299821002	0.007882333749040345
EX_glc__D_e_r	10000000000.0	1.0	10000000000.0	0.0	2.765860555205207	2.7920001629777387	0.11926541175205137	0.1026158052678774	0.1045089677141959	0.013727884505790135
EX_gluIN__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00338441961003114	0.0029594603519875	0.0024455140382278378
EX_gluOUT__L_e	10000000000.0	1.0	10000000000.0	0.0	0.13115558270368416	0.131293467014226	0.009497269397529784	0.01128938781394634	0.01145608761136015	0.0013017946317560615
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.6763629028990585	0.6779504170591122	0.03764788146826846	0.20545963885028362	0.21125473720062626	0.022764145632970238
EX_asp__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.029752191110246913	0.0306232859656015	0.011570602929504594
DM_asp__L_e	661401740.0	0.0	661401740.0	1.0	0.09116657501190295	0.0666601621239226	0.0842131922309429	1.1724676359902546	0.8841692598102635	1.047354292870514
EX_co2_e	2341500.0	0.0	2341500.0	1.0	30.4017220197589	29.9262212558128	9.031522388533732	105.37093036278898	102.37733019227906	23.20440183185692
EX_h_e_f	2183380139.0	0.0	2183380139.0	1.0	211.93498428479757	213.50864363626286	97.01502732504716	310.582864830563	332.21218156054243	86.90691828895146
EX_h2o_e_f	2720069612.0	0.0	2720069612.0	1.0	101.58632069128025	100.39877586534577	41.17804033148637	133.26533620478915	138.53767251256977	33.38710402427094
EX_ump_e_r	9588173379.0	1.0	9588173379.0	0.0	6.2085030883228e-06	6.2800467621001456e-06	3.423060611470372e-06	7.759401210143678e-07	7.659216200527282e-07	3.4005191260670575e-07
EX_pi_e_r	10000000000.0	1.0	10000000000.0	0.0	0.00013593380493445384	0.00013608670289374998	5.646178124252052e-06	1.2022247513619165e-05	1.204359069914237e-05	3.0524127491951604e-06
EX_nh4_e	981572103.0	0.0	981572103.0	1.0	37.26113919651847	36.55081372483362	11.885959286226926	78.91122073386066	74.00377039617103	33.04353334478881
EX_o2_e_r	0.0	0.0	0.0	1.0	2.2470708111322244	2.1581619825209666	0.5467624506882047	60.71896757234781	61.00726991000734	6.653354289357288
EX_arg__L_e_r	9897128978.0	1.0	9897128978.0	0.0	0.18106357568401032	0.1850598438468949	0.03349327440411433	0.07793122235640504	0.081222545921582	0.01280357298975166
EX_pro__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.674226648807056e-06	4.632469454263453e-06	1.4855643248062472e-06
EX_leu__L_e_r	10000000000.0	1.0	10000000000.0	0.0	9.344794550094914e-05	9.355961925521972e-05	5.174774637178911e-06	7.751461756851537e-06	7.739084269613106e-06	1.9759821766073653e-06
EX_ile__L_e_r	10000000000.0	1.0	10000000000.0	0.0	4.36472036611146e-05	4.400504722778869e-05	1.177604902038399e-06	3.910169351224321e-06	3.907419715108641e-06	1.0048461890601989e-06
EX_met__L_e_r	30026705.0	0.0	30026705.0	1.0	2.3346107992141728e-05	2.3537512363101214e-05	6.29879785795371e-07	0.0028569843064965425	0.00275354424060295	0.001650224730163352
EX_gly_e_r	8235341769.0	1.0	8235341769.0	0.0	0.10935169086948252	0.0980779370307838	0.0747167948384092	0.03226127367985419	0.03343580443248305	0.014781416990397513
EX_phe__L_e_r	10000000000.0	1.0	10000000000.0	0.0	5.2762723508587e-05	5.2542722317532114e-05	7.05032362373055e-06	5.231018760791796e-06	5.123145730526844e-06	1.536630067543443e-06
EX_ser__L_e_r	9502821433.0	1.0	9502821433.0	0.0	0.1390425066020044	0.1228724642078161	0.09710296201859744	0.011226690234843392	0.008522334850607799	0.009735451066982643
EX_ala__L_e_f	1026746919.0	0.0	1026746919.0	1.0	0.17575123293104947	0.12850357139993956	0.16165798410288518	1.1938483689987298	0.901945051204673	1.0512281870407987
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.010875601374922746	0.0110310284660784	0.0009700745231481094
EX_fol_e_r	82305293.0	0.0	82305293.0	1.0	0.00027771065834765354	0.0002940165448749	7.887084797692569e-05	0.0013971609268228864	0.00145055172939355	0.0004364143076062964
EX_urea_e	7145754265.0	1.0	7145754265.0	0.0	0.06461337389439696	0.05797647166714705	0.0456925505513537	0.030860886104174652	0.028639322274045	0.01922424865155249
EX_pyr_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007972189214478415	0.00814771030472875	0.0025165661654746193
PYRt2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007972189214478483	0.00814771030472875	0.0025165661654746123
EX_gudac_e	8224048724.0	1.0	8224048724.0	0.0	0.07469102964681146	0.0705643177114971	0.04719415622413314	0.025016701415348147	0.02243276081818195	0.017210533949664136
EX_hdca_e_f	6264816467.0	1.0	6264816467.0	0.0	0.3486981231721993	0.3336954603527209	0.1018238747586698	0.32681637904408645	0.2403455591465338	0.3053793352568442
EX_ptrcIN_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00033678988101049534	0.00034666152722729996	9.955630895666557e-05
EX_ptrcOUT_e	9144537919.0	1.0	9144537919.0	0.0	0.09276222305543161	0.0876230675016528	0.05190903742739422	0.021098716088506112	0.01785053477237695	0.015715270939904786
EX_biomassx	10000000000.0	1.0	10000000000.0	0.0	0.00015257098994365375	0.00015382185008205	4.116377009201648e-06	1.3668193119444234e-05	1.3658581628467196e-05	3.5124902616077347e-06
EX_gthox_e	123429221.0	0.0	123429221.0	1.0	0.020973589034392955	0.01962873027807625	0.011403311801824348	0.5515630701175289	0.4593373871677626	0.42288022451200247
EX_2obut_e	9932855139.0	1.0	9932855139.0	0.0	0.4919369363915099	0.5087829475777973	0.16986672071383105	0.04963887789009035	0.05133292844077865	0.010776790338328691
EX_crn_e	0.0	0.0	0.0	1.0	5.4070753349590234e-18	5.519914831105071e-18	1.1778284986836452e-17	1.0167942589413208	1.0507994807454861	0.14419466596261038
EX_val__L_e_r	9644994006.0	1.0	9644994006.0	0.0	0.29662244186285447	0.30351056033082324	0.1292947815369086	0.06693970234625277	0.06732689890308399	0.019007368901817978
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.014735376853234252	0.01324258071873425	0.010484558782100613
EX_sprm_e	156738196.0	0.0	156738196.0	1.0	0.0005302570466686123	0.00052235911606555	0.00022490822953981877	0.01517507892056636	0.013580916806625501	0.010090018825635467
EX_5mthf_e	82305292.0	0.0	82305292.0	1.0	0.00027771065834832477	0.00029401654486759996	7.887084797279891e-05	0.0013971609294781955	0.0014505517368734	0.00043641430734227504
EX_tmlys_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.016794258941321	1.0507994807454883	0.14419466596261088
EX_thbpt_e_r	9621560488.0	1.0	9621560488.0	0.0	1.3175739031855586e-05	1.2953949106366344e-05	6.901908064802464e-06	1.6845873648620051e-06	1.6522153276024052e-06	9.154997351920618e-07
EX_CE2705_e	9621560488.0	1.0	9621560488.0	0.0	1.3175739031855586e-05	1.2953949106366344e-05	6.901908064802464e-06	1.6845873648620051e-06	1.6522153276024052e-06	9.154997351920618e-07
EX_crtn_e	6388276481.0	1.0	6388276481.0	0.0	0.041704359488952604	0.0307032425849403	0.037461809791924316	0.022048724402249503	0.01868827202806405	0.015519124853487314
EX_his__L_e_r	5364970441.0	1.0	5364970441.0	3.993648654947838e-176	0.10675904763077572	0.10976831414998744	0.05470417155195086	0.10301760993690197	0.1080914404326236	0.030034360764248123
EX_lys__L_e_r	9753969208.0	1.0	9753969208.0	0.0	0.16474793638350083	0.1782564420066487	0.0684356713283481	0.019022174546589093	0.018174590864939902	0.010727388472003777
EX_carn_e_r	540791579.0	0.0	540791579.0	1.0	7.5054903908212545	7.349052715480314	2.903478636606903	12.583958065773226	12.587756588393791	1.0918865000154137
