	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8725893995.0	1.0	8725893995.0	0.0	4.838956125291006	4.88470228896947	0.20870905291737418	3.888452751754473	3.991343538529595	0.8224413900643557
EX_glc__D_e_r	7214734780.0	1.0	7214734780.0	0.0	2.765860555205207	2.7920001629777387	0.11926541175205137	2.3934292311004097	2.45692852849177	0.5054567974863563
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	3523710301.0	0.0	3523710301.0	1.0	0.13115558270368416	0.131293467014226	0.009497269397529784	0.14448520548994928	0.14999790999205465	0.04102252059006913
EX_gln__L_e_r	9999391727.0	1.0	9999391727.0	0.0	0.6763629028990585	0.6779504170591122	0.03764788146826846	0.35655183215873126	0.3652510526553058	0.07390078359430945
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	1115746533.0	0.0	1115746533.0	1.0	0.09116657501190295	0.0666601621239226	0.0842131922309429	0.5976660254640447	0.4660771837913634	0.5215350255579211
EX_co2_e	21523891.0	0.0	21523891.0	1.0	30.4017220197589	29.9262212558128	9.031522388533732	64.52677302324791	63.60256198584977	8.857135699851614
EX_h_e_f	1819007821.0	0.0	1819007821.0	1.0	211.93498428479757	213.50864363626286	97.01502732504716	326.6814653735514	334.1201695275805	77.79812277813369
EX_h2o_e_f	4850906078.0	3.7456767257171535e-31	4850906078.0	1.0	101.58632069128025	100.39877586534577	41.17804033148637	104.94787377497542	100.93977735727503	46.20432923102921
EX_ump_e_r	3426527978.0	0.0	3426527978.0	1.0	6.2085030883228e-06	6.2800467621001456e-06	3.423060611470372e-06	8.905915588845555e-06	8.552133462055002e-06	4.8765719328569545e-06
EX_pi_e_r	652895179.0	0.0	652895179.0	1.0	0.00013593380493445384	0.00013608670289374998	5.646178124252052e-06	0.0001884860343343993	0.00019371680046845001	2.9694930642003535e-05
EX_nh4_e	5370357981.0	1.0	5370357981.0	2.71349789214361e-181	37.26113919651847	36.55081372483362	11.885959286226926	36.61577536633892	33.71574834172205	11.385131934450834
EX_o2_e_r	0.0	0.0	0.0	1.0	2.2470708111322244	2.1581619825209666	0.5467624506882047	50.8739838733974	51.280521331301536	6.517487888311958
EX_arg__L_e_r	9919542039.0	1.0	9919542039.0	0.0	0.18106357568401032	0.1850598438468949	0.03349327440411433	0.07692349538776673	0.0781581215567458	0.004760569091952979
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	620866446.0	0.0	620866446.0	1.0	9.344794550094914e-05	9.355961925521972e-05	5.174774637178911e-06	0.00013003210041502943	0.0001325763404348	2.059338418871095e-05
EX_ile__L_e_r	592300827.0	0.0	592300827.0	1.0	4.36472036611146e-05	4.400504722778869e-05	1.177604902038399e-06	6.0394523328501395e-05	6.21758022473584e-05	9.003963334145805e-06
EX_met__L_e_r	75782.0	0.0	75782.0	1.0	2.3346107992141728e-05	2.3537512363101214e-05	6.29879785795371e-07	0.0018015584091185134	0.00192853401881465	0.0007706913682810993
EX_gly_e_r	7326219144.0	1.0	7326219144.0	0.0	0.10935169086948252	0.0980779370307838	0.0747167948384092	0.05005698764495839	0.05042322014167485	0.022807739424140744
EX_phe__L_e_r	1405964090.0	0.0	1405964090.0	1.0	5.2762723508587e-05	5.2542722317532114e-05	7.05032362373055e-06	7.06214906872069e-05	6.894808041073026e-05	1.5151913464853278e-05
EX_ser__L_e_r	8893208787.0	1.0	8893208787.0	0.0	0.1390425066020044	0.1228724642078161	0.09710296201859744	0.025237739237281568	0.0211655725479206	0.018467728249927592
EX_ala__L_e_f	2136002122.0	0.0	2136002122.0	1.0	0.17575123293104947	0.12850357139993956	0.16165798410288518	0.6156476453586849	0.44810152564687594	0.5644687093639585
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	78694799.0	0.0	78694799.0	1.0	0.00027771065834765354	0.0002940165448749	7.887084797692569e-05	0.0009619862378675656	0.00101416078624985	0.00023350104015134967
EX_urea_e	7456473017.0	1.0	7456473017.0	0.0	0.06461337389439696	0.05797647166714705	0.0456925505513537	0.027176884512878252	0.025041911743913	0.01840078891346437
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	8096288244.0	1.0	8096288244.0	0.0	0.07469102964681146	0.0705643177114971	0.04719415622413314	0.026794862016588008	0.024383289854173852	0.018658276692253613
EX_hdca_e_f	8942186117.0	1.0	8942186117.0	0.0	0.3486981231721993	0.3336954603527209	0.1018238747586698	0.14725734853198236	0.11238991949768895	0.1316808164525363
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	9416739612.0	1.0	9416739612.0	0.0	0.09276222305543161	0.0876230675016528	0.05190903742739422	0.015407466801743114	0.01213907768861855	0.012651515436167046
EX_biomassx	592300827.0	0.0	592300827.0	1.0	0.00015257098994365375	0.00015382185008205	4.116377009201648e-06	0.00021111208596427173	0.00021733863578235002	3.147380551509003e-05
EX_gthox_e	60448043.0	0.0	60448043.0	1.0	0.020973589034392955	0.01962873027807625	0.011403311801824348	0.5316929978517525	0.4922497844792453	0.33732348334663453
EX_2obut_e	9967535690.0	1.0	9967535690.0	0.0	0.4919369363915099	0.5087829475777973	0.16986672071383105	0.026980049387562217	0.02849781913569895	0.006500067254047808
EX_crn_e	0.0	0.0	0.0	1.0	5.4070753349590234e-18	5.519914831105071e-18	1.1778284986836452e-17	2.8241601191095578	2.9430453777995633	1.4904412513342815
EX_val__L_e_r	8938374168.0	1.0	8938374168.0	0.0	0.29662244186285447	0.30351056033082324	0.1292947815369086	0.11592670092999079	0.11930564883596076	0.025900473459499546
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.013634986524494623	0.0113994444381155	0.011241483838469716
EX_sprm_e	45353897.0	0.0	45353897.0	1.0	0.0005302570466686123	0.00052235911606555	0.00022490822953981877	0.028571727823979164	0.027476710340697152	0.01574469876301873
EX_5mthf_e	78694799.0	0.0	78694799.0	1.0	0.00027771065834832477	0.00029401654486759996	7.887084797279891e-05	0.000961986237784868	0.00101416078614785	0.0002335010401486588
EX_tmlys_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.824160119109605	2.9430453777996184	1.4904412513342842
EX_thbpt_e_r	4559795594.0	3.948414013074744e-255	4559795594.0	1.0	1.3175739031855586e-05	1.2953949106366344e-05	6.901908064802464e-06	1.5845082190390983e-05	1.3865479669283965e-05	1.1231509692803791e-05
EX_CE2705_e	4559795594.0	3.948414013074744e-255	4559795594.0	1.0	1.3175739031855586e-05	1.2953949106366344e-05	6.901908064802464e-06	1.5845082190390983e-05	1.3865479669283965e-05	1.1231509692803791e-05
EX_crtn_e	6300958133.0	1.0	6300958133.0	0.0	0.041704359488952604	0.0307032425849403	0.037461809791924316	0.02287590473112163	0.020029780337690248	0.01629956418586043
EX_his__L_e_r	6312793732.0	1.0	6312793732.0	0.0	0.10675904763077572	0.10976831414998744	0.05470417155195086	0.08343071921915393	0.0837441659996519	0.04249285653060385
EX_lys__L_e_r	9900080538.0	1.0	9900080538.0	0.0	0.16474793638350083	0.1782564420066487	0.0684356713283481	0.00864577331530543	0.00940424634435865	0.0036670025074414673
EX_carn_e_r	4367912556.0	0.0	4367912556.0	1.0	7.5054903908212545	7.349052715480314	2.903478636606903	7.934479749910852	7.978321866491065	0.6444578117317008
EX_csn_e_r	7687363011.0	1.0	7687363011.0	0.0	10.024067721983464	9.90831453238303	3.4379311067567264	6.122236584510384	4.671266048943144	5.402176737110277
EX_cys__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_cyan_e_r	6955161235.0	1.0	6955161235.0	0.0	0.128118392763149	0.12059957227302905	0.06699957628595081	0.08403528019023747	0.07658554383725705	0.048824867284321775
EX_tcyntc	7123250953.0	1.0	7123250953.0	0.0	0.0748338949935675	0.0589310137992661	0.061612571612571894	0.0331534326946478	0.02619456004105685	0.027941061228979217
EX_tcynt_e	5213863572.0	1.0	5213863572.0	6.160712168904551e-62	0.05328449776957904	0.0429246300384305	0.043680764990767985	0.050881847495589126	0.0398790435937654	0.04414146516684187
EX_so3_e	6248878535.0	1.0	6248878535.0	0.0	0.1911856414285387	0.20053115130661303	0.06811245716186709	0.1618232425981094	0.16256318286269233	0.0704178471739689
EX_thr__L_e_r	9970176550.0	1.0	9970176550.0	0.0	0.4919948803749529	0.5088421261454006	0.1698674459780025	0.025291768492865564	0.026683324149748548	0.006349361177668271
EX_trp__L_e_r	1773305239.0	0.0	1773305239.0	1.0	0.005261861318393419	0.00559980641880385	0.002683904062135412	0.008863134375098135	0.009209201354094	0.002624152538866476
EX_anth_e	4266618093.0	0.0	4266618093.0	1.0	0.005259831208801187	0.00559775759239735	0.0026839049623785943	0.005954913872729514	0.00626243288563255	0.0025749908644876317
EX_tyr__L_e_r	2784857695.0	0.0	2784857695.0	1.0	1.118542350344463e-05	1.1391686753915581e-05	6.8917372124565596e-06	2.0013678049457896e-05	2.0214062036318092e-05	1.1486371511695014e-05
EX_cystinex_r	5871520091.0	1.0	5871520091.0	0.0	0.1842532995703059	0.18686462140063104	0.012808906745870803	0.1769101620577822	0.18228021956906426	0.020741392011099744
EX_3hydroxybutanoatex_r	481406453.0	0.0	481406453.0	1.0	1.192592203321258	1.0044219917308417	0.7483389832852455	3.1665693070926237	3.328301946760333	0.7451244990340741
EX_gthrd_e_r	145306821.0	0.0	145306821.0	1.0	0.024978415730418892	0.0196450428079792	0.020786932291144686	0.9919536022524689	0.9088597378665512	0.6706415756165752
EX_cmp_e_r	4134096726.0	0.0	4134096726.0	1.0	4.130094282934228e-06	4.4496538183173366e-06	2.1182925839616877e-06	5.004797307197966e-06	5.165375108269695e-06	2.883501791688119e-06
HEX1	360930770.0	0.0	360930770.0	1.0	2.9367170760808823	2.9191911231381154	0.2073719051739576	16.40326141128575	13.02988201253752	12.606977290393491
G6PP	108890965.0	0.0	108890965.0	1.0	0.17085652087575018	0.12292329793861756	0.16397042314498755	14.009832180185262	10.656882181760654	12.580015315640514
PGI	5118943267.0	1.0	5118943267.0	1.5815019698921975e-20	1.274860168538765	1.2388715652333868	0.7716109329340035	1.2379399098568453	1.1938340327318013	0.7037354377682892
PFK	279766276.0	0.0	279766276.0	1.0	1.1068267692930562	1.0068212043207527	0.6473132502318563	16.27570347962953	11.486166898025168	15.213507592854642
FBP	108068740.0	0.0	108068740.0	1.0	0.1683672876781629	0.11028981334411264	0.17575816196844826	15.357843247124583	10.558790047896567	15.17682879544438
FBA	4970189378.0	0.010468599210978492	4970189378.0	0.9895314029376079	0.9384594816149201	0.8382450877579735	0.6030053096972956	0.9178602325045679	0.9021599575254102	0.5313432472896449
TPI	7046632614.0	1.0	7046632614.0	0.0	2.2681091436200638	2.2587469480323743	0.27353846682979344	1.9610189718674083	1.9892355951442937	0.45983154332497
GAPD	7543035516.0	1.0	7543035516.0	0.0	5.032842774781979	5.034421500081931	0.33397248657583956	4.283577474740025	4.38567007576974	0.933416269583966
PGK	9163024031.0	1.0	9163024031.0	0.0	4.8717459946352175	4.8800867332510895	0.3647669448381281	3.256771621163896	3.2949719393689394	1.1140333298625078
DPGM	1066172558.0	0.0	1066172558.0	1.0	0.1610967801469037	0.1152452794100099	0.1537918300703987	1.026805853576274	0.8467198248517811	0.7881923765313051
DPGase	1066172558.0	0.0	1066172558.0	1.0	0.16109678014690312	0.11524527941000995	0.15379183007039873	1.0268058535762816	0.8467198248517934	0.7881923765313046
PGM_f	10000000000.0	1.0	10000000000.0	0.0	21.410233699982037	21.89790648916479	7.2777802434290955	2.617145537295333	2.824135737124229	0.7602435510733635
ENO_f	8696069728.0	1.0	8696069728.0	0.0	18.140613529819653	18.101602374912282	7.216642521744382	8.819000173551771	9.211167475599474	2.5196079459386818
PYK	438316.0	0.0	438316.0	1.0	4.975987054418363	4.974437925161133	0.3381072195174221	23.590248528670777	21.606125383555035	8.6659575923007
LDH_L	8725893995.0	1.0	8725893995.0	0.0	4.8389561252929765	4.884702288970978	0.20870905291754827	3.888452751754462	3.9913435385295757	0.8224413900643565
r0407	6370481826.0	1.0	6370481826.0	0.0	1.3296496620052465	1.399168146762315	0.6298271428791198	1.0431587393628552	1.0475424892494796	0.5418400003986137
PRPPS	147352.0	0.0	147352.0	1.0	0.001084937422967868	0.00106858311322355	0.00044993887526127295	0.07081263144826139	0.06944998939998505	0.029844419498209283
G6PDH2r	6247463698.0	1.0	6247463698.0	0.0	1.4909584000457565	1.522835706811395	0.7739380320835288	1.1554312244641376	1.0565065931112574	0.7471281867856562
PGL	6247463698.0	1.0	6247463698.0	0.0	1.4909584000457696	1.5228357068114131	0.7739380320835269	1.1554312244641423	1.0565065931112607	0.7471281867856567
GND	6247463698.0	1.0	6247463698.0	0.0	1.4909584000452298	1.5228357068102087	0.773938032083599	1.1554312244640759	1.0565065931111346	0.7471281867856442
RPI	5764392005.0	1.0	5764392005.0	0.0	0.49770942496401227	0.5083063766322719	0.257950237496511	0.43235216245357033	0.39858235589461194	0.25089227251651447
TKT2_f	5540193474.0	1.0	5540193474.0	0.0	0.5491511910233373	0.5577608801064571	0.2604238644143541	0.5037954682653192	0.47629857177687734	0.24991515377342616
RPE_f	6726422323.0	1.0	6726422323.0	0.0	1.1654851280311171	1.1822929550691286	0.5280431923478613	0.8400642701896018	0.7777321739438605	0.4939018375832331
TKT1_f	5850982453.0	1.0	5850982453.0	0.0	0.5652948346295973	0.5718679032203573	0.2595141897301471	0.49099867321205776	0.46007709170588673	0.2477632264712207
TALA_f	3078460616.0	0.0	3078460616.0	1.0	1.8683246326230385	1.7456080018641817	1.0043804327544992	2.5972213618020006	2.6655212344682937	1.0464285842167993
r0408	6370481826.0	1.0	6370481826.0	0.0	1.3296496620052454	1.3991681467623378	0.6298271428791065	1.0431587393628703	1.0475424892494858	0.5418400003986142
PDHm	0.0	0.0	0.0	1.0	0.7575033062338129	0.7561901579395054	0.30899788276446494	9.165639724393303	9.19118925414691	1.8051155868802287
