	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	7647504059.0	1.0	7647504059.0	0.0	4.838956125291006	4.88470228896947	0.20870905291737418	4.541234818516102	4.634529840555153	0.3719989308619543
EX_glc__D_e_r	5790929509.0	1.0	5790929509.0	0.0	2.765860555205207	2.7920001629777387	0.11926541175205137	2.6874685867367383	2.7402545870722275	0.2213261564902725
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	9999650273.0	1.0	9999650273.0	0.0	0.13115558270368416	0.131293467014226	0.009497269397529784	0.07486133093378389	0.07638762170478405	0.006126334189084196
EX_gln__L_e_r	1138149.0	0.0	1138149.0	1.0	0.6763629028990585	0.6779504170591122	0.03764788146826846	1.1808153926646543	1.2047054457606015	0.09635224520762518
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	1858536978.0	0.0	1858536978.0	1.0	0.09116657501190295	0.0666601621239226	0.0842131922309429	0.3515892856084157	0.26526909255641606	0.31453882809105654
EX_co2_e	3123290835.0	0.0	3123290835.0	1.0	30.4017220197589	29.9262212558128	9.031522388533732	35.197603773580646	35.39402800950303	2.3769077426832306
EX_h_e_f	5284875416.0	1.0	5284875416.0	3.3313143449220562e-108	211.93498428479757	213.50864363626286	97.01502732504716	204.0814691960292	195.04917478085576	119.55979037113168
EX_h2o_e_f	5815203778.0	1.0	5815203778.0	0.0	101.58632069128025	100.39877586534577	41.17804033148637	89.21614081082453	87.55711988459478	46.41187701417132
EX_ump_e_r	989599355.0	0.0	989599355.0	1.0	6.2085030883228e-06	6.2800467621001456e-06	3.423060611470372e-06	2.2517057369628045e-05	2.266346135033278e-05	1.1251529654295232e-05
EX_pi_e_r	7606263.0	0.0	7606263.0	1.0	0.00013593380493445384	0.00013608670289374998	5.646178124252052e-06	0.000394672971422463	0.0004096714229618	6.93060431271504e-05
EX_nh4_e	9846343283.0	1.0	9846343283.0	0.0	37.26113919651847	36.55081372483362	11.885959286226926	13.609493968952979	13.307176976045959	2.540549015224287
EX_o2_e_r	0.0	0.0	0.0	1.0	2.2470708111322244	2.1581619825209666	0.5467624506882047	19.47971282862884	19.558089867384993	1.3934709492040793
EX_arg__L_e_r	5041551726.0	0.9993558532848409	5041551726.0	0.000644146889142522	0.18106357568401032	0.1850598438468949	0.03349327440411433	0.17732316173664833	0.18086494071471615	0.05705510214941564
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	7848869.0	0.0	7848869.0	1.0	9.344794550094914e-05	9.355961925521972e-05	5.174774637178911e-06	0.0002789941735290145	0.00029035210758335	5.116229479526043e-05
EX_ile__L_e_r	4538423.0	0.0	4538423.0	1.0	4.36472036611146e-05	4.400504722778869e-05	1.177604902038399e-06	0.0001279126160360458	0.00013293397418785	2.250459807492967e-05
EX_met__L_e_r	0.0	0.0	0.0	1.0	2.3346107992141728e-05	2.3537512363101214e-05	6.29879785795371e-07	0.016237590021125205	0.01612917159648825	0.009444998969180942
EX_gly_e_r	4639860247.0	1.4819535879487386e-171	4639860247.0	1.0	0.10935169086948252	0.0980779370307838	0.0747167948384092	0.11477671075219886	0.1173230717171139	0.06383614034024891
EX_phe__L_e_r	25982016.0	0.0	25982016.0	1.0	5.2762723508587e-05	5.2542722317532114e-05	7.05032362373055e-06	0.00015936494077117353	0.0001650239222685	3.656645864117634e-05
EX_ser__L_e_r	4350897991.0	0.0	4350897991.0	1.0	0.1390425066020044	0.1228724642078161	0.09710296201859744	0.1490702481943998	0.15684311893724875	0.06553663212653311
EX_ala__L_e_f	3510580073.0	0.0	3510580073.0	1.0	0.17575123293104947	0.12850357139993956	0.16165798410288518	0.32339861679651416	0.23253576910119683	0.3087122586761328
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	8808782645.0	1.0	8808782645.0	0.0	0.00027771065834765354	0.0002940165448749	7.887084797692569e-05	0.0001629694624233766	0.00016835931750835	4.336487927876365e-05
EX_urea_e	5295800361.0	1.0	5295800361.0	1.7421233824920968e-116	0.06461337389439696	0.05797647166714705	0.0456925505513537	0.06068388640826904	0.05071209129279085	0.04665054526861876
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	6164428874.0	1.0	6164428874.0	0.0	0.07469102964681146	0.0705643177114971	0.04719415622413314	0.05671841611032898	0.0461488665073159	0.045187856597804256
EX_hdca_e_f	442.0	0.0	442.0	1.0	0.3486981231721993	0.3336954603527209	0.1018238747586698	1.9655649819448375	1.9654148833758558	0.16844296589236965
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	2533718460.0	0.0	2533718460.0	1.0	0.09276222305543161	0.0876230675016528	0.05190903742739422	0.14597245737564565	0.1506695391778597	0.058829570113394104
EX_biomassx	4538423.0	0.0	4538423.0	1.0	0.00015257098994365375	0.00015382185008205	4.116377009201648e-06	0.0004471249660444988	0.00046467737535895	7.86659515060359e-05
EX_gthox_e	26052537.0	0.0	26052537.0	1.0	0.020973589034392955	0.01962873027807625	0.011403311801824348	0.3762446217821825	0.3859324801967987	0.1457847117821433
EX_2obut_e	8241844361.0	1.0	8241844361.0	0.0	0.4919369363915099	0.5087829475777973	0.16986672071383105	0.28405162814383467	0.2911992282526322	0.13387506085151296
EX_crn_e	6755005478.0	1.0	6755005478.0	0.0	5.4070753349590234e-18	5.519914831105071e-18	1.1778284986836452e-17	-6.441060801990023e-17	-7.359060164033276e-17	1.9410701674997763e-16
EX_val__L_e_r	7225151080.0	1.0	7225151080.0	0.0	0.29662244186285447	0.30351056033082324	0.1292947815369086	0.2008509667965022	0.20326821880781143	0.06882390528045013
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.003316767325601945	0.0029608943128672	0.0023999142123002624
EX_sprm_e	1583392060.0	0.0	1583392060.0	1.0	0.0005302570466686123	0.00052235911606555	0.00022490822953981877	0.0019063410153196366	0.0017937947406598499	0.0012331437728627804
EX_5mthf_e	8808783151.0	1.0	8808783151.0	0.0	0.00027771065834832477	0.00029401654486759996	7.887084797279891e-05	0.00016296943583595026	0.0001683591691935	4.3364871275368435e-05
EX_tmlys_e_r					0.0	0.0	0.0	0.0	0.0	0.0
EX_thbpt_e_r	1185680827.0	0.0	1185680827.0	1.0	1.3175739031855586e-05	1.2953949106366344e-05	6.901908064802464e-06	4.33512143315078e-05	4.571948174483024e-05	2.1532948079712746e-05
