	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07157942979018402	0.07370003668599945	0.008291969519457877	3.470233323967419	3.450059359168918	0.8379270452215076
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10295864357269109	0.10488396878681905	0.013688361328207384	2.1360808510490252	2.1234960338902686	0.5150383532027916
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.002795962796017367	0.0023015788873627504	0.0021352111120873925	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.010960326951400153	0.011130710112714451	0.0014588742380209486	0.1386801105144256	0.14030831658000614	0.03714419360452786
EX_gln__L_e_r	814702650.0	0.0	814702650.0	1.0	0.20307513711806705	0.20866198438585096	0.024226981606613816	0.3182883121614003	0.31768208853634117	0.07748445494485129
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.028038637179587423	0.02946140180942325	0.012352374855856937	0.0	0.0	0.0
DM_asp__L_e	7248255072.0	1.0	7248255072.0	0.0	1.258533391887429	0.9434573772528415	1.1486785969022193	0.4906729948278184	0.38328468486157435	0.397264675654939
EX_co2_e	9824969622.0	1.0	9824969622.0	0.0	103.58350544757221	100.45235528524456	21.750729032970728	64.81266791298742	64.38152848156227	7.316097053347808
EX_h_e_f	5312802827.0	1.0	5312802827.0	5.433033398614338e-130	258.6720898788673	264.0452644552504	85.46014298706403	243.68980781500318	260.0326606382604	107.67641349565308
EX_h2o_e_f	4173354380.0	0.0	4173354380.0	1.0	101.90291561383083	105.69171172936035	46.4619728675802	115.9487218223571	118.10503241522022	49.54024111452506
EX_ump_e_r	137281536.0	0.0	137281536.0	1.0	8.066014177034462e-07	7.861022778437002e-07	3.956980756180701e-07	1.1968763143920449e-05	1.2099451026625638e-05	5.200048134508866e-06
EX_pi_e_r	0.0	0.0	0.0	1.0	1.3148347473822065e-05	1.3360119089186428e-05	2.8224643426074837e-06	0.00019378465276314357	0.00019966719317835	2.569270202459801e-05
EX_nh4_e	9188887971.0	1.0	9188887971.0	0.0	74.44298386936472	69.82941200746771	30.741284004734908	35.59143731456705	33.27822562555858	9.220615796833881
EX_o2_e_r	8630399910.0	1.0	8630399910.0	0.0	62.26861244355173	62.455576584487545	6.44634545210007	52.44472922715557	52.682993170737014	6.330892802898371
EX_arg__L_e_r	6604991681.0	1.0	6604991681.0	0.0	0.07914077943997551	0.08212668956230801	0.011776525248784414	0.07629748597266614	0.07738394913040225	0.0050676572298284355
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.741336509514534e-06	4.748096255853083e-06	1.400029892024331e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.480024546191995e-06	8.62273268792475e-06	1.7863038723046316e-06	0.00013602539664032368	0.00013968028259525	1.8347391062825117e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.261513661617179e-06	4.333850155960557e-06	9.256914761786281e-07	6.300688987978089e-05	6.502271123247942e-05	7.970517597726517e-06
EX_met__L_e_r	8306203384.0	1.0	8306203384.0	0.0	0.00337498514177467	0.0034894216602547002	0.0015910115843955142	0.0015206648139378	0.0015436592989065499	0.0008033915204896174
EX_gly_e_r	4663570271.0	5.226702033209723e-150	4663570271.0	1.0	0.030130430878401525	0.0306452043929418	0.01639994034512166	0.03557261671446138	0.02995908566920305	0.025275222693747615
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.490560986457945e-06	5.463489110431788e-06	1.4007035082728984e-06	7.421252894573602e-05	7.35267939937599e-05	1.5201134965707898e-05
EX_ser__L_e_r	2289071220.0	0.0	2289071220.0	1.0	0.012188933519073826	0.0094572858639983	0.010393483371565737	0.034830414273628756	0.02802522099713535	0.026582049638405474
EX_ala__L_e_f	6750303259.0	1.0	6750303259.0	0.0	1.1439272263564602	0.8332222565941697	1.0454262720589371	0.5932243754146032	0.4263339288654034	0.5611700893714929
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.010369979438310204	0.010512269781342651	0.001096423117048671	0.0	0.0	0.0
EX_fol_e_r	8230162738.0	1.0	8230162738.0	0.0	0.001418120130461892	0.00146459611277515	0.0004388190015645781	0.000939924099973997	0.00098889892512135	0.0002390480011142177
EX_urea_e	5501825518.0	1.0	5501825518.0	0.0	0.02676462844427206	0.0244642065846595	0.017657573232237298	0.02419754885972339	0.02039915657429895	0.018430313117037786
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.0075078091165308065	0.00782411323313945	0.0030711022329580665	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.007507809116530878	0.007824113233139501	0.003071102232958072	0.0	0.0	0.0
EX_gudac_e	4880654945.0	1.182764976306185e-20	4880654945.0	1.0	0.021347648168289306	0.01849511755205505	0.015946000880110094	0.02202034009767356	0.0192039950510923	0.01611461013373199
EX_hdca_e_f	7177938669.0	1.0	7177938669.0	0.0	0.30236431102100647	0.22356971816254023	0.2722252272093361	0.12544480406269914	0.09238489819566385	0.1142174720877552
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.00032214174526328627	0.00033180392935035	9.956460286147908e-05	0.0	0.0	0.0
EX_ptrcOUT_e	5985021351.0	1.0	5985021351.0	0.0	0.01974626815833048	0.0171093630619368	0.014725086949010006	0.014665832890799896	0.01187468434088575	0.01171200016352252
EX_biomassx	0.0	0.0	0.0	1.0	1.489633478148347e-05	1.5149190626195124e-05	3.2358009919624885e-06	0.00022024374429270018	0.00022729014895400001	2.7861344101002673e-05
EX_gthox_e	5882001337.0	1.0	5882001337.0	0.0	0.6348892057993404	0.5583397393957747	0.44601502070847615	0.4878421032430931	0.4265258552673853	0.34228397157965534
EX_2obut_e	9082740136.0	1.0	9082740136.0	0.0	0.043692502985251264	0.04504553852267395	0.011971621362166243	0.024082118700754968	0.0263544172071934	0.008051691110479788
EX_crn_e	1211473032.0	0.0	1211473032.0	1.0	0.9439397381533067	0.9935193166280984	0.21525438120470544	3.0266077434433805	3.2384433158414305	1.4925000238731525
EX_val__L_e_r	1440571147.0	0.0	1440571147.0	1.0	0.07451826200783382	0.0772931575842119	0.018236952920244395	0.11157189052777229	0.11413324428553565	0.027254769763539646
EX_spmd_e	6209445884.0	1.0	6209445884.0	0.0	0.01681505599181199	0.01544676272989675	0.010598383270371044	0.013208992513523279	0.0102751444788832	0.011551390437539413
EX_sprm_e	1900936563.0	0.0	1900936563.0	1.0	0.01263744470465626	0.01106455529293815	0.00893765699161925	0.028987337886882302	0.0279633058746174	0.01568039127842077
EX_5mthf_e	8230162769.0	1.0	8230162769.0	0.0	0.0014181201376645592	0.00146459610867085	0.00043881900104499933	0.000939924099790055	0.00098889892494135	0.00023904800112467908
EX_tmlys_e_r	1211473032.0	0.0	1211473032.0	1.0	0.9439397381532978	0.9935193166281122	0.21525438120470625	3.0266077434434475	3.2384433158413657	1.4925000238731596
EX_thbpt_e_r	587270385.0	0.0	587270385.0	1.0	1.625468586045377e-06	1.6189658353562378e-06	8.396584087905892e-07	1.7066765589075258e-05	1.5658256729008656e-05	1.1229375999951527e-05
EX_CE2705_e	587270385.0	0.0	587270385.0	1.0	1.625468586045377e-06	1.6189658353562378e-06	8.396584087905892e-07	1.7066765589075258e-05	1.5658256729008656e-05	1.1229375999951527e-05
EX_crtn_e	5185496011.0	1.0	5185496011.0	4.0834728338604995e-47	0.031023151170849222	0.0285622584315476	0.018470480895634883	0.030000472248800664	0.027306426700012897	0.019149513664288534
EX_his__L_e_r	7230408043.0	1.0	7230408043.0	0.0	0.10977854865664835	0.11324937904476265	0.026451701622367887	0.07756188475119831	0.06733088035238305	0.050700770480219884
EX_lys__L_e_r	9006354496.0	1.0	9006354496.0	0.0	0.02418132680513222	0.02468140162176545	0.011360052714202937	0.007462651842461566	0.00793950937770815	0.004281218272433827
EX_carn_e_r	9998837589.0	1.0	9998837589.0	0.0	12.607577269776383	12.56233896788395	1.0521434437986628	8.153559734009525	8.177921912117142	0.5847745524087924
EX_csn_e_r	8564882430.0	1.0	8564882430.0	0.0	21.336448874856494	19.184173216088922	15.013857982375258	5.228947299516816	4.02092336719074	4.492214689318926
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.0819679646893592	0.08309267760539646	0.008666513938382329	0.0	0.0	0.0
EX_cyan_e_r	3491367533.0	0.0	3491367533.0	1.0	0.0744492527020326	0.0713972115253966	0.03359388799843485	0.1062363489293808	0.09543824163088266	0.06052681580312109
EX_tcyntc	4871466802.0	1.1857616169236265e-23	4871466802.0	1.0	0.033329782791578375	0.0287641492556023	0.024715980634968267	0.038916757505290424	0.029294284442657748	0.03650816905076431
EX_tcynt_e	3736564767.0	0.0	3736564767.0	1.0	0.041119469910457125	0.033059609056088804	0.033645879782621055	0.06731959142408873	0.0522386281648893	0.05699686450167035
EX_so3_e	1738234050.0	0.0	1738234050.0	1.0	0.08009597471021357	0.077349706644389	0.038837044358810975	0.1603033457774878	0.15938874618003634	0.07173727865936241
EX_thr__L_e_r	8871975080.0	1.0	8871975080.0	0.0	0.040325105376659016	0.04158844234172425	0.011919255733104647	0.022679979097812657	0.0248858205198402	0.008050158864595819
EX_trp__L_e_r	70682503.0	0.0	70682503.0	1.0	0.001108107989559979	0.00103285566705075	0.0005681814863842475	0.008179066430142694	0.00840826862356775	0.0027510457531016623
EX_anth_e	212774527.0	0.0	212774527.0	1.0	0.0008239773363384442	0.00074970200635305	0.0005240149939429247	0.00596692430212983	0.006274193156915801	0.002414913735241322
EX_tyr__L_e_r	255415809.0	0.0	255415809.0	1.0	1.756894877160563e-06	1.644211824369927e-06	9.293575621582741e-07	2.0551323249947697e-05	2.073442516852884e-05	1.0727324699154124e-05
EX_cystinex_r	13073.0	0.0	13073.0	1.0	0.06464315140296166	0.0653812870699742	0.012684713714170952	0.1811765968043919	0.185056007528474	0.016636871617928126
EX_3hydroxybutanoatex_r	9857526929.0	1.0	9857526929.0	0.0	7.8083433538553235	8.067095439865179	1.906690169482648	3.034238218083579	3.2391030449183154	0.8621836611835402
EX_gthrd_e_r	5963854596.0	1.0	5963854596.0	0.0	1.2341470303204232	1.0795310255230133	0.8934750527319646	0.9187827933479783	0.7942203693774686	0.6827400938379892
EX_cmp_e_r	237371329.0	0.0	237371329.0	1.0	3.113709754528509e-07	2.903594636603555e-07	1.9856293593533804e-07	5.398006224596725e-06	5.448301399653698e-06	2.954290789443112e-06
HEX1	4057524848.0	0.0	4057524848.0	1.0	14.246235625926497	10.5992038587353	13.00162580308436	19.870543715528097	13.816633062214915	18.23537960906022
G6PP	4644117933.0	1.4058264567951157e-167	4644117933.0	1.0	14.14327698235784	10.491957510549813	13.000564966072726	17.734462864478836	11.777762674709649	18.097294869953224
PGI	222083131.0	0.0	222083131.0	1.0	0.051961022318631166	0.05039149802887405	0.02924230121409815	1.0578591775878248	1.029000832063654	0.6402595565152711
PFK	4980189784.0	0.06245471611687503	4980189784.0	0.9375452934040142	13.302563472560976	9.809592200877214	11.90239960162604	12.923099351560847	9.838601596755169	10.906000666205898
FBP	5238020863.0	1.0	5238020863.0	3.31781667013927e-76	13.275842734080205	9.779820979230795	11.900769623838476	12.156954435602662	9.084504493248389	10.838518072067897
FBA	158729784.0	0.0	158729784.0	1.0	0.026720738479155206	0.02541630878447305	0.01641151107930527	0.766144915957714	0.7091363639775465	0.49004261816309364
TPI	0.0	0.0	0.0	1.0	0.057895249049359734	0.058169153420364855	0.017372388647733446	1.729155565341958	1.7292876738342482	0.45575558383505405
GAPD	0.0	0.0	0.0	1.0	0.11875761146272966	0.1204455153049472	0.03624248214336197	3.7939593245612433	3.80211038742026	0.9472052887033066
PGK	37069392.0	0.0	37069392.0	1.0	0.06334627806708903	0.059063688705518	0.04024538962000699	2.522428916841724	2.4259999405020576	1.2486869948400574
DPGM	287602489.0	0.0	287602489.0	1.0	0.055411333397253175	0.04799487863667725	0.039387681769246334	1.2715304077193448	1.1322429162093517	0.8804936141236995
DPGase	287602489.0	0.0	287602489.0	1.0	0.055411333397256984	0.0479948786366809	0.039387681769246306	1.271530407719374	1.1322429162093801	0.8804936141237096
PGM_f	57248535.0	0.0	57248535.0	1.0	0.46406118332270374	0.46563258142093167	0.11424130420485837	2.7008163418520366	2.888502124369408	0.7061969157260217
ENO_f	5237007.0	0.0	5237007.0	1.0	0.5412072159809596	0.5504253296052446	0.13709240195639372	7.515759218674587	7.616861761503206	2.943237798293773
PYK	7913615526.0	1.0	7913615526.0	0.0	36.82341184219644	34.30338043536783	12.518494232307072	25.51627529810085	21.91005534947007	12.353974178101266
LDH_L	0.0	0.0	0.0	1.0	0.07157942979092688	0.07370003669140815	0.008291969519567803	3.4702333239673644	3.4500593591687894	0.8379270452215247
r0407	102224376.0	0.0	102224376.0	1.0	0.03117451057021071	0.0289788091770239	0.01919484342518835	0.9630106493842221	0.9077337357470803	0.5555461518760444
PRPPS	2020110095.0	0.0	2020110095.0	1.0	0.042092181774858344	0.040674955439181204	0.017596377932135223	0.07121648207306752	0.06937517641219071	0.02874736295245193
G6PDH2r	218380984.0	0.0	218380984.0	1.0	0.050993521871459745	0.05066921588003885	0.030141632124803624	1.0781610637042176	0.9999410897822568	0.6936149633468127
PGL	218380984.0	0.0	218380984.0	1.0	0.050993521866639	0.05066921588483975	0.03014163212573952	1.0781610637042263	0.9999410897822647	0.6936149633468123
GND	218380984.0	0.0	218380984.0	1.0	0.050993521866639	0.05066921588483975	0.030141632125739528	1.0781610637040218	0.9999410897819023	0.693614963346822
RPI	134678615.0	0.0	134678615.0	1.0	0.045059295140237356	0.04389386588082185	0.01566553236784982	0.4068646759501247	0.38177861371148203	0.2312842853322922
TKT2_f	458610868.0	0.0	458610868.0	1.0	0.10477260348269024	0.10238570827854934	0.050636803962452494	0.46578405335231887	0.44632523256144363	0.23606250729664832
RPE_f	729193025.0	0.0	729193025.0	1.0	0.14207801946655904	0.1381757040753624	0.051163586172543726	0.7558235165271823	0.709112293096993	0.4579287151563778
TKT1_f	702324787.0	0.0	702324787.0	1.0	0.10439840763474498	0.10057399455385	0.043819399330425265	0.4237249021211118	0.4029563356656899	0.23053821134731592
TALA_f	210076848.0	0.0	210076848.0	1.0	0.11033920495496297	0.1030833478828175	0.06465504360534015	1.676661692040213	1.5392454857100772	1.0495640099256136
