Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_lac__L_e	64.0	8.65763513091091e-34	64.0	1.0	5.597373200000001	5.828225	1.0369571144740477	7.357161500000001	7.39916	0.32339419176513395
EX_glc__D_e_r	92.0	1.982122536117513e-33	92.0	1.0	3.3034875000000006	3.438485	0.6124454906231215	4.2054048	4.229455	0.18483810169809017
EX_gluIN__L_e	10000.0	1.0	10000.0	2.8198003048388453e-39	0.034986399999999994	0.036055000000000004	0.006409893949547407	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	1.280566787612476e-34	0.0	1.0	0.0450999	0.04751	0.008314450423719227	0.1836987	0.184195	0.008183202634887907
EX_gln__L_e_r	63.0	8.404548523808624e-34	63.0	1.0	0.7494245	0.78347	0.13705481800407934	0.9912315	0.99482	0.04376284726520402
EX_asp__L_e	10000.0	1.0	10000.0	2.818971252286885e-39	0.0399249	0.04146	0.006134292002646873	0.0	0.0	0.0
DM_asp__L_e	7550.0	0.999999999769554	7550.0	2.340686604001781e-10	0.48637049999999993	0.310925	0.4730523325105658	0.1728362	0.165625	0.13804963223113462
EX_co2_e	9910.0	1.0	9910.0	1.8685399018680666e-33	156.6278202	159.70712500000002	24.790595013699054	38.928267899999994	39.357405	5.074895662613441
EX_h_e_f	1096.0	7.296931526108791e-22	1096.0	1.0	364.2414518	368.46768	55.65485769748775	426.1606677	428.340185	25.790749700865046
EX_h2o_e_f	1210.0	1.0296340595454584e-20	1210.0	1.0	412.41079719999993	421.12816499999997	64.70972567887539	480.29983849999996	477.879035	28.002445969428138
EX_ump_e_r	6482.5	0.9998549468062723	6482.5	0.000146430520091853	0.0012442	0.001305	0.0005007533314815778	0.0010678999999999999	0.001055	0.00019827180099728526
EX_pi_e_r	7294.5	0.9999999897429614	7294.5	1.0402795017962338e-08	0.020245899999999997	0.022405	0.008436961980751511	0.014645100000000001	0.014685	0.0030001890495989303
EX_nh4_e	9873.0	1.0	9873.0	5.545683422006344e-33	120.02632370000003	121.23708500000001	23.999800740456017	43.778970099999995	45.366389999999996	5.9840739474005975
EX_o2_e_r	10000.0	1.0	10000.0	1.2810718345817004e-34	99.1387012	100.51867	14.56038574963959	4.7119726	4.64951	0.9000407343022163
EX_arg__L_e_r	0.0	1.2807832125755886e-34	0.0	1.0	0.1007833	0.104025	0.01691814231838267	0.19205479999999997	0.19356	0.013708030417948228
EX_pro__L_e	10000.0	1.0	10000.0	2.8168996623796895e-39	0.0043961	0.00364	0.002219751053017824	0.0	0.0	0.0
EX_leu__L_e_r	6787.0	0.9999937182886174	6787.0	6.352341027878498e-06	0.0139052	0.015179999999999999	0.00596723012067838	0.010775000000000002	0.010695	0.0024366069718675465
