	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8153630832.0	1.0	8153630832.0	0.0	4.962453720750023	5.071919975224684	1.0642353529139181	3.7498449992281677	3.7650442286734633	0.7817650683902049
EX_glc__D_e_r	7812040077.0	1.0	7812040077.0	0.0	2.9291118019105515	2.9932792182048966	0.6283646389203602	2.30788158877275	2.3157246849560167	0.480697755706221
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.018429743404184445	0.0179990178846201	0.010165635923538332	0.0	0.0	0.0
EX_gluOUT__L_e	462273.0	0.0	462273.0	1.0	0.03934191301915234	0.0402240852182717	0.009434847945230872	0.15190063192955416	0.1534297860322113	0.03316923573135912
EX_gln__L_e_r	9656838970.0	1.0	9656838970.0	0.0	0.6435529025778283	0.6570302140832216	0.13763713066089447	0.3433895867662294	0.34402009863460103	0.07050461033331261
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.021854988670474827	0.02064377469133375	0.011933490704352569	0.0	0.0	0.0
DM_asp__L_e	8491534681.0	1.0	8491534681.0	0.0	2.319644295752235	1.8563862974672602	1.8466529389427269	0.5022547339259077	0.3983115243015465	0.4159299871217818
EX_co2_e	9999811098.0	1.0	9999811098.0	0.0	136.4250744086765	134.51994823649108	16.55926074018784	64.30134024037572	63.5082550399578	8.167231632172328
EX_h_e_f	5649762929.0	1.0	5649762929.0	0.0	336.5348012719535	365.9750898759693	97.89111826296306	322.9605981695733	330.59012341250855	89.62318176506876
EX_h2o_e_f	2705471771.0	0.0	2705471771.0	1.0	88.26602308687102	89.8099911496883	42.914246827455784	125.40019230847123	128.6099558013276	43.84887657791711
EX_ump_e_r	5057973904.0	0.9999964493275858	5057973904.0	3.5506737055803747e-06	1.1689646142880812e-05	1.1552420058605567e-05	6.274762349214915e-06	1.1496772494998624e-05	1.1595417922737022e-05	5.778486095811612e-06
EX_pi_e_r	6436240687.0	1.0	6436240687.0	0.0	0.00020549590257526012	0.0002091822850798	1.8247896337332156e-05	0.000193732059656366	0.00019822484849480002	2.4088860221521674e-05
EX_nh4_e	9956432154.0	1.0	9956432154.0	0.0	94.72867596063504	90.82157605784727	19.863178086249476	36.87500508544915	33.97366067477118	11.035379855934176
EX_o2_e_r	9999589194.0	1.0	9999589194.0	0.0	103.4811094035045	103.46667819690165	11.531417761009532	50.60902162054183	50.91451385952361	6.655180052871922
EX_arg__L_e_r	7997527298.0	1.0	7997527298.0	0.0	0.09614605650193393	0.10111361955091086	0.02066692079605363	0.0785186461504394	0.07945523500788304	0.0037420762460859606
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.5991919842666616e-05	4.5096096170714346e-05	2.1565604081667546e-05	0.0	0.0	0.0
EX_leu__L_e_r	6473855034.0	1.0	6473855034.0	0.0	0.00014530872778561058	0.0001473922387346	1.3785659571690898e-05	0.00013658704194976872	0.000139413663494	1.7340762612948468e-05
EX_ile__L_e_r	6315835588.0	1.0	6315835588.0	0.0	6.621846501621941e-05	6.76619825850993e-05	5.61874656190335e-06	6.298300849946794e-05	6.457244819323733e-05	7.406534592560463e-06
