	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	7917312407.0	1.0	7917312407.0	0.0	4.8483189842854415	4.894466604101872	0.20104935316229713	4.488078834349971	4.580891688330041	0.4138599320658929
EX_glc__D_e_r	6437741777.0	1.0	6437741777.0	0.0	2.7712561678742604	2.79764026405337	0.11490915334797011	2.6419069724056654	2.695769752305828	0.2473941066064401
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	10000000000.0	1.0	10000000000.0	0.0	0.12986805353934625	0.12956698137885714	0.009856401815727053	0.07397281568229735	0.0754603871218536	0.006782784304602289
EX_gln__L_e_r	2548535.0	0.0	2548535.0	1.0	0.6765254575804852	0.6775288395805992	0.03836125306629968	1.16457439079767	1.1883552778523718	0.1067379719039272
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	2168509813.0	0.0	2168509813.0	1.0	0.09176714288576199	0.06575365432802255	0.08765583152920763	0.308634546217264	0.22853325215747625	0.2839954231282197
EX_co2_e	2973371810.0	0.0	2973371810.0	1.0	29.937196967780242	30.278191860849233	9.798965067355724	35.413901489958896	35.53847617725103	2.263149348090626
EX_h_e_f	4705055679.0	7.965243821243694e-116	4705055679.0	1.0	182.86360632213496	176.59231401143845	103.05191643845033	193.97842704733443	185.61004883528176	108.63265522710154
EX_h2o_e_f	5564214362.0	1.0	5564214362.0	0.0	98.13582667421271	96.57568954932118	50.677720919600745	88.15188185730864	83.24337386537113	55.466144291873604
EX_ump_e_r	1282157232.0	0.0	1282157232.0	1.0	7.022307823625043e-06	7.182971971203125e-06	3.5197948338840936e-06	2.477964660021183e-05	2.6420680629424465e-05	1.3481734489699669e-05
EX_pi_e_r	220106.0	0.0	220106.0	1.0	0.00013530499326563	0.00013548907514684998	5.233983421206345e-06	0.00039305892804361895	0.00040190370031475	6.193213729957158e-05
EX_nh4_e	9686136966.0	1.0	9686136966.0	0.0	36.52480240702935	36.92216400993263	12.613388837184633	13.641185136531833	13.324196948691968	2.393891245341149
EX_o2_e_r	0.0	0.0	0.0	1.0	2.295775081258746	2.211797456954569	0.5450895338939868	19.571462726617572	19.648719263474224	1.3604074544869287
EX_arg__L_e_r	3362481883.0	0.0	3362481883.0	1.0	0.18213401412306962	0.18817408180444362	0.033734078412158086	0.2018438174049918	0.2109078072193294	0.04827543514257581
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	622656.0	0.0	622656.0	1.0	9.384409668226567e-05	9.413283295463804e-05	5.394637822184107e-06	0.000278511832553432	0.0002851852143044	4.603798810579353e-05
