	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8461400525.0	1.0	8461400525.0	0.0	5.077587464042632	5.233432892450756	1.0604026888761195	3.678359368065884	3.6843616416818303	0.7829239248359777
EX_glc__D_e_r	8167945112.0	1.0	8167945112.0	0.0	2.9973590657416067	3.0892947702284514	0.6266563763168664	2.264543896983228	2.2677303930514627	0.4807421993662736
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02174029213278754	0.021743496007902048	0.010912895811772724	0.0	0.0	0.0
EX_gluOUT__L_e	53136383.0	0.0	53136383.0	1.0	0.041064255194891146	0.042269383840819796	0.008932005602592627	0.15113129068485637	0.1588337045703167	0.042325083380010994
EX_gln__L_e_r	9740353189.0	1.0	9740353189.0	0.0	0.6615491777407625	0.681017461193252	0.13864077530205113	0.3366689159314136	0.33610914273166337	0.07182715932236997
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.020534411663622614	0.01924341624505655	0.012505624460419678	0.0	0.0	0.0
DM_asp__L_e	8009620671.0	1.0	8009620671.0	0.0	1.7626169759075276	1.4578016652278754	1.3779510449492762	0.545961257910515	0.4230367737273541	0.45345874377044537
EX_co2_e	9999944025.0	1.0	9999944025.0	0.0	138.81536357090275	138.09520964396626	15.913294238689026	65.04960739488747	64.33269250703214	8.350040641221412
EX_h_e_f	6022588691.0	1.0	6022588691.0	0.0	357.1625510226225	364.8984086567258	62.83464129335236	297.46399964771973	338.48752439190355	128.57813997030433
EX_h2o_e_f	5182417608.0	1.0	5182417608.0	1.241218576400063e-45	111.83451111223005	117.00240337096213	41.89858385058386	108.70008407901162	115.5756965990672	43.67804676983241
EX_ump_e_r	5658668118.0	1.0	5658668118.0	0.0	1.1073844900733419e-05	1.1011104702633657e-05	5.851191150851705e-06	9.69515593638441e-06	9.685002006622315e-06	5.228986815891834e-06
EX_pi_e_r	5755158748.0	1.0	5755158748.0	0.0	0.00020485463956440025	0.00020856479378415001	1.9182211959320206e-05	0.00019723053303447635	0.0002031900004838	2.5766015974705493e-05
EX_nh4_e	9957329540.0	1.0	9957329540.0	0.0	96.68583002966253	92.7948051183627	20.78921772837777	37.31048132412221	34.62465123088374	11.279644247868038
EX_o2_e_r	9998051248.0	1.0	9998051248.0	0.0	104.40581008619559	104.17584405582959	10.867758428054326	50.976087342639055	51.29129195512549	6.562170746997183
EX_arg__L_e_r	6841554234.0	1.0	6841554234.0	0.0	0.08735578169276889	0.0909803284540515	0.023655106981054073	0.07667248243543913	0.0778662951556585	0.004904504580795883
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.823303993868146e-05	4.779740707093213e-05	2.1187274488556185e-05	0.0	0.0	0.0
EX_leu__L_e_r	6692074594.0	1.0	6692074594.0	0.0	0.00014507638452414853	0.00014768692298255	1.4326726682606602e-05	0.00013536288873671127	0.00013882581956249998	1.7258110403659827e-05
EX_ile__L_e_r	5899007395.0	1.0	5899007395.0	0.0	6.584107868859275e-05	6.726997303080446e-05	5.794091641493958e-06	6.334726498438287e-05	6.543033096847989e-05	7.751609084370858e-06
EX_met__L_e_r	7620381144.0	1.0	7620381144.0	0.0	0.0028629960878320294	0.00303814331097865	0.0012677934875291398	0.0017099500582552988	0.0018719536548355	0.0008609713546242512
EX_gly_e_r	8256413578.0	1.0	8256413578.0	0.0	0.11105134269205051	0.10778601908630944	0.06284360595231994	0.042465158923294465	0.0409438983579605	0.02720981183949362
EX_phe__L_e_r	9309286590.0	1.0	9309286590.0	0.0	9.792542256262685e-05	9.99934115223877e-05	8.518764304600263e-06	7.299176285992336e-05	7.198780835231564e-05	1.3802428503619117e-05
EX_ser__L_e_r	8562969889.0	1.0	8562969889.0	0.0	0.10687146905019719	0.10052019828139225	0.0672738213823731	0.02848365806970382	0.0258921608027287	0.020602822274778186
EX_ala__L_e_f	8264284472.0	1.0	8264284472.0	0.0	2.4400830307448613	1.9374626735615226	2.052887114481322	0.6019791765014495	0.4440566641565785	0.5496932849012018
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.030611531820874414	0.03118048930003665	0.00760061084170878	0.0	0.0	0.0
