	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	7538730546.0	1.0	7538730546.0	0.0	4.849678524881608	4.894216741105343	0.20035955224944701	4.56674598742295	4.670921705281637	0.3762666798780759
EX_glc__D_e_r	5774826793.0	1.0	5774826793.0	0.0	2.771991775842161	2.797439924915024	0.11453335150493518	2.6911365532411704	2.7510761505647254	0.22380908850973757
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	9999834108.0	1.0	9999834108.0	0.0	0.12989902762995317	0.13002654542114844	0.00932354104570527	0.0752631403037367	0.07699504199582449	0.006241005917635578
EX_gln__L_e_r	538815.0	0.0	538815.0	1.0	0.6753856527616017	0.6769621661926974	0.03706667845214812	1.1874056605054366	1.2143882338208187	0.09777174581052599
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	2193827449.0	0.0	2193827449.0	1.0	0.09368443984751297	0.06664960007363994	0.0886939835173242	0.3134081059388666	0.23230650502633915	0.2869188539260977
EX_co2_e	6325433516.0	1.0	6325433516.0	0.0	37.49938488799915	38.43760695005879	8.41118510212705	35.121150046047056	35.305507041834574	2.547296943794973
EX_h_e_f	4649445887.0	1.143697130660183e-162	4649445887.0	1.0	220.00694187016884	198.47487397642874	136.1129294791184	233.09878624878417	238.53393966484674	120.28649246970087
EX_h2o_e_f	5487834813.0	1.0	5487834813.0	0.0	91.06868116903297	89.35399665874228	50.53281177916069	82.78263536227088	76.9587811000106	53.61320685298236
EX_ump_e_r	1313024507.0	0.0	1313024507.0	1.0	7.084731984774865e-06	6.841604545352922e-06	4.034740626339955e-06	2.1007687200091893e-05	2.093438263562256e-05	1.1018980089779956e-05
EX_pi_e_r	171136.0	0.0	171136.0	1.0	0.00013561123119839574	0.00013577059187000001	5.319026949579539e-06	0.00040380708818139665	0.00041054215348265	6.0932133709347744e-05
EX_nh4_e	9993351608.0	1.0	9993351608.0	0.0	46.468229762321776	47.860497984187	10.986383359539973	13.404129845991836	13.184401216207391	2.678475130030966
EX_o2_e_r	0.0	0.0	0.0	1.0	2.284221471399639	2.1798434717686863	0.5878491456319067	19.42426084210616	19.479741991697097	1.3774655669330202
EX_arg__L_e_r	4195838546.0	0.0	4195838546.0	1.0	0.19429505196009747	0.19799540488242373	0.024187758020524294	0.198709658257293	0.2092399847940551	0.05098060619412791
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	550515.0	0.0	550515.0	1.0	9.339332142311782e-05	9.325935506251952e-05	5.418338078916665e-06	0.0002815130352096694	0.00028557425172470003	4.395974779264737e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.368554478923943e-05	4.4026674473600534e-05	1.1287514381216847e-06	0.00013005488620269673	0.0001328066111977	1.9016933941738527e-05
EX_met__L_e_r	0.0	0.0	0.0	1.0	2.3366615898586583e-05	2.3549079321834312e-05	6.037489514269664e-07	0.015884459150975142	0.0155684960989211	0.00998723763330962
EX_gly_e_r	5134445006.0	1.0	5134445006.0	1.0697333385607132e-25	0.12098015694485417	0.11942949623668335	0.07269145637279038	0.1162589724250788	0.11836309593362924	0.06740831011480125
EX_phe__L_e_r	129400.0	0.0	129400.0	1.0	5.33073619867056e-05	5.4109129536737775e-05	7.130659145770343e-06	0.00015614012209838618	0.0001552695604747	3.0175669723593408e-05
EX_ser__L_e_r	4019745353.0	0.0	4019745353.0	1.0	0.1283631878406519	0.1122459523425174	0.08933542213026063	0.1503801070683893	0.16098179702006235	0.06965923883386121
EX_ala__L_e_f	3415777553.0	0.0	3415777553.0	1.0	0.17614686232390828	0.12511902783668405	0.17091881951344814	0.35943698325051215	0.24013562367788738	0.3926497067255299
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	8693802511.0	1.0	8693802511.0	0.0	0.0002667462234046293	0.00028014572535009995	8.084235457564654e-05	0.00015666345293726086	0.00015743411425464998	4.270347706584311e-05
EX_urea_e	4742357950.0	6.539020244223902e-89	4742357950.0	1.0	0.05921028838749464	0.04836995288737925	0.046701663981489415	0.0651124580676732	0.051164054689730204	0.051679222801731796
EX_pyr_e					0.0	0.0	0.0	0.0	0.0	0.0
PYRt2					0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	6345886968.0	1.0	6345886968.0	0.0	0.0871696879436871	0.08318030193516805	0.05235373336147795	0.0634705940932676	0.0528110817403023	0.049136377728509734
EX_hdca_e_f	98.0	0.0	98.0	1.0	0.3619769183151677	0.34490894158218044	0.10690950625235392	1.9895365951028927	1.9956948748048242	0.17205093113112066
EX_ptrcIN_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	1995698415.0	0.0	1995698415.0	1.0	0.10464095766468724	0.10344471005845104	0.04838535215135578	0.165877378812728	0.17596101227607	0.053559795797980495
EX_biomassx	0.0	0.0	0.0	1.0	0.00015270501328036964	0.0001538974492047	3.945607275364252e-06	0.0004546133788782606	0.00046423217163765	6.647464657103846e-05
EX_gthox_e	38088636.0	0.0	38088636.0	1.0	0.02079226758674933	0.01949408476959515	0.011386720630075838	0.327962907541199	0.3285864535941613	0.1431874867202319
EX_2obut_e	7205517203.0	1.0	7205517203.0	0.0	0.4253491174981683	0.41509693706517004	0.1943159178054341	0.27425187564344133	0.27997923888823295	0.13698990340658815
EX_crn_e	5787036349.0	1.0	5787036349.0	0.0	5.40809229285598e-18	6.853797276725124e-18	1.732567491953181e-17	-5.76862331174438e-17	-2.492158147480921e-17	2.222945059573706e-16
EX_val__L_e_r	7038803390.0	1.0	7038803390.0	0.0	0.30024673314969336	0.3000368048271723	0.11766184275897355	0.21863195306099092	0.22856894157561725	0.06849194129306233
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0030133202660693405	0.00264078845858935	0.0022464191321329235
EX_sprm_e	1390138070.0	0.0	1390138070.0	1.0	0.0005442004687912584	0.0005530275681679	0.0002361255149213148	0.0019881590501270203	0.00192013090949085	0.001212121756273307
EX_5mthf_e	8693802058.0	1.0	8693802058.0	0.0	0.0002667462234164202	0.0002801457253506	8.084235457554434e-05	0.00015666347147927305	0.00015743416088615	4.270348338742423e-05
EX_tmlys_e_r					0.0	0.0	0.0	0.0	0.0	0.0
EX_thbpt_e_r	1524436639.0	0.0	1524436639.0	1.0	1.3685603010888388e-05	1.4602139964444445e-05	7.0129610706900075e-06	3.8183407134397786e-05	3.845827368942248e-05	2.0516836438281435e-05
EX_CE2705_e	1524436639.0	0.0	1524436639.0	1.0	1.3685603010888388e-05	1.4602139964444445e-05	7.0129610706900075e-06	3.8183407134397786e-05	3.845827368942248e-05	2.0516836438281435e-05
EX_crtn_e	3274558171.0	0.0	3274558171.0	1.0	0.047860214825840415	0.0333655596448251	0.04392789061049883	0.06996328169359094	0.062112868796301055	0.04308122534251113
EX_his__L_e_r	2412083040.0	0.0	2412083040.0	1.0	0.09168138813931105	0.09368840018490715	0.052065467228812126	0.14027743927193406	0.1522499010942371	0.0471726841496063
EX_lys__L_e_r	9928358761.0	1.0	9928358761.0	0.0	0.1528327509963941	0.16129729032026818	0.06615051412929243	0.003930372771562737	0.00394488835248345	0.0020006948335095478
EX_carn_e_r	9671979466.0	1.0	9671979466.0	0.0	9.974928605296324	10.289174739342805	2.392420450829219	4.875274431057072	4.822417025226743	1.23511482059981
EX_csn_e_r	9990485731.0	1.0	9990485731.0	0.0	12.218056054727297	12.411510524634537	3.5548199857236344	1.18779738305793	0.8859380100710001	1.077395056870273
EX_cys__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_cyan_e_r	2131286425.0	0.0	2131286425.0	1.0	0.1404113162726623	0.12361705736836476	0.08059309561509165	0.22042782821533913	0.2278036224068768	0.059140559010297064
EX_tcyntc	3956866798.0	0.0	3956866798.0	1.0	0.0837175876346078	0.05874373996846185	0.07766129916280565	0.10327740251133179	0.0974083518177782	0.06943434947314708
EX_tcynt_e	2746565822.0	0.0	2746565822.0	1.0	0.05669372863805247	0.04434122159928615	0.0465643046037284	0.11715042570401041	0.10439869286438591	0.08045000214795991
EX_so3_e	8922813172.0	1.0	8922813172.0	0.0	0.18118872093162453	0.19334117911267118	0.0725904424824122	0.06873761429459173	0.07287457069212785	0.026915323751469166
EX_thr__L_e_r	7412419593.0	1.0	7412419593.0	0.0	0.4254069780181523	0.4151543067627814	0.19431579491558784	0.2586126350096755	0.26794436376957087	0.13614701565334525
EX_trp__L_e_r	2328898977.0	0.0	2328898977.0	1.0	0.0049636311121792655	0.0050627688175254	0.0027836981467248187	0.010876871392496873	0.01036535677544145	0.006652772804918161
EX_anth_e	2330830509.0	0.0	2330830509.0	1.0	0.004961599219272883	0.005060745423122549	0.002783697631798294	0.010870822284538085	0.0103593415779028	0.006652780452371415
EX_tyr__L_e_r	1429705239.0	0.0	1429705239.0	1.0	1.0696959164610344e-05	9.808109721988587e-06	7.014204862333901e-06	3.465063023504835e-05	3.333285352368489e-05	2.0371536914022945e-05
EX_cystinex_r	5849110689.0	1.0	5849110689.0	0.0	0.1846900270709601	0.18764906858493569	0.013079633461892238	0.1793628583578973	0.18301077360911494	0.016634255200494535
EX_3hydroxybutanoatex_r	69626.0	0.0	69626.0	1.0	1.2575132096794412	1.0257501280218393	0.83184986180656	11.790006803067856	11.982298014328471	0.6349161826282578
EX_gthrd_e_r	70945569.0	0.0	70945569.0	1.0	0.02638093065737085	0.021469161742441248	0.020967095528453262	0.6189582653444141	0.6184017001537161	0.2904478235831719
EX_cmp_e_r	1259208848.0	0.0	1259208848.0	1.0	3.7049296795854307e-06	3.710699212606224e-06	1.9421683746761225e-06	1.1030820640612134e-05	1.066290183063925e-05	5.797209433472239e-06
