	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	9331797094.0	1.0	9331797094.0	0.0	4.845928752424576	4.891389643611335	0.20156298153955626	3.695172333272005	3.733129505685772	0.7633326414105605
EX_glc__D_e_r	8336475772.0	1.0	8336475772.0	0.0	2.7699411756903736	2.7959544407642323	0.11522226844178754	2.2730321033350047	2.2966566154201558	0.46854383832734586
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	4129003323.0	0.0	4129003323.0	1.0	0.13085025804960204	0.13116097620830597	0.008739051378982505	0.14129101425254695	0.1416186152942573	0.038311490271895114
EX_gln__L_e_r	10000000000.0	1.0	10000000000.0	0.0	0.6777766710536607	0.679090425179167	0.036699823892158936	0.3385776957303186	0.3425390684594935	0.06890430828129179
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	989486348.0	0.0	989486348.0	1.0	0.0897016652649236	0.06461955718218626	0.08422688511009037	0.6321594268618101	0.45485008404971217	0.5558193559500579
EX_co2_e	17145062.0	0.0	17145062.0	1.0	29.641622157438245	28.759392211077063	9.101271728014966	64.98301814113665	64.0140923409183	8.331309471790993
EX_h_e_f	3119462371.0	0.0	3119462371.0	1.0	224.24146937321856	212.62606241837236	130.0441234723561	309.1497567579401	326.5268180674963	115.16978559536216
EX_h2o_e_f	3343601414.0	0.0	3343601414.0	1.0	82.97121271531773	81.16619838839219	40.18015239688179	106.3528577004169	107.6674896454482	38.52493240760341
EX_ump_e_r	2887683011.0	0.0	2887683011.0	1.0	7.241342583765416e-06	7.672481602166918e-06	4.011863705390125e-06	1.1130770500178071e-05	1.1354104732874673e-05	5.399028907138941e-06
EX_pi_e_r	234856295.0	0.0	234856295.0	1.0	0.00013557613429032757	0.00013551521668355002	5.427092298447031e-06	0.00019805604010228543	0.0002039507967679	2.388934830179772e-05
EX_nh4_e	4896866294.0	6.819422196421604e-16	4896866294.0	0.9999999999999993	36.22455725552306	35.0574356964453	11.80855434844297	37.28824583781074	34.45436309443569	11.141869195400542
EX_o2_e_r	0.0	0.0	0.0	1.0	2.280986935800857	2.2047121588715015	0.5334605592572498	50.800718454262714	50.7611756655926	6.258988656635139
EX_arg__L_e_r	9942845414.0	1.0	9942845414.0	0.0	0.1772489810596613	0.18328008308447052	0.03608616447151471	0.07657451268255057	0.07757235418007985	0.005099480358667729
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	282313578.0	0.0	282313578.0	1.0	9.368115089845326e-05	9.385079112874745e-05	5.27467055111627e-06	0.00013795885917670034	0.0001419410044813	1.8039905178823997e-05
