	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	9442445219.0	1.0	9442445219.0	0.0	4.8483189842854415	4.894466604101872	0.20104935316229713	3.470233323967419	3.450059359168918	0.8379270452215076
EX_glc__D_e_r	8630151524.0	1.0	8630151524.0	0.0	2.7712561678742604	2.79764026405337	0.11490915334797011	2.1360808510490252	2.1234960338902686	0.5150383532027916
EX_gluIN__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_gluOUT__L_e	4057221057.0	0.0	4057221057.0	1.0	0.12986805353934625	0.12956698137885714	0.009856401815727053	0.1386801105144256	0.14030831658000614	0.03714419360452786
EX_gln__L_e_r	9999992050.0	1.0	9999992050.0	0.0	0.6765254575804852	0.6775288395805992	0.03836125306629968	0.3182883121614003	0.31768208853634117	0.07748445494485129
EX_asp__L_e					0.0	0.0	0.0	0.0	0.0	0.0
DM_asp__L_e	1313958654.0	0.0	1313958654.0	1.0	0.09176714288576199	0.06575365432802255	0.08765583152920763	0.4906729948278184	0.38328468486157435	0.397264675654939
EX_co2_e	15713314.0	0.0	15713314.0	1.0	29.937196967780242	30.278191860849233	9.798965067355724	64.81266791298742	64.38152848156227	7.316097053347808
EX_h_e_f	3311005644.0	0.0	3311005644.0	1.0	182.86360632213496	176.59231401143845	103.05191643845033	243.68980781500318	260.0326606382604	107.67641349565308
EX_h2o_e_f	3989007323.0	0.0	3989007323.0	1.0	98.13582667421271	96.57568954932118	50.677720919600745	115.9487218223571	118.10503241522022	49.54024111452506
EX_ump_e_r	2210313623.0	0.0	2210313623.0	1.0	7.022307823625043e-06	7.182971971203125e-06	3.5197948338840936e-06	1.1968763143920449e-05	1.2099451026625638e-05	5.200048134508866e-06
EX_pi_e_r	361039033.0	0.0	361039033.0	1.0	0.00013530499326563	0.00013548907514684998	5.233983421206345e-06	0.00019378465276314357	0.00019966719317835	2.569270202459801e-05
EX_nh4_e	5382109951.0	1.0	5382109951.0	7.919162564984447e-193	36.52480240702935	36.92216400993263	12.613388837184633	35.59143731456705	33.27822562555858	9.220615796833881
EX_o2_e_r	0.0	0.0	0.0	1.0	2.295775081258746	2.211797456954569	0.5450895338939868	52.44472922715557	52.682993170737014	6.330892802898371
EX_arg__L_e_r	9996225394.0	1.0	9996225394.0	0.0	0.18213401412306962	0.18817408180444362	0.033734078412158086	0.07629748597266614	0.07738394913040225	0.0050676572298284355
EX_pro__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_leu__L_e_r	318294712.0	0.0	318294712.0	1.0	9.384409668226567e-05	9.413283295463804e-05	5.394637822184107e-06	0.00013602539664032368	0.00013968028259525	1.8347391062825117e-05
EX_ile__L_e_r	306631558.0	0.0	306631558.0	1.0	4.36713715857623e-05	4.4027449470265617e-05	1.1455642382264856e-06	6.300688987978089e-05	6.502271123247942e-05	7.970517597726517e-06
EX_met__L_e_r	0.0	0.0	0.0	1.0	2.335903443347311e-05	2.354949473295381e-05	6.127417444734208e-07	0.0015206648139378	0.0015436592989065499	0.0008033915204896174
