	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8553938920.0	1.0	8553938920.0	0.0	5.075879861684002	5.174819726354087	0.9622978544999535	3.788920888820088	3.7671283620738256	0.6836962008464728
EX_glc__D_e_r	8231987905.0	1.0	8231987905.0	0.0	2.9965832043318508	3.0550635767648457	0.5681207443709226	2.330272640957718	2.3169486711263687	0.42049681807149386
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.016201243560073283	0.0148376487668994	0.010300713633167863	0.0	0.0	0.0
EX_gluOUT__L_e	87053185.0	0.0	87053185.0	1.0	0.039361084461536355	0.0395485708255034	0.008449150023584243	0.13497210373161214	0.1357435411440724	0.04097820606882308
EX_gln__L_e_r	9831096293.0	1.0	9831096293.0	0.0	0.6580781731839945	0.6678031473399462	0.12317610870214728	0.34703493226678256	0.34516446056305783	0.06222152226685703
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.02017603355694772	0.01844385931903915	0.013196575286233456	0.0	0.0	0.0
DM_asp__L_e	8512638904.0	1.0	8512638904.0	0.0	2.065051142034709	1.7423654857505055	1.6082385551472627	0.47655766072878936	0.3828071747238657	0.3858689549843159
EX_co2_e	9999900659.0	1.0	9999900659.0	0.0	141.07909794585046	140.01319918523131	17.125295588583928	65.60176543077223	64.94801166369368	7.861077133983763
EX_h_e_f	6374270460.0	1.0	6374270460.0	0.0	304.0487119722738	326.4588444912492	109.27685423562055	249.15690120258472	252.87228673368838	112.92115797520039
EX_h2o_e_f	5239036032.0	1.0	5239036032.0	7.72751849880697e-77	115.42218253625033	114.07067712041729	33.73927420434189	109.55731751285087	114.04556594988384	45.90491223124119
EX_ump_e_r	4716950729.0	7.527096676961045e-107	4716950729.0	1.0	9.385241731233736e-06	8.514435937626374e-06	6.29182579471729e-06	9.766532436420382e-06	9.43316890575215e-06	5.396301761224322e-06
EX_pi_e_r	6162052252.0	1.0	6162052252.0	0.0	0.00020666434212143474	0.00020998069889185	1.9471233585891156e-05	0.00019634694563547394	0.00020226827847205	2.5170974513982275e-05
EX_nh4_e	9980129788.0	1.0	9980129788.0	0.0	99.81381795886938	97.36305294280436	21.685761583530606	36.58574557037012	33.93743156586602	10.372314817308647
EX_o2_e_r	9999902103.0	1.0	9999902103.0	0.0	102.8229043371508	102.87783638144137	10.954505648453392	52.61576871914505	52.85811181160791	6.164461977005269
EX_arg__L_e_r	7631480304.0	1.0	7631480304.0	0.0	0.09216069976601779	0.09422996678072221	0.021025692190036645	0.07599592105894645	0.07698743921957266	0.005336878391395177
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.059162725665233e-05	5.039925045218151e-05	2.2145406446389277e-05	0.0	0.0	0.0
EX_leu__L_e_r	5502048447.0	1.0	5502048447.0	0.0	0.00014286134505063478	0.0001442578619257	1.360456152897805e-05	0.00013846022451896313	0.00014280288366240001	1.838869423557257e-05
EX_ile__L_e_r	5868311523.0	1.0	5868311523.0	0.0	6.59004136386612e-05	6.723291387952259e-05	5.777866042590559e-06	6.349976860378864e-05	6.565389527720254e-05	7.68807448731331e-06
EX_met__L_e_r	7569096253.0	1.0	7569096253.0	0.0	0.002826011604101005	0.0030187070586656503	0.0013005194805156815	0.0016936046170706012	0.0017842004453448	0.0008302920388746567
EX_gly_e_r	8784787621.0	1.0	8784787621.0	0.0	0.11848182257299543	0.1145531941789224	0.06832180827267785	0.031431341795164706	0.02954878481047465	0.020066235992953502
