	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07168509894314563	0.073375304833535	0.007691531855992375	4.554994056096778	4.639876453587929	0.35936448635925144
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10361524031318577	0.10547396736763355	0.013102234413491889	2.6968728609847696	2.7461325681909425	0.21618876512696786
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.0031427552884272223	0.0027102906911650997	0.0023043568305592546	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.011113390029217806	0.01126464851453005	0.0013102780580113386	0.07500042914746123	0.07638215216086791	0.005926812893744073
EX_gln__L_e_r	0.0	0.0	0.0	1.0	0.20429898827910387	0.20927201433642617	0.022711418335637786	1.1834660918542912	1.2052677411221455	0.09357213280864168
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.028346101305802163	0.02921408584787965	0.011868681382314417	0.0	0.0	0.0
DM_asp__L_e	8174232213.0	1.0	8174232213.0	0.0	1.1241632741281413	0.9058813413580555	0.918570821813972	0.29513196079415016	0.2218217467993295	0.2566427575890814
EX_co2_e	10000000000.0	1.0	10000000000.0	0.0	103.44621162038155	100.13395546803866	21.550981464758262	35.14487147429716	35.25682322612025	2.409678945267788
EX_h_e_f	6915012791.0	1.0	6915012791.0	0.0	273.90519371736474	277.31414036538274	74.62896708547757	198.99535844173707	182.3759736304436	123.02074942388656
EX_h2o_e_f	5083926017.0	0.9999999999600703	5083926017.0	3.992972861694515e-11	105.45527701918805	111.79262550023708	44.13353545560563	103.73492316389829	105.30977432213942	51.69656541295803
EX_ump_e_r	145413409.0	0.0	145413409.0	1.0	8.472689028941958e-07	8.52713595914487e-07	3.59969020760799e-07	1.817062566468736e-05	1.635421634002216e-05	1.1318245049092008e-05
EX_pi_e_r	0.0	0.0	0.0	1.0	1.3463719233606555e-05	1.3775943499656149e-05	3.0336881751585157e-06	0.0004052857664498891	0.0004163400525162	6.3023710234213e-05
EX_nh4_e	9999874401.0	1.0	9999874401.0	0.0	73.53253861105848	67.89787518116287	31.20982717417075	13.383857337450829	13.086360079299583	2.622653885548027
EX_o2_e_r	9999994140.0	1.0	9999994140.0	0.0	62.51473307611659	62.584758759124355	6.108414237792183	19.520558848987104	19.60102904845522	1.3625395755720142
EX_arg__L_e_r	380404003.0	0.0	380404003.0	1.0	0.07825273834774013	0.0812085962582681	0.012156564986487237	0.17477405321334444	0.17373603932518278	0.05276147001642917
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.119285394452319e-06	5.170856547010802e-06	1.4679980964929815e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.650305714655233e-06	8.855915962078189e-06	1.887344785253008e-06	0.000282662587520371	0.00028931919722820004	4.440976277257725e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.36159747590702e-06	4.4624633952920395e-06	9.759182645621226e-07	0.00012975295218202963	0.00013354557336170002	1.9705238743293105e-05
EX_met__L_e_r	906768797.0	0.0	906768797.0	1.0	0.0032201622696696815	0.003259591681889	0.001573567759177484	0.016997768171532885	0.01719894931888035	0.00963092757926276
EX_gly_e_r	1261249175.0	0.0	1261249175.0	1.0	0.035529396290399216	0.036821121947176544	0.014142816369899175	0.1116122895937308	0.10697902395850176	0.06155427582008125
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.5627604939352845e-06	5.553548320811255e-06	1.5415282490245176e-06	0.00015062869145650727	0.00015126483880370002	3.3291208869840305e-05
EX_ser__L_e_r	242308659.0	0.0	242308659.0	1.0	0.012241436016468906	0.0097185363050348	0.009967822582085572	0.13485576848451958	0.13500376028683436	0.06425387306238321
EX_ala__L_e_f	8084680874.0	1.0	8084680874.0	0.0	1.1238799841527656	0.8676652193702725	0.9761426583760235	0.31752913420669776	0.22597818068922446	0.30498183264877216
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.010639551824516648	0.01074819046179645	0.0010355684409983552	0.0	0.0	0.0
EX_fol_e_r	9993792853.0	1.0	9993792853.0	0.0	0.001398257132778442	0.00145038922158935	0.00042197923289861744	0.00016152090058388512	0.0001659462422805	4.3993766743970416e-05
EX_urea_e	2912336200.0	0.0	2912336200.0	1.0	0.027879253287098463	0.02577517117275665	0.01826768058347432	0.060213966485284855	0.050307329885636	0.047295274680869616
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.007916326004456556	0.0080567049232033	0.0024622524179465865	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.007916326004456607	0.0080567049232034	0.002462252417946588	0.0	0.0	0.0
EX_gudac_e	2465785569.0	0.0	2465785569.0	1.0	0.02441095827428505	0.02124772183604305	0.01742232399432635	0.059224613814313425	0.05131942818813305	0.043180436148249395
EX_hdca_e_f	931860.0	0.0	931860.0	1.0	0.3053976711503451	0.2372989889650451	0.260410312484437	1.9606955078784853	1.9554867296634704	0.15770887287219137
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003031336502474199	0.0003120398454055	0.00010332336346229683	0.0	0.0	0.0
EX_ptrcOUT_e	187434311.0	0.0	187434311.0	1.0	0.019065429461186556	0.01600819238654995	0.014358236186116322	0.1398799304126138	0.14175488540568026	0.05743482819551495
