	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07230849968404472	0.07386774911408656	0.007129262349470085	4.550033102932577	4.647309009367764	0.379286160199842
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10310752898547904	0.10449694994968975	0.012667670728502046	2.6844519311398995	2.738044740332546	0.22503236774227603
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.003208889573111787	0.0027762722601669503	0.0023257360305387192	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.011242475896276194	0.0113649094993209	0.0012342993457784685	0.0751385988714012	0.07672838881798369	0.006273933589337479
EX_gln__L_e_r	0.0	0.0	0.0	1.0	0.20575101460061032	0.2097812972932194	0.02062552109280859	1.1838733969517343	1.208797062419869	0.09815720942176727
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.029768632148781168	0.03117442581858325	0.01245126682997947	0.0	0.0	0.0
DM_asp__L_e	8001497796.0	1.0	8001497796.0	0.0	1.0831407565877222	0.8648372531576679	0.9038676114674138	0.3246582045321664	0.2268340788196731	0.3247668770730559
EX_co2_e	9998763909.0	1.0	9998763909.0	0.0	106.66415586501101	103.55974708331904	23.858949967536812	35.77187576451176	35.84749902688853	2.114670320632561
EX_h_e_f	6874916210.0	1.0	6874916210.0	0.0	265.22791459621067	276.3978452570732	83.21057100033582	199.26253186349442	195.67724015031456	108.52758472319306
EX_h2o_e_f	6906871488.0	1.0	6906871488.0	0.0	111.87439522424661	113.65971415427923	39.62213217769034	82.16021109963958	79.0725694033106	45.03709496147393
EX_ump_e_r	122968273.0	0.0	122968273.0	1.0	8.155400004913579e-07	7.934496931475593e-07	3.781079800887867e-07	2.0820651430986387e-05	2.068410629959968e-05	1.0729272047846571e-05
EX_pi_e_r	0.0	0.0	0.0	1.0	1.3709477024157512e-05	1.4067730758748922e-05	3.0038157753845687e-06	0.00039528648433722615	0.0004037477484513	6.376340482718942e-05
EX_nh4_e	9999967009.0	1.0	9999967009.0	0.0	79.35219950642238	73.70548530909102	34.16253431850926	13.940802527355336	13.53711948498512	2.3140815203484055
EX_o2_e_r	9999341987.0	1.0	9999341987.0	0.0	61.26494346683032	61.39981618763354	6.229646505509174	19.69364998493895	19.75435856194877	1.3563046528261813
EX_arg__L_e_r	577605736.0	0.0	577605736.0	1.0	0.07923693295697681	0.08220049245106885	0.011597630413747763	0.1838881574194375	0.19377104549889318	0.05783274146718433
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	5.128505058945342e-06	5.287263797827085e-06	1.4408787107285994e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.794299649158303e-06	9.04765957675055e-06	1.8867293964169657e-06	0.00027543069942364905	0.0002807351823688	4.5047472468258924e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.419726108723821e-06	4.545589449906242e-06	9.654120776951985e-07	0.00012770776560346898	0.0001306402095702	2.025003437925793e-05
EX_met__L_e_r	1291519107.0	0.0	1291519107.0	1.0	0.003178885611984608	0.0031131777780595	0.0016703281308628282	0.014862405317146615	0.01398513061459625	0.009666972608793156
EX_gly_e_r	2310399168.0	0.0	2310399168.0	1.0	0.03253809322170213	0.032835390640467546	0.015042956717422949	0.08748639115544683	0.07290995021586419	0.06385442334569033
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.568109244513824e-06	5.5858012406329015e-06	1.5159848220366579e-06	0.0001582847061327528	0.00015940301399485	3.046026106632437e-05
EX_ser__L_e_r	266318640.0	0.0	266318640.0	1.0	0.013647003943219875	0.010709809529387201	0.011568559398991415	0.139539856859305	0.14281495142821093	0.06452176536269877
EX_ala__L_e_f	8135818386.0	1.0	8135818386.0	0.0	1.2734906973327198	0.9988113134478291	1.0796315265646044	0.35477032758966326	0.2524972818256287	0.3319967456871342
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.010549896726294422	0.0106616137661099	0.0011671769469139067	0.0	0.0	0.0
EX_fol_e_r	9986836200.0	1.0	9986836200.0	0.0	0.0013948184205558544	0.0014531160136467	0.00042284983033433996	0.00016669009606655596	0.00017103625322134998	4.021794916423184e-05
EX_urea_e	2976124766.0	0.0	2976124766.0	1.0	0.030161610378774545	0.0288198931660767	0.018199435287280394	0.06467422311189944	0.0535418270360424	0.04883878274717599
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.0084534980765736	0.00863599547234635	0.002352342067171533	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.008453498076573633	0.00863599547234635	0.0023523420671715247	0.0	0.0	0.0
EX_gudac_e	2395450076.0	0.0	2395450076.0	1.0	0.02375480997605775	0.02028881642600775	0.018086899602730657	0.06188954924616679	0.0529074760233682	0.04567572690691097
EX_hdca_e_f	2413416.0	0.0	2413416.0	1.0	0.3290533368653041	0.26113005219243396	0.2719950567100788	2.0018064561303803	2.0024337380892345	0.16416069996608693
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.00031763063834632833	0.00031919163316505	9.30579909241262e-05	0.0	0.0	0.0
EX_ptrcOUT_e	164912986.0	0.0	164912986.0	1.0	0.019030672418813323	0.01622330834528305	0.014323294824446019	0.15397874346437618	0.16243093418063625	0.06111574122374428
EX_biomassx	0.0	0.0	0.0	1.0	1.5449374327015406e-05	1.588933595000776e-05	3.3746463471334737e-06	0.0004464089010812109	0.00045665940607205	7.078501100841108e-05
EX_gthox_e	6518654473.0	1.0	6518654473.0	0.0	0.5717956921555609	0.485175435362727	0.4176499220687473	0.33506742433370257	0.34433837101144255	0.13812352608921086
EX_2obut_e	694632928.0	0.0	694632928.0	1.0	0.04920349909016203	0.0501087901945374	0.010189844859672625	0.2564028015694635	0.2406719177227338	0.1430642458146213
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	0.8956218407912944	0.9578234902442916	0.24674012662629716	3.666412695069005e-17	-8.327382905664181e-18	1.7866081315918413e-16
