	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
EX_lac__L_e	0.0	0.0	0.0	1.0	0.07194499595740918	0.07431158549906465	0.008523158695708893	4.56674598742295	4.670921705281637	0.3762666798780759
EX_glc__D_e_r	0.0	0.0	0.0	1.0	0.10266818571879112	0.10449486872452775	0.01358419094318164	2.6911365532411704	2.7510761505647254	0.22380908850973757
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.0028953859653412543	0.0023587504304906	0.0022539491346701313	0.0	0.0	0.0
EX_gluOUT__L_e	0.0	0.0	0.0	1.0	0.011194836632054837	0.0114491761644773	0.0014735127638108127	0.0752631403037367	0.07699504199582449	0.006241005917635578
EX_gln__L_e_r	0.0	0.0	0.0	1.0	0.2050645686088219	0.2116389353291411	0.024557867106891573	1.1874056605054366	1.2143882338208187	0.09777174581052599
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.028742375965964774	0.02916346488274665	0.012154461260915461	0.0	0.0	0.0
DM_asp__L_e	8161109853.0	1.0	8161109853.0	0.0	1.1877821619531603	0.93067592558196	1.0091114786234354	0.3134081059388666	0.23230650502633915	0.2869188539260977
EX_co2_e	9998322738.0	1.0	9998322738.0	0.0	105.4152203303206	102.13997260355411	22.54959720141592	35.121150046047056	35.305507041834574	2.547296943794973
EX_h_e_f	6222470546.0	1.0	6222470546.0	0.0	283.0261738799668	296.6038064167893	80.95375653332782	233.09878624878417	238.53393966484674	120.28649246970087
EX_h2o_e_f	6894593269.0	1.0	6894593269.0	0.0	117.03470600737448	121.87453854107045	39.12884010464916	82.78263536227088	76.9587811000106	53.61320685298236
EX_ump_e_r	130097926.0	0.0	130097926.0	1.0	8.934867722542216e-07	8.891366898733385e-07	3.470397273347303e-07	2.1007687200091893e-05	2.093438263562256e-05	1.1018980089779956e-05
EX_pi_e_r	0.0	0.0	0.0	1.0	1.2917265380252782e-05	1.2935075097743676e-05	2.6802580873806533e-06	0.00040380708818139665	0.00041054215348265	6.0932133709347744e-05
EX_nh4_e	9999515691.0	1.0	9999515691.0	0.0	76.08205871939343	70.87991139100338	32.295091731679825	13.404129845991836	13.184401216207391	2.678475130030966
EX_o2_e_r	9999530327.0	1.0	9999530327.0	0.0	62.64428236188085	62.570536907419154	6.12070073191364	19.42426084210616	19.479741991697097	1.3774655669330202
EX_arg__L_e_r	210621656.0	0.0	210621656.0	1.0	0.07876204124659039	0.08181842697997554	0.012038597626448612	0.198709658257293	0.2092399847940551	0.05098060619412791
EX_pro__L_e	10000000000.0	1.0	10000000000.0	0.0	4.884073226641591e-06	4.835843860710382e-06	1.3171183155565745e-06	0.0	0.0	0.0
EX_leu__L_e_r	0.0	0.0	0.0	1.0	8.409517081048237e-06	8.469115527951382e-06	1.7136123946283784e-06	0.0002815130352096694	0.00028557425172470003	4.395974779264737e-05
EX_ile__L_e_r	0.0	0.0	0.0	1.0	4.212457695337775e-06	4.226318298586693e-06	8.806041440227472e-07	0.00013005488620269673	0.0001328066111977	1.9016933941738527e-05
EX_met__L_e_r	1134923301.0	0.0	1134923301.0	1.0	0.0030478037592160437	0.0030217193742693	0.0015842255333094121	0.015884459150975142	0.0155684960989211	0.00998723763330962
EX_gly_e_r	1378838312.0	0.0	1378838312.0	1.0	0.031189424242894524	0.031755832364002104	0.014561681863468815	0.1162589724250788	0.11836309593362924	0.06740831011480125
EX_phe__L_e_r	0.0	0.0	0.0	1.0	5.371294168865885e-06	5.3332628010279465e-06	1.374046297274096e-06	0.00015614012209838618	0.0001552695604747	3.0175669723593408e-05
EX_ser__L_e_r	297414375.0	0.0	297414375.0	1.0	0.01191224121566791	0.00950294226471855	0.009654441056744822	0.1503801070683893	0.16098179702006235	0.06965923883386121
EX_ala__L_e_f	7874051677.0	1.0	7874051677.0	0.0	1.1273150823064906	0.836532114383435	1.0143058951351356	0.35943698325051215	0.24013562367788738	0.3926497067255299
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	10000000000.0	1.0	10000000000.0	0.0	0.010457916442876	0.010574802393496549	0.0011485386421825337	0.0	0.0	0.0
EX_fol_e_r	9992131117.0	1.0	9992131117.0	0.0	0.001409946536129049	0.0014674728559810999	0.0004331835186534877	0.00015666345293726086	0.00015743411425464998	4.270347706584311e-05
EX_urea_e	2954707521.0	0.0	2954707521.0	1.0	0.0295634842073338	0.0275433976367114	0.019070427308205205	0.0651124580676732	0.051164054689730204	0.051679222801731796
EX_pyr_e	10000000000.0	1.0	10000000000.0	0.0	0.007424239231296555	0.007876432512637699	0.0029371564240452653	0.0	0.0	0.0
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.00742423923129671	0.007876432512637949	0.0029371564240452926	0.0	0.0	0.0
EX_gudac_e	2338765953.0	0.0	2338765953.0	1.0	0.022262333529456984	0.01902324707269475	0.016377735816737963	0.0634705940932676	0.0528110817403023	0.049136377728509734
EX_hdca_e_f	7023499.0	0.0	7023499.0	1.0	0.2980707373312079	0.22569825653966236	0.2762146541600203	1.9895365951028927	1.9956948748048242	0.17205093113112066
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003182542823421073	0.00032661030235079996	9.833137857359854e-05	0.0	0.0	0.0
EX_ptrcOUT_e	76443084.0	0.0	76443084.0	1.0	0.01915058529299635	0.015430225091745	0.015215826024711027	0.165877378812728	0.17596101227607	0.053559795797980495
EX_biomassx	0.0	0.0	0.0	1.0	1.4724857190479035e-05	1.477330762444787e-05	3.0781959606218067e-06	0.0004546133788782606	0.00046423217163765	6.647464657103846e-05
EX_gthox_e	6480734548.0	1.0	6480734548.0	0.0	0.5589867373054065	0.46824295669101584	0.41430996035127077	0.327962907541199	0.3285864535941613	0.1431874867202319
EX_2obut_e	476420974.0	0.0	476420974.0	1.0	0.04877561428718905	0.04950779485245235	0.009617146254198084	0.27425187564344133	0.27997923888823295	0.13698990340658815
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	0.9527092774056607	0.9837043473991254	0.1765087678236723	-5.76862331174438e-17	-2.492158147480921e-17	2.222945059573706e-16
EX_val__L_e_r	312139732.0	0.0	312139732.0	1.0	0.07477179389846106	0.07769937328415974	0.01828350868221246	0.21863195306099092	0.22856894157561725	0.06849194129306233
EX_spmd_e	9189869786.0	1.0	9189869786.0	0.0	0.018643148797256582	0.016031543851706097	0.01384312849582708	0.0030133202660693405	0.00264078845858935	0.0022464191321329235
EX_sprm_e	9276145516.0	1.0	9276145516.0	0.0	0.014658370681151944	0.0130372878882181	0.010051598958814675	0.0019881590501270203	0.00192013090949085	0.001212121756273307
EX_5mthf_e	9992131115.0	1.0	9992131115.0	0.0	0.0014099465445876495	0.00146747285958425	0.0004331835170126925	0.00015666347147927305	0.00015743416088615	4.270348338742423e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	0.9527092774056599	0.9837043473991295	0.17650876782367178	0.0	0.0	0.0
EX_thbpt_e_r	106511906.0	0.0	106511906.0	1.0	1.5506943730809372e-06	1.497775519582952e-06	8.162857246388582e-07	3.8183407134397786e-05	3.845827368942248e-05	2.0516836438281435e-05
EX_CE2705_e	106511906.0	0.0	106511906.0	1.0	1.5506943730809372e-06	1.497775519582952e-06	8.162857246388582e-07	3.8183407134397786e-05	3.845827368942248e-05	2.0516836438281435e-05
EX_crtn_e	1648997317.0	0.0	1648997317.0	1.0	0.026930933458151608	0.02375738564195655	0.01756972458745269	0.06996328169359094	0.062112868796301055	0.04308122534251113
EX_his__L_e_r	2195677694.0	0.0	2195677694.0	1.0	0.09955224727613571	0.103881467338254	0.03185347076259144	0.14027743927193406	0.1522499010942371	0.0471726841496063
EX_lys__L_e_r	9495447585.0	1.0	9495447585.0	0.0	0.02227599671802729	0.0218423381528644	0.011393237561603526	0.003930372771562737	0.00394488835248345	0.0020006948335095478
EX_carn_e_r	9998330516.0	1.0	9998330516.0	0.0	12.54750905616164	12.536661633129246	1.2008845590079313	4.875274431057072	4.822417025226743	1.23511482059981
EX_csn_e_r	9690479867.0	1.0	9690479867.0	0.0	22.416298502932197	19.904830506486114	15.73998110648923	1.18779738305793	0.8859380100710001	1.077395056870273
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.08266304970163266	0.08358695736510624	0.009078453378507925	0.0	0.0	0.0
EX_cyan_e_r	240787626.0	0.0	240787626.0	1.0	0.07151478165649741	0.06759665648658535	0.03412403105892027	0.22042782821533913	0.2278036224068768	0.059140559010297064
EX_tcyntc	1665014212.0	0.0	1665014212.0	1.0	0.02939042964631345	0.02557463997173075	0.021659740481001968	0.10327740251133179	0.0974083518177782	0.06943434947314708
EX_tcynt_e	2126887498.0	0.0	2126887498.0	1.0	0.04212435201018444	0.0353104509535297	0.0323901356936757	0.11715042570401041	0.10439869286438591	0.08045000214795991
EX_so3_e	5939769814.0	1.0	5939769814.0	0.0	0.0827734007111599	0.08058598760926455	0.04021437309505066	0.06873761429459173	0.07287457069212785	0.026915323751469166
EX_thr__L_e_r	692126205.0	0.0	692126205.0	1.0	0.045735353049352015	0.0463019052403353	0.009348634694330718	0.2586126350096755	0.26794436376957087	0.13614701565334525
EX_trp__L_e_r	449712422.0	0.0	449712422.0	1.0	0.001092269111920818	0.00099873265740465	0.0006033589514549284	0.010876871392496873	0.01036535677544145	0.006652772804918161
EX_anth_e	327536229.0	0.0	327536229.0	1.0	0.0008038941512656947	0.0007244156075863	0.0005250104240952369	0.010870822284538085	0.0103593415779028	0.006652780452371415
EX_tyr__L_e_r	206193543.0	0.0	206193543.0	1.0	1.7674913702843844e-06	1.7139143228655867e-06	9.015737741031762e-07	3.465063023504835e-05	3.333285352368489e-05	2.0371536914022945e-05
EX_cystinex_r	0.0	0.0	0.0	1.0	0.06612769531855421	0.0671818360449129	0.0124918324050874	0.1793628583578973	0.18301077360911494	0.016634255200494535
EX_3hydroxybutanoatex_r	112038344.0	0.0	112038344.0	1.0	8.3059329832029	8.510065270693573	1.6937330561703294	11.790006803067856	11.982298014328471	0.6349161826282578
