	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
EX_lac__L_e	8594719323.0	1.0	8594719323.0	0.0	5.02761825559333	5.074465267877207	0.9348514700037185	3.695172333272005	3.733129505685772	0.7633326414105605
EX_glc__D_e_r	8262077417.0	1.0	8262077417.0	0.0	2.968424826636258	2.9960759187674615	0.552045663140091	2.2730321033350047	2.2966566154201558	0.46854383832734586
EX_gluIN__L_e	10000000000.0	1.0	10000000000.0	0.0	0.020233065712191335	0.0202152434057748	0.009672394425753935	0.0	0.0	0.0
EX_gluOUT__L_e	1530447.0	0.0	1530447.0	1.0	0.038904842621883456	0.0387503805372723	0.00810058153430242	0.14129101425254695	0.1416186152942573	0.038311490271895114
EX_gln__L_e_r	9849067766.0	1.0	9849067766.0	0.0	0.6501871782078859	0.6551418043935442	0.12370101417038722	0.3385776957303186	0.3425390684594935	0.06890430828129179
EX_asp__L_e	10000000000.0	1.0	10000000000.0	0.0	0.022598851015255654	0.02090498051308935	0.013404858006743833	0.0	0.0	0.0
DM_asp__L_e	7981563987.0	1.0	7981563987.0	0.0	2.1052228172864336	1.6830740025904674	1.7481585051549924	0.6321594268618101	0.45485008404971217	0.5558193559500579
EX_co2_e	9998956042.0	1.0	9998956042.0	0.0	133.88084920269685	133.58449048649197	18.345082256084545	64.98301814113665	64.0140923409183	8.331309471790993
EX_h_e_f	5789557578.0	1.0	5789557578.0	0.0	347.8938161801645	354.88507436663093	70.34327626062156	309.1497567579401	326.5268180674963	115.16978559536216
EX_h2o_e_f	3933491801.0	0.0	3933491801.0	1.0	92.24027099131003	95.50341453233528	36.65058213749408	106.3528577004169	107.6674896454482	38.52493240760341
EX_ump_e_r	4878754282.0	2.9539559189606168e-21	4878754282.0	1.0	1.0942260923620968e-05	1.1084973215043562e-05	5.767581322173868e-06	1.1130770500178071e-05	1.1354104732874673e-05	5.399028907138941e-06
EX_pi_e_r	6021080990.0	1.0	6021080990.0	0.0	0.00020602556245691335	0.00021039882927785	2.086077354549571e-05	0.00019805604010228543	0.0002039507967679	2.388934830179772e-05
